timestamp,rule,seed,makespan,machine_id,machine_type,ops_completed,time_processing,time_operational,utilization_rate,idle_time,idle_rate
2026-05-16 17:42:16,SRT_SRWT,43,4200.00,5,Assemble,8,533.22,4200.00,0.1270,3666.78,0.8730
2026-05-16 17:43:51,SRT_SRWT,44,4200.00,0,Mill,21,1399.82,4200.00,0.3333,2800.18,0.6667
2026-05-16 17:43:51,SRT_SRWT,44,4200.00,1,Lathe,8,533.23,4200.00,0.1270,3666.77,0.8730
2026-05-16 17:43:51,SRT_SRWT,44,4200.00,2,Weld,10,666.54,4200.00,0.1587,3533.46,0.8413
2026-05-16 17:43:51,SRT_SRWT,44,4200.00,3,Mill,5,333.29,4200.00,0.0794,3866.71,0.9206
2026-05-16 17:43:51,SRT_SRWT,44,4200.00,4,Inspect,6,399.91,4200.00,0.0952,3800.09,0.9048
2026-05-16 17:43:51,SRT_SRWT,44,4200.00,5,Assemble,8,533.27,4200.00,0.1270,3666.73,0.8730
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,0,Mill,21,1399.79,10833.34,0.1292,9433.55,0.8708
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,1,Lathe,25,1666.43,10833.34,0.1538,9166.90,0.8462
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,2,Weld,22,1466.47,10833.34,0.1354,9366.87,0.8646
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,3,Mill,2,133.32,10833.34,0.0123,10700.02,0.9877
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,4,Lathe,3,199.97,10833.34,0.0185,10633.36,0.9815
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,5,Weld,7,466.62,10833.34,0.0431,10366.72,0.9569
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,6,Inspect,32,2133.02,10833.34,0.1969,8700.32,0.8031
2026-05-16 17:48:00,SRT_SRWT,42,10833.34,7,Assemble,38,2532.93,10833.34,0.2338,8300.41,0.7662
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,0,Mill,21,1399.76,10600.00,0.1321,9200.24,0.8679
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,1,Lathe,26,1733.10,10600.00,0.1635,8866.90,0.8365
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,2,Weld,23,1533.11,10600.00,0.1446,9066.89,0.8554
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,3,Mill,2,133.30,10600.00,0.0126,10466.70,0.9874
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,4,Lathe,2,133.30,10600.00,0.0126,10466.70,0.9874
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,5,Weld,6,399.92,10600.00,0.0377,10200.08,0.9623
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,6,Inspect,32,2133.06,10600.00,0.2012,8466.94,0.7988
2026-05-16 17:52:03,SRT_SRWT,43,10600.00,7,Assemble,38,2533.04,10600.00,0.2390,8066.96,0.7610
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,0,Mill,21,1399.77,10600.00,0.1321,9200.23,0.8679
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,1,Lathe,26,1733.03,10600.00,0.1635,8866.97,0.8365
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,2,Weld,23,1533.09,10600.00,0.1446,9066.91,0.8554
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,3,Mill,2,133.30,10600.00,0.0126,10466.70,0.9874
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,4,Lathe,2,133.30,10600.00,0.0126,10466.70,0.9874
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,5,Weld,6,399.91,10600.00,0.0377,10200.09,0.9623
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,6,Inspect,32,2133.02,10600.00,0.2012,8466.98,0.7988
2026-05-16 17:56:08,SRT_SRWT,44,10600.00,7,Assemble,38,2532.93,10600.00,0.2390,8067.07,0.7610
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,0,Mill,32,2133.04,6300.00,0.3386,4166.96,0.6614
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,1,Lathe,15,999.86,6300.00,0.1587,5300.14,0.8413
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,2,Weld,3,199.99,6300.00,0.0317,6100.01,0.9683
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,3,Mill,18,1199.87,6300.00,0.1905,5100.13,0.8095
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,4,Lathe,0,0.00,6300.00,0.0000,6300.00,1.0000
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,5,Weld,0,0.00,6300.00,0.0000,6300.00,1.0000
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,6,Inspect,16,1066.53,6300.00,0.1693,5233.47,0.8307
2026-05-16 17:58:32,SRT_SRWT,42,6300.00,7,Assemble,6,399.95,6300.00,0.0635,5900.05,0.9365
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,0,Mill,32,2132.92,6300.00,0.3386,4167.07,0.6614
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,1,Lathe,15,999.79,6300.00,0.1587,5300.21,0.8413
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,2,Weld,3,199.98,6300.00,0.0317,6100.02,0.9683
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,3,Mill,18,1199.79,6300.00,0.1904,5100.20,0.8096
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,4,Lathe,0,0.00,6300.00,0.0000,6300.00,1.0000
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,5,Weld,0,0.00,6300.00,0.0000,6300.00,1.0000
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,6,Inspect,16,1066.46,6300.00,0.1693,5233.54,0.8307
2026-05-16 18:00:56,SRT_SRWT,43,6300.00,7,Assemble,6,399.91,6300.00,0.0635,5900.08,0.9365
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,0,Mill,32,2133.09,6300.00,0.3386,4166.91,0.6614
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,1,Lathe,15,999.88,6300.00,0.1587,5300.12,0.8413
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,2,Weld,3,199.97,6300.00,0.0317,6100.03,0.9683
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,3,Mill,18,1199.85,6300.00,0.1905,5100.15,0.8095
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,4,Lathe,0,0.00,6300.00,0.0000,6300.00,1.0000
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,5,Weld,0,0.00,6300.00,0.0000,6300.00,1.0000
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,6,Inspect,16,1066.55,6300.00,0.1693,5233.45,0.8307
2026-05-16 18:03:20,SRT_SRWT,44,6300.00,7,Assemble,6,399.96,6300.00,0.0635,5900.04,0.9365
2026-05-16 18:06:21,SRT_SRWT,42,7966.66,0,Mill,35,2332.96,7966.66,0.2928,5633.70,0.7072
2026-05-16 18:06:21,SRT_SRWT,42,7966.66,1,Lathe,0,0.00,7966.66,0.0000,7966.66,1.0000
2026-05-16 18:06:21,SRT_SRWT,42,7966.66,2,Weld,26,1733.07,7966.66,0.2175,6233.59,0.7825
2026-05-16 18:06:21,SRT_SRWT,42,7966.66,3,Inspect,45,2999.35,7966.66,0.3765,4967.31,0.6235
2026-05-16 18:09:21,SRT_SRWT,43,7966.66,0,Mill,35,2333.04,7966.66,0.2929,5633.63,0.7071
2026-05-16 18:09:21,SRT_SRWT,43,7966.66,1,Lathe,0,0.00,7966.66,0.0000,7966.66,1.0000
2026-05-16 18:09:21,SRT_SRWT,43,7966.66,2,Weld,26,1733.13,7966.66,0.2175,6233.54,0.7825
2026-05-16 18:09:21,SRT_SRWT,43,7966.66,3,Inspect,45,2999.60,7966.66,0.3765,4967.06,0.6235
2026-05-16 18:12:21,SRT_SRWT,44,7966.66,0,Mill,35,2333.02,7966.66,0.2928,5633.64,0.7072
2026-05-16 18:12:21,SRT_SRWT,44,7966.66,1,Lathe,0,0.00,7966.66,0.0000,7966.66,1.0000
2026-05-16 18:12:21,SRT_SRWT,44,7966.66,2,Weld,26,1733.10,7966.66,0.2175,6233.56,0.7825
2026-05-16 18:12:21,SRT_SRWT,44,7966.66,3,Inspect,45,2999.59,7966.66,0.3765,4967.07,0.6235
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,0,Mill,17,1133.18,10633.34,0.1066,9500.16,0.8934
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,1,Lathe,59,3932.80,10633.34,0.3699,6700.54,0.6301
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,2,Weld,0,0.00,10633.34,0.0000,10633.34,1.0000
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,3,Inspect,27,1799.76,10633.34,0.1693,8833.58,0.8307
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,4,Assemble,26,1733.08,10633.34,0.1630,8900.26,0.8370
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,5,Mill,3,199.98,10633.34,0.0188,10433.36,0.9812
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,6,Lathe,11,733.20,10633.34,0.0690,9900.13,0.9310
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,7,Weld,0,0.00,10633.34,0.0000,10633.34,1.0000
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,8,Inspect,3,199.96,10633.34,0.0188,10433.38,0.9812
2026-05-16 18:16:21,SRT_SRWT,42,10633.34,9,Assemble,4,266.64,10633.34,0.0251,10366.70,0.9749
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,0,Mill,17,1133.15,10633.34,0.1066,9500.19,0.8934
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,1,Lathe,59,3932.68,10633.34,0.3698,6700.66,0.6302
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,2,Weld,0,0.00,10633.34,0.0000,10633.34,1.0000
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,3,Inspect,27,1799.69,10633.34,0.1692,8833.65,0.8308
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,4,Assemble,26,1733.05,10633.34,0.1630,8900.29,0.8370
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,5,Mill,3,199.96,10633.34,0.0188,10433.38,0.9812
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,6,Lathe,11,733.23,10633.34,0.0690,9900.10,0.9310
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,7,Weld,0,0.00,10633.34,0.0000,10633.34,1.0000
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,8,Inspect,3,199.98,10633.34,0.0188,10433.36,0.9812
2026-05-16 18:20:21,SRT_SRWT,43,10633.34,9,Assemble,4,266.62,10633.34,0.0251,10366.72,0.9749
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,0,Mill,17,1133.16,10633.34,0.1066,9500.17,0.8934
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,1,Lathe,59,3932.66,10633.34,0.3698,6700.68,0.6302
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,2,Weld,0,0.00,10633.34,0.0000,10633.34,1.0000
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,3,Inspect,27,1799.75,10633.34,0.1693,8833.59,0.8307
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,4,Assemble,26,1733.08,10633.34,0.1630,8900.26,0.8370
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,5,Mill,3,199.98,10633.34,0.0188,10433.36,0.9812
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,6,Lathe,11,733.19,10633.34,0.0690,9900.15,0.9310
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,7,Weld,0,0.00,10633.34,0.0000,10633.34,1.0000
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,8,Inspect,3,199.98,10633.34,0.0188,10433.36,0.9812
2026-05-16 18:24:22,SRT_SRWT,44,10633.34,9,Assemble,4,266.63,10633.34,0.0251,10366.70,0.9749
2026-05-16 18:26:57,SRT_SRWT,42,6800.00,0,Mill,22,1466.44,6800.00,0.2157,5333.56,0.7843
2026-05-16 18:26:57,SRT_SRWT,42,6800.00,1,Lathe,21,1399.73,6800.00,0.2058,5400.27,0.7942
2026-05-16 18:26:57,SRT_SRWT,42,6800.00,2,Weld,24,1599.83,6800.00,0.2353,5200.17,0.7647
2026-05-16 18:26:57,SRT_SRWT,42,6800.00,3,Inspect,24,1599.78,6800.00,0.2353,5200.22,0.7647
2026-05-16 18:26:57,SRT_SRWT,42,6800.00,4,Assemble,9,599.94,6800.00,0.0882,6200.06,0.9118
2026-05-16 18:29:33,SRT_SRWT,43,6800.00,0,Mill,22,1466.47,6800.00,0.2157,5333.53,0.7843
2026-05-16 18:29:33,SRT_SRWT,43,6800.00,1,Lathe,21,1399.81,6800.00,0.2059,5400.19,0.7941
2026-05-16 18:29:33,SRT_SRWT,43,6800.00,2,Weld,24,1599.75,6800.00,0.2353,5200.25,0.7647
2026-05-16 18:29:33,SRT_SRWT,43,6800.00,3,Inspect,24,1599.75,6800.00,0.2353,5200.25,0.7647
2026-05-16 18:29:33,SRT_SRWT,43,6800.00,4,Assemble,9,599.91,6800.00,0.0882,6200.09,0.9118
2026-05-16 18:32:08,SRT_SRWT,44,6800.00,0,Mill,22,1466.47,6800.00,0.2157,5333.53,0.7843
2026-05-16 18:32:08,SRT_SRWT,44,6800.00,1,Lathe,21,1399.80,6800.00,0.2059,5400.20,0.7941
2026-05-16 18:32:08,SRT_SRWT,44,6800.00,2,Weld,24,1599.80,6800.00,0.2353,5200.20,0.7647
2026-05-16 18:32:08,SRT_SRWT,44,6800.00,3,Inspect,24,1599.83,6800.00,0.2353,5200.17,0.7647
2026-05-16 18:32:08,SRT_SRWT,44,6800.00,4,Assemble,9,599.95,6800.00,0.0882,6200.05,0.9118
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,0,Mill,35,2333.00,15300.00,0.1525,12967.00,0.8475
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,1,Lathe,38,2533.03,15300.00,0.1656,12766.97,0.8344
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,2,Weld,50,3332.92,15300.00,0.2178,11967.08,0.7822
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,3,Inspect,15,999.88,15300.00,0.0654,14300.13,0.9346
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,4,Assemble,57,3799.38,15300.00,0.2483,11500.63,0.7517
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,5,Mill,8,533.22,15300.00,0.0349,14766.78,0.9651
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,6,Lathe,2,133.33,15300.00,0.0087,15166.67,0.9913
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,7,Weld,10,666.59,15300.00,0.0436,14633.41,0.9564
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,8,Inspect,1,66.64,15300.00,0.0044,15233.36,0.9956
2026-05-16 18:38:01,SRT_SRWT,42,15300.00,9,Assemble,9,599.92,15300.00,0.0392,14700.08,0.9608
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,0,Mill,35,2332.95,15300.00,0.1525,12967.05,0.8475
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,1,Lathe,38,2532.94,15300.00,0.1656,12767.06,0.8344
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,2,Weld,50,3332.83,15300.00,0.2178,11967.17,0.7822
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,3,Inspect,15,999.83,15300.00,0.0653,14300.17,0.9347
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,4,Assemble,57,3799.38,15300.00,0.2483,11500.63,0.7517
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,5,Mill,8,533.27,15300.00,0.0349,14766.73,0.9651
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,6,Lathe,2,133.31,15300.00,0.0087,15166.69,0.9913
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,7,Weld,10,666.56,15300.00,0.0436,14633.44,0.9564
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,8,Inspect,1,66.66,15300.00,0.0044,15233.34,0.9956
2026-05-16 18:43:55,SRT_SRWT,43,15300.00,9,Assemble,9,599.91,15300.00,0.0392,14700.09,0.9608
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,0,Mill,35,2332.88,15300.00,0.1525,12967.13,0.8475
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,1,Lathe,38,2532.95,15300.00,0.1656,12767.05,0.8344
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,2,Weld,50,3332.80,15300.00,0.2178,11967.20,0.7822
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,3,Inspect,15,999.80,15300.00,0.0653,14300.20,0.9347
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,4,Assemble,57,3799.19,15300.00,0.2483,11500.81,0.7517
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,5,Mill,8,533.20,15300.00,0.0348,14766.80,0.9652
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,6,Lathe,2,133.31,15300.00,0.0087,15166.69,0.9913
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,7,Weld,10,666.53,15300.00,0.0436,14633.47,0.9564
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,8,Inspect,1,66.64,15300.00,0.0044,15233.36,0.9956
2026-05-16 18:49:48,SRT_SRWT,44,15300.00,9,Assemble,9,599.89,15300.00,0.0392,14700.11,0.9608
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,0,Mill,36,2399.70,16566.67,0.1449,14166.97,0.8551
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,1,Lathe,63,4199.45,16566.67,0.2535,12367.22,0.7465
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,2,Weld,31,2066.39,16566.67,0.1247,14500.28,0.8753
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,3,Inspect,34,2266.33,16566.67,0.1368,14300.34,0.8632
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,4,Assemble,27,1799.81,16566.67,0.1086,14766.86,0.8914
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,5,Mill,10,666.58,16566.67,0.0402,15900.09,0.9598
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,6,Lathe,16,1066.50,16566.67,0.0644,15500.17,0.9356
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,7,Weld,3,199.95,16566.67,0.0121,16366.72,0.9879
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,8,Inspect,4,266.66,16566.67,0.0161,16300.02,0.9839
2026-05-16 18:56:12,SRT_SRWT,42,16566.67,9,Assemble,16,1066.61,16566.67,0.0644,15500.06,0.9356
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,0,Mill,36,2399.67,16566.66,0.1448,14166.98,0.8552
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,1,Lathe,63,4199.45,16566.66,0.2535,12367.20,0.7465
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,2,Weld,31,2066.41,16566.66,0.1247,14500.25,0.8753
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,3,Inspect,34,2266.34,16566.66,0.1368,14300.31,0.8632
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,4,Assemble,27,1799.73,16566.66,0.1086,14766.92,0.8914
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,5,Mill,10,666.55,16566.66,0.0402,15900.11,0.9598
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,6,Lathe,16,1066.52,16566.66,0.0644,15500.14,0.9356
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,7,Weld,3,199.97,16566.66,0.0121,16366.69,0.9879
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,8,Inspect,4,266.63,16566.66,0.0161,16300.03,0.9839
2026-05-16 19:02:35,SRT_SRWT,43,16566.66,9,Assemble,16,1066.52,16566.66,0.0644,15500.14,0.9356
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,0,Mill,36,2399.77,16566.66,0.1449,14166.89,0.8551
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,1,Lathe,63,4199.23,16566.66,0.2535,12367.42,0.7465
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,2,Weld,31,2066.38,16566.66,0.1247,14500.28,0.8753
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,3,Inspect,34,2266.31,16566.66,0.1368,14300.34,0.8632
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,4,Assemble,27,1799.70,16566.66,0.1086,14766.95,0.8914
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,5,Mill,10,666.58,16566.66,0.0402,15900.08,0.9598
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,6,Lathe,16,1066.44,16566.66,0.0644,15500.22,0.9356
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,7,Weld,3,199.95,16566.66,0.0121,16366.70,0.9879
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,8,Inspect,4,266.66,16566.66,0.0161,16300.00,0.9839
2026-05-16 19:08:59,SRT_SRWT,44,16566.66,9,Assemble,16,1066.55,16566.66,0.0644,15500.11,0.9356
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,0,Mill,43,2866.19,16299.98,0.1758,13433.80,0.8242
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,1,Lathe,59,3932.69,16299.98,0.2413,12367.30,0.7587
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,2,Weld,38,2532.88,16299.98,0.1554,13767.11,0.8446
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,3,Inspect,27,1799.69,16299.98,0.1104,14500.30,0.8896
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,4,Assemble,28,1866.27,16299.98,0.1145,14433.72,0.8855
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,5,Mill,8,533.25,16299.98,0.0327,15766.73,0.9673
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,6,Lathe,12,799.88,16299.98,0.0491,15500.11,0.9509
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,7,Weld,3,199.95,16299.98,0.0123,16100.03,0.9877
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,8,Inspect,4,266.63,16299.98,0.0164,16033.36,0.9836
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,9,Assemble,3,199.97,16299.98,0.0123,16100.02,0.9877
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,10,Mill,1,66.66,16299.98,0.0041,16233.33,0.9959
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,11,Lathe,12,799.88,16299.98,0.0491,15500.11,0.9509
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,12,Weld,2,133.31,16299.98,0.0082,16166.67,0.9918
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,13,Inspect,0,0.00,16299.98,0.0000,16299.98,1.0000
2026-05-16 19:15:22,SRT_SRWT,42,16299.98,14,Assemble,0,0.00,16299.98,0.0000,16299.98,1.0000
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,0,Mill,43,2866.41,16300.00,0.1759,13433.59,0.8241
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,1,Lathe,59,3932.88,16300.00,0.2413,12367.13,0.7587
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,2,Weld,38,2533.16,16300.00,0.1554,13766.84,0.8446
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,3,Inspect,27,1799.88,16300.00,0.1104,14500.13,0.8896
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,4,Assemble,28,1866.44,16300.00,0.1145,14433.56,0.8855
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,5,Mill,8,533.25,16300.00,0.0327,15766.75,0.9673
2026-05-16 19:21:44,SRT_SRWT,43,16300.00,6,Lathe,12,799.91,16300.00,0.0491,15500.09,0.9509
