timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time
2026-09-19 12:25:33,mfsweep_shard1,SPT_SRWT,52,20000.01,137,15,274,7,465,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,358,22890.5,0,0.00000,0.0,0.0,-1.0,398.58,1450.26,1458.46,285.47,111,16280.03,20000.01,20000.01,0,-1.0
2026-09-19 12:27:35,mfsweep_shard1,SPT_SRWT,53,4231.66,137,15,274,7,627,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,93,5841.4,0,0.00000,0.0,0.0,-1.0,536.92,767.21,966.52,415.82,0,536.92,767.21,966.52,0,-1.0
2026-09-19 12:36:59,mfsweep_shard1,SPT_SRWT,54,20000.01,137,15,274,7,516,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,373,23191.9,0,0.00000,0.0,0.0,-1.0,268.17,350.58,350.58,188.50,123,17983.62,20000.01,20000.01,0,-1.0
2026-09-19 12:46:45,mfsweep_shard1,SPT_SRWT,55,20000.01,137,15,274,7,190,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,319,19173.9,0,0.00000,0.0,0.0,-1.0,233.55,292.86,292.86,161.13,132,19278.61,20000.01,20000.01,0,-1.0
2026-09-19 12:55:42,mfsweep_shard1,SPT_SRWT,56,20000.01,137,15,274,7,366,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,362,22409.0,0,0.00000,0.0,0.0,-1.0,260.30,353.56,373.15,183.20,74,10922.63,20000.01,20000.01,0,-1.0
2026-09-19 13:04:56,mfsweep_shard1,SPT_SRWT,57,20000.01,137,15,274,7,215,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,358,21597.7,0,0.00000,0.0,0.0,-1.0,228.31,289.92,289.92,155.82,133,19422.74,20000.01,20000.01,0,-1.0
2026-09-19 13:13:57,mfsweep_shard1,SPT_SRWT,58,20000.01,137,15,274,7,382,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,343,21894.0,0,0.00000,0.0,0.0,-1.0,259.09,368.26,368.26,171.03,121,17694.50,20000.01,20000.01,0,-1.0
2026-09-19 13:21:10,mfsweep_shard1,SPT_SRWT,59,20000.01,137,15,274,7,394,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,343,21279.5,0,0.00000,0.0,0.0,-1.0,239.57,275.49,275.49,168.40,119,17403.75,20000.01,20000.01,0,-1.0
2026-09-19 13:27:47,mfsweep_shard1,SPT_SRWT,60,20000.01,137,15,274,7,540,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,351,22151.5,0,0.00000,0.0,0.0,-1.0,310.35,498.48,614.21,216.21,68,10083.32,20000.01,20000.01,0,-1.0
2026-09-19 13:34:32,mfsweep_shard1,SPT_SRWT,61,20000.01,137,15,274,7,650,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,335,21680.3,0,0.00000,0.0,0.0,-1.0,208.40,258.64,258.64,138.30,132,19277.69,20000.01,20000.01,0,-1.0
