timestamp,instance,rule,seed,agv_count,event_id,start_time,duration,agv_a,agv_b,min_centre_distance,zone_a,zone_b,state_a,state_b,a_x,a_z,b_x,b_z
2026-09-20 19:26:28,mfsweep_shard0,LPT_MMUR,43,5,0,3942.20,0.34,0,2,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.40,-14.71,-8.29,-14.00
2026-09-20 19:26:28,mfsweep_shard0,LPT_MMUR,43,5,1,3947.64,0.44,2,4,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.73,-14.58,-8.64,-14.00
2026-09-20 19:26:28,mfsweep_shard0,LPT_MMUR,43,5,2,3953.24,0.44,1,4,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-8.64,-14.00,-9.73,-14.58
2026-09-20 19:31:16,mfsweep_shard0,LPT_MMUR,44,5,0,4216.04,0.44,0,3,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.73,-14.58,-8.64,-14.00
2026-09-20 19:49:47,mfsweep_shard0,LPT_MMUR,48,5,0,4637.56,0.24,1,4,1.002,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.08,-14.84,-8.15,-14.00
2026-09-20 19:54:28,mfsweep_shard0,LPT_MMUR,49,5,0,4024.92,0.44,3,4,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.73,-14.58,-8.64,-14.00
2026-09-20 19:54:28,mfsweep_shard0,LPT_MMUR,49,5,1,4447.16,0.44,2,4,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-8.64,-14.00,-9.73,-14.58
2026-09-20 19:54:28,mfsweep_shard0,LPT_MMUR,49,5,2,4452.70,0.44,0,2,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-8.64,-14.00,-9.73,-14.58
2026-09-20 19:59:05,mfsweep_shard0,LPT_MMUR,50,5,0,4141.22,0.42,0,3,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-8.57,-14.00,-9.66,-14.60
2026-09-20 19:59:05,mfsweep_shard0,LPT_MMUR,50,5,1,4153.86,0.44,0,1,0.954,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.73,-14.58,-8.61,-14.00
2026-09-20 20:03:31,mfsweep_shard0,LPT_MMUR,51,5,0,4188.04,0.46,0,3,0.934,LeftVert_BotConn,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.77,-14.55,-8.64,-14.00
2026-09-20 20:03:31,mfsweep_shard0,LPT_MMUR,51,5,1,4193.50,0.44,3,4,0.954,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.73,-14.58,-8.61,-14.00
2026-09-20 20:08:05,mfsweep_shard0,LPT_MMUR,52,5,0,4134.44,0.44,0,2,0.945,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.70,-14.58,-8.61,-14.00
2026-09-20 20:24:15,mfsweep_shard0,LPT_MMUR,55,5,0,4536.30,0.22,0,1,1.016,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-8.12,-14.00,-8.99,-14.87
2026-09-20 20:34:17,mfsweep_shard0,LPT_MMUR,57,5,0,5046.78,0.34,1,2,0.943,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.40,-14.71,-8.36,-14.00
2026-09-20 20:42:47,mfsweep_shard0,LPT_MMUR,59,5,0,3925.64,0.12,2,3,1.085,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-8.66,-15.00,-8.12,-14.00
2026-09-20 20:47:16,mfsweep_shard0,LPT_MMUR,60,5,0,4266.28,0.44,0,2,0.945,BotSpine_Dock0,BotSpine_Dock0,ReturningToParking,ReturningToParking,-9.70,-14.58,-8.61,-14.00
2026-09-20 20:51:55,mfsweep_shard0,LPT_MMUR,61,5,0,4002.06,0.54,3,4,0.834,BotSpine_Transit0,BotSpine_Transit0,MovingToPickup,MovingToPickup,-7.10,-14.36,-5.95,-14.00
