timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,deadlock_detected,deadlock_sim_time
2026-09-03 20:35:26,agv07_l008_proc1x,FIFO_SRWT,42,15032.49,93,15,609,7,1165,-0.5554,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14965.8,1133.62,1465.82,1633.33,640.99,7,0,-1.0
2026-09-03 20:42:08,agv07_l008_proc1x,FIFO_SRWT,43,15000.0,129,15,832,7,1616,-0.5285,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,1189.62,1466.67,1800.0,696.72,7,0,-1.0
2026-09-03 20:48:42,agv07_l008_proc1x,FIFO_SRWT,44,15033.34,121,15,772,7,1497,-0.5047,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,1165.2,1500.0,1600.0,681.58,7,0,-1.0
2026-09-03 20:54:56,agv07_l008_proc2x,FIFO_SRWT,42,15033.34,93,15,609,7,1160,-0.5551,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14966.7,1530.23,2000.0,2100.0,624.42,7,0,-1.0
2026-09-03 21:01:35,agv07_l008_proc2x,FIFO_SRWT,43,15000.0,129,15,832,7,1602,-0.5285,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,1573.0,2033.34,2366.66,673.0,8,0,-1.0
2026-09-03 21:08:13,agv07_l008_proc2x,FIFO_SRWT,44,15033.34,121,15,772,7,1492,-0.5047,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,1562.8,1966.67,2166.66,678.27,9,0,-1.0
2026-09-03 21:14:30,agv07_l008_proc4x,FIFO_SRWT,42,15033.34,93,15,609,7,1151,-0.5538,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14966.7,2567.06,3400.0,3566.66,653.57,9,0,-1.0
2026-09-03 21:21:07,agv07_l008_proc4x,FIFO_SRWT,43,15033.34,129,15,832,7,1560,-0.5282,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,2814.75,3766.66,4100.0,659.88,16,0,-1.0
2026-09-03 21:27:40,agv07_l008_proc4x,FIFO_SRWT,44,15033.34,121,15,772,7,1430,-0.5043,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,2672.82,3666.67,3933.33,663.76,18,0,-1.0
2026-09-03 21:33:57,agv07_l008_proc6x,FIFO_SRWT,42,15033.33,93,15,609,7,1126,-0.5536,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14966.7,4178.9,5466.66,6066.67,626.16,14,0,-1.0
2026-09-03 21:40:31,agv07_l008_proc6x,FIFO_SRWT,43,15033.33,129,15,832,7,1271,-0.5277,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,4830.63,7266.66,8000.0,637.84,55,0,-1.0
2026-09-03 21:46:57,agv07_l008_proc6x,FIFO_SRWT,44,15033.33,121,15,772,7,1235,-0.5042,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,4644.87,6766.67,8166.67,620.94,43,0,-1.0
2026-09-03 20:35:26,agv07_l008_proc1x,LPT_MMUR,42,15001.93,93,15,609,7,1161,-0.5549,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14968.6,1308.65,1833.33,1933.33,679.91,6,0,-1.0
2026-09-03 20:42:11,agv07_l008_proc1x,LPT_MMUR,43,15033.33,129,15,832,7,1617,-0.529,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,1408.54,1966.67,2366.67,703.03,8,0,-1.0
2026-09-03 20:48:48,agv07_l008_proc1x,LPT_MMUR,44,15033.33,121,15,772,7,1495,-0.5044,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,1356.85,1866.67,2333.34,691.37,9,0,-1.0
2026-09-03 20:55:04,agv07_l008_proc2x,LPT_MMUR,42,15033.33,93,15,609,7,1152,-0.555,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14966.7,2014.73,2900.0,3566.67,663.95,7,0,-1.0
2026-09-03 21:01:49,agv07_l008_proc2x,LPT_MMUR,43,15033.34,129,15,832,7,1584,-0.5288,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,2203.45,3366.66,3966.67,696.26,13,0,-1.0
2026-09-03 21:08:28,agv07_l008_proc2x,LPT_MMUR,44,15000.01,121,15,772,7,1466,-0.5042,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,2114.47,3066.67,3533.34,687.74,15,0,-1.0
2026-09-03 21:14:49,agv07_l008_proc4x,LPT_MMUR,42,15033.34,93,15,609,7,1120,-0.5535,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14966.7,4112.61,6633.33,8000.0,643.69,19,0,-1.0
2026-09-03 21:21:29,agv07_l008_proc4x,LPT_MMUR,43,15033.33,129,15,832,7,1365,-0.5282,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,5016.46,7833.34,9333.34,655.27,50,0,-1.0
2026-09-03 21:28:05,agv07_l008_proc4x,LPT_MMUR,44,15000.01,121,15,772,7,1285,-0.5043,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,4824.9,7766.66,9366.66,643.46,42,0,-1.0
2026-09-03 21:34:26,agv07_l008_proc6x,LPT_MMUR,42,15033.33,93,15,609,7,973,-0.5525,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,83,0.008,125.0,180.3,14966.7,6969.81,10533.33,10966.67,602.51,40,0,-1.0
2026-09-03 21:41:07,agv07_l008_proc6x,LPT_MMUR,43,15033.33,129,15,832,7,1076,-0.5274,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,119,0.008,125.0,125.8,14966.7,6752.17,11000.0,11600.0,615.94,83,0,-1.0
2026-09-03 21:47:31,agv07_l008_proc6x,LPT_MMUR,44,15000.02,121,15,772,7,1048,-0.5036,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,111,0.008,125.0,134.2,14900.0,7380.56,11566.67,12633.34,601.39,73,0,-1.0
