timestamp,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale
2026-04-17 16:57:30,LRT_MMUR,42,11522.96,30,15,158,2,316,-0.7209,100.0000
2026-04-17 17:01:45,LRT_MMUR,43,11000.00,30,15,155,2,310,-0.6989,100.0000
2026-04-17 17:06:16,LRT_MMUR,44,11166.67,30,15,157,2,314,-0.6985,100.0000
2026-04-17 17:10:54,LRT_MMUR,42,11266.67,30,15,158,5,316,-0.7046,100.0000
2026-04-17 17:15:29,LRT_MMUR,43,11133.34,30,15,155,5,310,-0.7075,100.0000
2026-04-17 17:20:14,LRT_MMUR,44,11533.34,30,15,157,5,314,-0.7176,100.0000
2026-04-17 17:25:07,LRT_MMUR,42,11700.00,30,15,158,8,316,-0.7321,100.0000
2026-04-17 17:29:42,LRT_MMUR,43,10966.67,30,15,155,8,310,-0.6989,100.0000
2026-04-17 17:34:31,LRT_MMUR,44,11533.34,30,15,157,8,314,-0.7176,100.0000
2026-04-17 17:39:31,LRT_MMUR,42,11700.00,30,15,158,12,316,-0.7321,100.0000
2026-04-17 17:44:10,LRT_MMUR,43,10966.66,30,15,155,12,310,-0.6989,100.0000
2026-04-17 17:49:00,LRT_MMUR,44,11333.34,30,15,157,12,314,-0.7049,100.0000
2026-04-17 17:54:02,LRT_MMUR,42,11700.00,30,15,158,15,316,-0.7321,100.0000
2026-04-17 17:58:47,LRT_MMUR,43,10966.66,30,15,155,15,310,-0.6989,100.0000
2026-04-17 18:03:41,LRT_MMUR,44,11333.33,30,15,157,15,314,-0.7049,100.0000
2026-04-17 18:08:38,LRT_MMUR,42,11266.67,30,15,158,20,316,-0.7046,100.0000
2026-04-17 18:13:26,LRT_MMUR,43,10966.67,30,15,155,20,310,-0.6989,100.0000
2026-04-17 18:18:26,LRT_MMUR,44,11333.34,30,15,157,20,314,-0.7049,100.0000
2026-04-17 18:25:17,LRT_MMUR,42,16533.34,30,5,162,10,324,-1.0062,100.0000
2026-04-17 18:32:24,LRT_MMUR,43,17233.33,30,5,159,10,318,-1.0608,100.0000
2026-04-17 18:38:56,LRT_MMUR,44,15766.66,30,5,166,10,332,-0.9398,100.0000
2026-04-17 18:43:56,LRT_MMUR,42,11799.98,30,10,159,10,318,-0.7191,100.0000
2026-04-17 18:48:53,LRT_MMUR,43,11600.00,30,10,157,10,314,-0.7282,100.0000
2026-04-17 18:54:04,LRT_MMUR,44,12100.00,30,10,160,10,320,-0.7438,100.0000
2026-04-17 18:59:08,LRT_MMUR,42,11700.00,30,15,158,10,316,-0.7321,100.0000
2026-04-17 19:03:52,LRT_MMUR,43,10966.66,30,15,155,10,310,-0.6989,100.0000
2026-04-17 19:08:45,LRT_MMUR,44,11333.34,30,15,157,10,314,-0.7049,100.0000
2026-04-17 19:13:52,LRT_MMUR,42,11733.31,30,20,164,10,328,-0.7012,100.0000
2026-04-17 19:18:41,LRT_MMUR,43,11133.34,30,20,155,10,310,-0.7054,100.0000
2026-04-17 19:23:26,LRT_MMUR,44,10900.00,30,20,155,10,310,-0.6925,100.0000
2026-04-17 19:28:21,LRT_MMUR,42,11233.34,30,25,158,10,316,-0.6983,100.0000
2026-04-17 19:33:22,LRT_MMUR,43,11433.34,30,25,161,10,322,-0.6977,100.0000
2026-04-17 19:38:11,LRT_MMUR,44,10900.00,30,25,157,10,314,-0.6815,100.0000
2026-04-17 19:47:18,LRT_MMUR,42,20966.69,50,15,287,3,574,-0.7259,100.0000
2026-04-17 19:55:47,LRT_MMUR,43,19466.69,50,15,280,3,560,-0.6893,100.0000
2026-04-17 20:04:28,LRT_MMUR,44,19933.34,50,15,277,3,554,-0.7136,100.0000
2026-04-17 20:13:20,LRT_MMUR,42,20200.00,50,15,287,5,574,-0.6992,100.0000
2026-04-17 20:21:55,LRT_MMUR,43,19466.66,50,15,280,5,560,-0.6893,100.0000
2026-04-17 20:30:28,LRT_MMUR,44,19333.31,50,15,277,5,554,-0.6919,100.0000
2026-04-17 20:39:30,LRT_MMUR,42,20200.00,50,15,287,10,574,-0.6992,100.0000
2026-04-17 20:48:19,LRT_MMUR,43,19533.38,50,15,280,10,560,-0.6917,100.0000
2026-04-17 20:57:10,LRT_MMUR,44,19600.00,50,15,277,10,554,-0.6992,100.0000
2026-04-17 21:06:27,LRT_MMUR,42,20200.00,50,15,287,15,574,-0.6992,100.0000
2026-04-17 21:15:31,LRT_MMUR,43,19533.31,50,15,280,15,560,-0.6917,100.0000
2026-04-17 21:24:35,LRT_MMUR,44,19600.00,50,15,277,15,554,-0.6992,100.0000
2026-04-17 21:34:04,LRT_MMUR,42,20200.00,50,15,287,20,574,-0.6992,100.0000
2026-04-17 21:43:14,LRT_MMUR,43,19466.69,50,15,280,20,560,-0.6893,100.0000
2026-04-17 21:52:24,LRT_MMUR,44,19366.69,50,15,277,20,554,-0.6931,100.0000
2026-04-17 22:02:12,LRT_MMUR,42,20166.69,50,15,287,30,574,-0.6980,100.0000
2026-04-17 22:12:03,LRT_MMUR,43,20166.69,50,15,280,30,560,-0.7107,100.0000
2026-04-17 22:21:29,LRT_MMUR,44,19633.38,50,15,277,30,554,-0.7028,100.0000
2026-04-17 22:33:51,LRT_MMUR,42,27900.00,50,5,276,15,552,-1.0048,100.0000
2026-04-17 22:45:57,LRT_MMUR,43,27400.00,50,5,279,15,558,-0.9737,100.0000
2026-04-17 22:58:29,LRT_MMUR,44,28266.63,50,5,278,15,556,-1.0072,100.0000
2026-04-17 23:08:00,LRT_MMUR,42,20800.00,50,10,282,15,564,-0.7317,100.0000
2026-04-17 23:17:27,LRT_MMUR,43,20633.31,50,10,279,15,558,-0.7276,100.0000
2026-04-17 23:26:58,LRT_MMUR,44,20700.00,50,10,277,15,554,-0.7425,100.0000
2026-04-17 23:36:21,LRT_MMUR,42,20200.00,50,15,287,15,574,-0.6992,100.0000
2026-04-17 23:45:30,LRT_MMUR,43,19533.38,50,15,280,15,560,-0.6917,100.0000
2026-04-17 23:54:41,LRT_MMUR,44,19600.00,50,15,277,15,554,-0.6992,100.0000
2026-04-18 00:04:20,LRT_MMUR,42,20500.00,50,20,287,15,574,-0.7038,100.0000
2026-04-18 00:13:30,LRT_MMUR,43,19433.31,50,20,279,15,558,-0.6882,100.0000
2026-04-18 00:22:49,LRT_MMUR,44,19733.31,50,20,277,15,554,-0.7064,100.0000
2026-04-18 00:32:10,LRT_MMUR,42,19633.38,50,25,282,15,564,-0.6903,100.0000
2026-04-18 00:41:09,LRT_MMUR,43,18766.63,50,25,273,15,546,-0.6813,100.0000
2026-04-18 00:50:27,LRT_MMUR,44,19400.00,50,25,274,15,548,-0.7019,100.0000
