timestamp,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale
2026-04-17 16:57:34,SPT_SMPT,42,11519.88,30,15,158,2,316,-0.7207,100.0000
2026-04-17 17:01:53,SPT_SMPT,43,11000.00,30,15,155,2,310,-0.6989,100.0000
2026-04-17 17:06:29,SPT_SMPT,44,11166.67,30,15,157,2,314,-0.6985,100.0000
2026-04-17 17:11:12,SPT_SMPT,42,11266.67,30,15,158,5,316,-0.7046,100.0000
2026-04-17 17:15:51,SPT_SMPT,43,11133.33,30,15,155,5,310,-0.7075,100.0000
2026-04-17 17:20:40,SPT_SMPT,44,11533.34,30,15,157,5,314,-0.7176,100.0000
2026-04-17 17:25:36,SPT_SMPT,42,11700.00,30,15,158,8,316,-0.7321,100.0000
2026-04-17 17:30:15,SPT_SMPT,43,10966.67,30,15,155,8,310,-0.6989,100.0000
2026-04-17 17:35:08,SPT_SMPT,44,11533.34,30,15,157,8,314,-0.7176,100.0000
2026-04-17 17:40:10,SPT_SMPT,42,11700.00,30,15,158,12,316,-0.7321,100.0000
2026-04-17 17:44:53,SPT_SMPT,43,10966.67,30,15,155,12,310,-0.6989,100.0000
2026-04-17 17:49:47,SPT_SMPT,44,11333.34,30,15,157,12,314,-0.7049,100.0000
2026-04-17 17:54:52,SPT_SMPT,42,11700.00,30,15,158,15,316,-0.7321,100.0000
2026-04-17 17:59:40,SPT_SMPT,43,10966.67,30,15,155,15,310,-0.6989,100.0000
2026-04-17 18:04:37,SPT_SMPT,44,11333.34,30,15,157,15,314,-0.7049,100.0000
2026-04-17 18:09:37,SPT_SMPT,42,11266.67,30,15,158,20,316,-0.7046,100.0000
2026-04-17 18:14:30,SPT_SMPT,43,10966.67,30,15,155,20,310,-0.6989,100.0000
2026-04-17 18:19:33,SPT_SMPT,44,11333.34,30,15,157,20,314,-0.7049,100.0000
2026-04-17 18:26:29,SPT_SMPT,42,16533.33,30,5,162,10,324,-1.0062,100.0000
2026-04-17 18:33:43,SPT_SMPT,43,17233.33,30,5,159,10,318,-1.0608,100.0000
2026-04-17 18:40:21,SPT_SMPT,44,15766.67,30,5,166,10,332,-0.9398,100.0000
2026-04-17 18:45:26,SPT_SMPT,42,11800.00,30,10,159,10,318,-0.7191,100.0000
2026-04-17 18:50:29,SPT_SMPT,43,11600.03,30,10,157,10,314,-0.7282,100.0000
2026-04-17 18:55:46,SPT_SMPT,44,12200.00,30,10,160,10,320,-0.7500,100.0000
2026-04-17 19:00:55,SPT_SMPT,42,11700.00,30,15,158,10,316,-0.7321,100.0000
2026-04-17 19:05:43,SPT_SMPT,43,10966.66,30,15,155,10,310,-0.6989,100.0000
2026-04-17 19:10:46,SPT_SMPT,44,11533.31,30,15,157,10,314,-0.7176,100.0000
2026-04-17 19:16:01,SPT_SMPT,42,11866.66,30,20,164,10,328,-0.7094,100.0000
2026-04-17 19:20:56,SPT_SMPT,43,11133.34,30,20,155,10,310,-0.7054,100.0000
2026-04-17 19:25:44,SPT_SMPT,44,10900.00,30,20,155,10,310,-0.6925,100.0000
2026-04-17 19:30:45,SPT_SMPT,42,11233.34,30,25,158,10,316,-0.6983,100.0000
2026-04-17 19:35:51,SPT_SMPT,43,11433.34,30,25,161,10,322,-0.6977,100.0000
2026-04-17 19:40:44,SPT_SMPT,44,10900.00,30,25,157,10,314,-0.6815,100.0000
2026-04-17 19:50:00,SPT_SMPT,42,20966.69,50,15,287,3,574,-0.7259,100.0000
2026-04-17 19:58:38,SPT_SMPT,43,19466.66,50,15,280,3,560,-0.6893,100.0000
2026-04-17 20:07:28,SPT_SMPT,44,19933.31,50,15,277,3,554,-0.7136,100.0000
2026-04-17 20:16:28,SPT_SMPT,42,20200.00,50,15,287,5,574,-0.6992,100.0000
2026-04-17 20:25:12,SPT_SMPT,43,19466.66,50,15,280,5,560,-0.6893,100.0000
2026-04-17 20:33:53,SPT_SMPT,44,19333.31,50,15,277,5,554,-0.6919,100.0000
2026-04-17 20:43:05,SPT_SMPT,42,20200.00,50,15,287,10,574,-0.6992,100.0000
2026-04-17 20:52:03,SPT_SMPT,43,19533.38,50,15,280,10,560,-0.6917,100.0000
2026-04-17 21:01:03,SPT_SMPT,44,19600.00,50,15,277,10,554,-0.6992,100.0000
2026-04-17 21:10:29,SPT_SMPT,42,20200.00,50,15,287,15,574,-0.6992,100.0000
2026-04-17 21:19:40,SPT_SMPT,43,19533.31,50,15,280,15,560,-0.6917,100.0000
2026-04-17 21:28:54,SPT_SMPT,44,19600.06,50,15,277,15,554,-0.6992,100.0000
2026-04-17 21:38:44,SPT_SMPT,42,20666.69,50,15,287,20,574,-0.7154,100.0000
2026-04-17 21:48:05,SPT_SMPT,43,19466.69,50,15,280,20,560,-0.6893,100.0000
2026-04-17 21:57:23,SPT_SMPT,44,19366.69,50,15,277,20,554,-0.6931,100.0000
2026-04-17 22:07:20,SPT_SMPT,42,20166.69,50,15,287,30,574,-0.6980,100.0000
2026-04-17 22:17:12,SPT_SMPT,43,20166.69,50,15,280,30,560,-0.7107,100.0000
2026-04-17 22:26:46,SPT_SMPT,44,19633.31,50,15,277,30,554,-0.7028,100.0000
2026-04-17 22:39:17,SPT_SMPT,42,27900.00,50,5,276,15,552,-1.0048,100.0000
2026-04-17 22:51:37,SPT_SMPT,43,27400.00,50,5,279,15,558,-0.9737,100.0000
2026-04-17 23:04:21,SPT_SMPT,44,28266.69,50,5,278,15,556,-1.0072,100.0000
2026-04-17 23:13:55,SPT_SMPT,42,20800.00,50,10,282,15,564,-0.7317,100.0000
2026-04-17 23:23:25,SPT_SMPT,43,20633.31,50,10,279,15,558,-0.7276,100.0000
2026-04-17 23:32:57,SPT_SMPT,44,20700.06,50,10,277,15,554,-0.7425,100.0000
2026-04-17 23:42:25,SPT_SMPT,42,20200.00,50,15,287,15,574,-0.6992,100.0000
2026-04-17 23:51:35,SPT_SMPT,43,19533.38,50,15,280,15,560,-0.6917,100.0000
2026-04-18 00:00:50,SPT_SMPT,44,19600.00,50,15,277,15,554,-0.6992,100.0000
2026-04-18 00:10:32,SPT_SMPT,42,20500.00,50,20,287,15,574,-0.7038,100.0000
2026-04-18 00:19:46,SPT_SMPT,43,19433.31,50,20,279,15,558,-0.6882,100.0000
2026-04-18 00:29:07,SPT_SMPT,44,19733.38,50,20,277,15,554,-0.7064,100.0000
2026-04-18 00:38:32,SPT_SMPT,42,19633.31,50,25,282,15,564,-0.6903,100.0000
2026-04-18 00:47:33,SPT_SMPT,43,18766.69,50,25,273,15,546,-0.6813,100.0000
2026-04-18 00:56:32,SPT_SMPT,44,19400.00,50,25,274,15,548,-0.7019,100.0000
