timestamp,instance,rule,seed,agv_count,event_id,start_time,duration,agv_a,agv_b,min_centre_distance,zone_a,zone_b,state_a,state_b
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,0,60.76,2.26,0,5,0.131,Parking_Alcove,Parking_Alcove,ReturningToParking,Idle
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,1,89.64,0.28,1,5,0.332,Parking_Alcove,Parking_Alcove,ReturningToParking,MovingToPrePickup
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,2,130.76,0.58,2,3,0.037,Parking_Alcove,Parking_Alcove,ReturningToParking,Idle
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,3,132.00,0.34,2,3,1.112,Parking_Alcove,Parking_Alcove,Idle,MovingToPickup
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,4,162.90,2.08,2,6,0.050,TopSpine_Seg4,TopSpine_Seg4,MovingToPickup,MovingToDropoff
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,5,164.70,0.30,4,7,0.588,Parking_Alcove,Parking_Alcove,ReturningToParking,MovingToPickup
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,6,168.80,0.86,5,6,0.023,TopSpine_Seg4,TopSpine_Seg4,MovingToDropoff,MovingToDropoff
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,8,175.58,0.30,1,8,0.502,BotSpine_Seg1,BotSpine_Seg2,ReturningToParking,MovingToPickup
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,7,174.46,2.72,3,5,0.047,TopSpine_Seg4,TopSpine_Seg4,ReturningToParking,MovingToDropoff
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,9,176.80,0.42,1,4,0.975,Parking_Alcove,Parking_Alcove,ReturningToParking,Idle
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,10,179.26,0.58,1,4,0.081,Parking_Alcove,Parking_Alcove,ReturningToParking,Idle
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,11,184.26,0.60,3,7,0.110,TopSpine_Seg4,TopSpine_Seg4,ReturningToParking,MovingToDropoff
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,12,188.52,3.38,2,7,0.060,TopSpine_Seg4,TopSpine_Seg4,MovingToDropoff,MovingToDropoff
2026-09-20 12:33:06,mfsweep_shard0,SPT_SRWT,42,12,13,195.58,3.34,2,8,0.025,TopSpine_Seg4,TopSpine_Seg4,MovingToDropoff,MovingToPickup
