timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored
2026-07-27 03:11:03,med_lam0p0440_multiple,LPT_SMPT,42,135300.13,310,15,2004,5,4008,-0.7781,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.04400,22.7,26.1,7833.4,89525.40,127733.25,134300.13,490.00,0
2026-07-27 04:11:14,med_lam0p0440_multiple,LPT_SMPT,43,135866.75,310,15,2004,5,4008,-0.7695,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.04400,22.7,24.1,7233.3,87550.85,128566.75,133233.25,494.50,0
2026-07-27 05:12:32,med_lam0p0440_multiple,LPT_SMPT,44,137033.25,310,15,2018,5,4036,-0.7648,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.04400,22.7,24.6,7366.8,89976.12,130833.50,136466.50,495.26,0
2026-07-27 06:14:25,med_lam0p0600_single,LPT_SMPT,42,135133.25,310,15,2004,5,4008,-0.7494,100.0000,single,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.06000,16.7,19.1,5733.3,90443.00,128100.00,134300.00,512.80,0
2026-07-27 07:16:47,med_lam0p0600_single,LPT_SMPT,43,135766.75,310,15,2004,5,4008,-0.7435,100.0000,single,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.06000,16.7,17.7,5300.0,88529.26,129300.00,133666.75,510.65,0
2026-07-27 08:19:43,med_lam0p0600_single,LPT_SMPT,44,137133.50,310,15,2018,5,4036,-0.7415,100.0000,single,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.06000,16.7,18.0,5400.0,90928.71,131800.00,136700.00,516.78,0
2026-07-27 09:20:37,med_lam0p0600_multiple,LPT_SMPT,42,135300.00,310,15,2004,5,4008,-0.7503,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.06000,16.7,19.1,5733.3,90601.95,128233.25,134300.00,489.82,0
2026-07-27 10:21:48,med_lam0p0600_multiple,LPT_SMPT,43,135866.75,310,15,2004,5,4008,-0.7440,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.06000,16.7,17.7,5300.0,88495.38,129466.75,133733.25,494.44,0
2026-07-27 11:23:53,med_lam0p0600_multiple,LPT_SMPT,44,137033.50,310,15,2018,5,4036,-0.7411,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.06000,16.7,18.0,5400.0,90889.11,131766.75,136600.00,494.56,0
2026-07-27 12:26:26,med_lam0p0720_single,LPT_SMPT,42,135133.50,310,15,2004,5,4008,-0.7357,100.0000,single,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.07200,13.9,16.0,4800.0,90936.13,128400.00,134300.00,512.46,0
2026-07-27 13:29:28,med_lam0p0720_single,LPT_SMPT,43,135766.75,310,15,2004,5,4008,-0.7327,100.0000,single,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.07200,13.9,14.8,4433.3,88962.15,129900.00,133966.50,511.28,0
2026-07-27 14:50:14,med_lam0p0720_single,LPT_SMPT,44,137300.00,310,15,2018,5,4036,-0.7317,100.0000,single,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.07200,13.9,15.0,4500.0,91380.00,132033.50,136933.25,517.00,0
2026-07-27 17:04:32,med_lam0p0720_multiple,LPT_SMPT,42,135300.00,310,15,2004,5,4008,-0.7365,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.07200,13.9,16.0,4800.0,91095.05,128366.75,134300.00,489.90,0
2026-07-27 19:19:13,med_lam0p0720_multiple,LPT_SMPT,43,135866.50,310,15,2004,5,4008,-0.7332,100.0000,multiple,fixed,arr,0.00,0.0,0.0,0.000,0.000,0,0.0,300,0.07200,13.9,14.8,4433.3,88946.02,129500.00,134000.00,494.75,0
