timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time
2026-09-09 15:28:59,bimodal_mix,FIFO_SRWT,42,801.76,32,15,32,7,64,-0.3135,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,477.47,566.54,567.38,174.38,0,477.47,566.54,567.38,0,-1.0
2026-09-09 15:29:22,bimodal_mix,FIFO_SRWT,43,801.76,32,15,32,7,64,-0.3135,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,477.47,566.54,567.38,174.38,0,477.47,566.54,567.38,0,-1.0
2026-09-09 15:29:45,bimodal_mix,FIFO_SRWT,44,801.76,32,15,32,7,64,-0.3135,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,477.47,566.54,567.38,174.38,0,477.47,566.54,567.38,0,-1.0
2026-09-09 15:30:58,compound_scenario,FIFO_SRWT,42,2720.36,66,15,111,7,222,-0.7893,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,551.88,873.22,893.0,211.87,0,551.88,873.22,893.0,0,-1.0
2026-09-09 15:32:11,compound_scenario,FIFO_SRWT,43,2720.36,66,15,111,7,222,-0.7893,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,551.88,873.22,893.0,211.87,0,551.88,873.22,893.0,0,-1.0
2026-09-09 15:33:24,compound_scenario,FIFO_SRWT,44,2720.36,66,15,111,7,222,-0.7893,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,551.88,873.22,893.0,211.87,0,551.88,873.22,893.0,0,-1.0
2026-09-09 15:34:03,convoy_waves,FIFO_SRWT,42,1520.32,20,15,40,7,80,-0.6614,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,253.1,320.14,320.32,154.67,0,253.1,320.14,320.32,0,-1.0
2026-09-09 15:34:41,convoy_waves,FIFO_SRWT,43,1520.32,20,15,40,7,80,-0.6614,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,253.1,320.14,320.32,154.67,0,253.1,320.14,320.32,0,-1.0
2026-09-09 15:35:20,convoy_waves,FIFO_SRWT,44,1520.32,20,15,40,7,80,-0.6614,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,253.1,320.14,320.32,154.67,0,253.1,320.14,320.32,0,-1.0
2026-09-09 15:35:30,identical_batch,FIFO_SRWT,42,383.5,6,15,12,7,24,-0.2437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,286.24,383.5,383.5,165.77,0,286.24,383.5,383.5,0,-1.0
2026-09-09 15:35:41,identical_batch,FIFO_SRWT,43,383.5,6,15,12,7,24,-0.2437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,286.24,383.5,383.5,165.77,0,286.24,383.5,383.5,0,-1.0
2026-09-09 15:35:51,identical_batch,FIFO_SRWT,44,383.5,6,15,12,7,24,-0.2437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,286.24,383.5,383.5,165.77,0,286.24,383.5,383.5,0,-1.0
2026-09-09 15:36:04,single_bottleneck,FIFO_SRWT,42,492.2,8,15,16,7,32,-0.2648,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,326.68,492.2,492.2,161.29,0,326.68,492.2,492.2,0,-1.0
2026-09-09 15:36:16,single_bottleneck,FIFO_SRWT,43,492.2,8,15,16,7,32,-0.2648,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,326.68,492.2,492.2,161.29,0,326.68,492.2,492.2,0,-1.0
2026-09-09 15:36:29,single_bottleneck,FIFO_SRWT,44,492.2,8,15,16,7,32,-0.2648,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,326.68,492.2,492.2,161.29,0,326.68,492.2,492.2,0,-1.0
2026-09-09 15:36:50,sparse_bottleneck_floor,FIFO_SRWT,42,717.76,15,13,45,6,90,-0.1437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,489.02,717.76,717.76,325.49,0,489.02,717.76,717.76,0,-1.0
2026-09-09 15:37:11,sparse_bottleneck_floor,FIFO_SRWT,43,717.76,15,13,45,6,90,-0.1437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,489.02,717.76,717.76,325.49,0,489.02,717.76,717.76,0,-1.0
2026-09-09 15:37:31,sparse_bottleneck_floor,FIFO_SRWT,44,717.76,15,13,45,6,90,-0.1437,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,489.02,717.76,717.76,325.49,0,489.02,717.76,717.76,0,-1.0
2026-09-09 15:37:42,two_machine_standoff,FIFO_SRWT,42,361.6,10,15,20,7,40,-0.1305,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,276.77,361.6,361.6,213.33,0,276.77,361.6,361.6,0,-1.0
2026-09-09 15:37:52,two_machine_standoff,FIFO_SRWT,43,361.6,10,15,20,7,40,-0.1305,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,276.77,361.6,361.6,213.33,0,276.77,361.6,361.6,0,-1.0
2026-09-09 15:38:02,two_machine_standoff,FIFO_SRWT,44,361.6,10,15,20,7,40,-0.1305,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0,276.77,361.6,361.6,213.33,0,276.77,361.6,361.6,0,-1.0
