policy,kind,episodes,makespan_mean,makespan_std,total_flow_mean,mean_flow_time_mean,deadlocks,timeouts
ckpt:cmp_flow_time/checkpoint_init,checkpoint,4,576.4497680664062,27.500436496013627,4990.73291015625,332.71552734375,0,0
ckpt:cmp_time_penalty/checkpoint_step76800,checkpoint,4,583.1397705078125,18.403422730257788,4940.012939453125,329.3341959635417,0,0
ckpt:cmp_flow_time/checkpoint,checkpoint,4,583.3597717285156,18.262659757843785,4942.4779052734375,329.4985270182292,0,0
ckpt:cmp_flow_time/checkpoint_step76800,checkpoint,4,585.5897674560547,15.986165191410516,4995.3629150390625,333.0241943359375,0,0
ckpt:cmp_time_penalty/checkpoint_step25600,checkpoint,4,585.5897674560547,15.986165191410516,4956.5830078125,330.4388671875,0,0
ckpt:cmp_flow_time/checkpoint_step51200,checkpoint,4,585.8097686767578,15.789814632559773,4959.0479736328125,330.6031982421875,0,0
ckpt:cmp_time_penalty/checkpoint_step51200,checkpoint,4,585.8097686767578,15.789814632559773,4997.827880859375,333.188525390625,0,0
ckpt:cmp_time_penalty/checkpoint,checkpoint,4,585.8097686767578,15.789814632559773,4959.0479736328125,330.6031982421875,0,0
ckpt:cmp_flow_time/checkpoint_step25600,checkpoint,4,588.4797668457031,17.18813443218617,5024.56787109375,334.97119140625,0,0
