timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time
2026-09-08 14:44:54,l008_baseline,FIFO_SRWT,42,30000.56,243,15,1574,7,3056,-0.7683,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,233,0.008,125.0,128.6,29967.2,1163.77,1500.0,1666.67,678.39,15,2943.82,30000.56,30000.56,0,-1.0
2026-09-08 14:59:53,l008_baseline,FIFO_SRWT,43,30033.34,249,15,1604,7,3137,-0.6549,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,239,0.008,125.0,125.5,30000.0,1183.82,1533.34,1700.0,697.21,10,2342.44,1633.33,30033.34,0,-1.0
2026-09-08 15:14:04,l008_baseline,FIFO_SRWT,44,30000.0,258,15,1674,7,3319,-0.6095,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,248,0.008,125.0,120.6,29900.0,1205.8,1600.0,2000.0,704.74,5,1763.82,1666.66,30000.0,0,-1.0
2026-09-08 15:27:40,l008_mf_low,FIFO_SRWT,42,30033.33,243,15,1559,7,3047,-0.7876,100.0,single,fixed,mf+arr,1.5,100000.0,90270.0,4.0,0.5,13,818.5,233,0.008,125.0,128.6,29966.7,1172.49,1500.0,1866.66,685.15,14,2835.25,30033.33,30033.33,0,-1.0
2026-09-08 15:42:36,l008_mf_low,FIFO_SRWT,43,30033.34,249,15,1596,7,3122,-0.6638,100.0,single,fixed,mf+arr,1.5,100000.0,90270.0,4.0,0.5,9,451.0,239,0.008,125.0,125.5,30000.0,1177.96,1566.67,1833.33,688.56,10,2336.81,1700.0,30033.34,0,-1.0
2026-09-08 15:56:55,l008_mf_low,FIFO_SRWT,44,30033.33,258,15,1672,7,3320,-0.6148,100.0,single,fixed,mf+arr,1.5,100000.0,90270.0,4.0,0.5,6,408.0,248,0.008,125.0,120.6,29900.0,1202.77,1566.67,2033.33,712.25,5,1761.5,1633.33,30033.33,0,-1.0
2026-09-08 16:09:14,l008_mf_high,FIFO_SRWT,42,30033.33,243,15,1559,7,3055,-0.7875,100.0,single,fixed,mf+arr,1.5,33000.0,29789.1,4.0,0.5,27,1796.0,233,0.008,125.0,128.6,29966.7,1155.51,1500.0,1633.34,668.7,13,2700.41,30033.33,30033.33,0,-1.0
2026-09-08 16:22:32,l008_mf_high,FIFO_SRWT,43,30033.33,249,15,1596,7,3118,-0.6641,100.0,single,fixed,mf+arr,1.5,33000.0,29789.1,4.0,0.5,14,811.3,239,0.008,125.0,125.5,30000.0,1189.4,1566.67,1833.33,702.93,10,2347.79,1700.0,30033.33,0,-1.0
2026-09-08 16:36:18,l008_mf_high,FIFO_SRWT,44,30000.02,258,15,1672,7,3321,-0.6146,100.0,single,fixed,mf+arr,1.5,33000.0,29789.1,4.0,0.5,14,1132.8,248,0.008,125.0,120.6,29900.0,1202.37,1566.67,1800.0,704.61,5,1760.47,1600.0,30000.02,0,-1.0
2026-09-08 16:53:01,l008_burst,FIFO_SRWT,42,30033.34,710,15,4611,7,4763,-0.4108,100.0,single,fixed,arr+burst,0.0,0.0,0.0,0.0,0.0,0,0.0,700,0.008,125.0,42.8,29966.7,8448.06,15900.0,16600.0,7905.97,375,19848.74,30033.34,30033.34,0,-1.0
