timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 12:55:31,mfsweep_shard0,SPT_SRWT,42,4703.72,137,15,274,16,497,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,83,5562.1,0,0.00000,0.0,0.0,-1.0,323.43,444.54,444.54,245.35,131,4511.88,4703.72,4703.72,1,4703.7,653.2,0,156,16651.71,255,17361.37,0,0.000,0,0,1
2026-09-20 12:58:09,mfsweep_shard0,SPT_SRWT,43,3690.02,137,15,274,16,359,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,63,4302.2,0,0.00000,0.0,0.0,-1.0,301.28,420.48,420.48,233.40,129,3492.14,3690.02,3690.02,1,3690.0,482.4,0,192,11095.16,285,11961.18,0,0.000,0,0,1
2026-09-20 13:00:49,mfsweep_shard0,SPT_SRWT,44,3632.98,137,15,274,16,411,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,59,3491.9,0,0.00000,0.0,0.0,-1.0,266.39,327.62,327.62,197.54,131,3485.54,3632.98,3632.98,1,3633.0,686.9,1,168,6306.28,263,7338.90,0,0.000,0,0,1
2026-09-20 13:03:27,mfsweep_shard0,SPT_SRWT,45,3613.98,137,15,274,16,409,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,70,4313.3,0,0.00000,0.0,0.0,-1.0,248.09,338.04,338.04,178.06,131,3466.57,3613.98,3613.98,1,3614.0,672.8,1,140,6668.04,234,7711.34,0,0.000,0,0,1
2026-09-20 13:06:30,mfsweep_shard0,SPT_SRWT,46,4148.22,137,15,274,16,449,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,74,4920.3,0,0.00000,0.0,0.0,-1.0,230.44,254.97,254.97,163.01,132,4005.23,4148.22,4148.22,1,4148.2,623.4,1,139,8992.82,225,11641.12,0,0.000,0,0,1
2026-09-20 13:09:09,mfsweep_shard0,SPT_SRWT,47,3673.64,137,15,274,16,361,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,71,4477.6,0,0.00000,0.0,0.0,-1.0,319.89,497.93,497.93,244.42,130,3502.28,3673.64,3673.64,1,3673.6,752.2,0,201,7343.72,300,8273.50,0,0.000,0,0,1
2026-09-20 13:12:28,mfsweep_shard0,SPT_SRWT,48,4711.10,137,15,274,16,540,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,5814.5,0,0.00000,0.0,0.0,-1.0,282.61,364.74,364.74,211.68,131,4517.15,4711.10,4711.10,1,4711.1,660.6,0,145,11355.52,243,13062.31,0,0.000,0,0,1
2026-09-20 13:14:54,mfsweep_shard0,SPT_SRWT,49,3504.94,137,15,268,16,377,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,64,4018.1,0,0.00000,0.0,0.0,-1.0,278.83,432.12,432.12,202.09,129,3384.56,3504.94,3504.94,1,3504.9,627.0,1,132,10135.46,198,10574.94,0,0.000,0,0,1
2026-09-20 13:17:23,mfsweep_shard0,SPT_SRWT,50,3547.60,137,15,272,16,409,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,72,4334.2,0,0.00000,0.0,0.0,-1.0,263.59,302.25,302.25,196.26,131,3426.86,3547.60,3547.60,1,3547.6,573.7,1,152,8234.66,249,9848.64,0,0.000,0,0,1
2026-09-20 13:21:21,mfsweep_shard0,SPT_SRWT,51,5390.96,137,15,274,16,483,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,107,7450.9,0,0.00000,0.0,0.0,-1.0,276.43,389.32,389.32,204.40,131,5166.96,5390.96,5390.96,1,5391.0,729.0,1,186,22733.49,270,23270.71,0,0.000,0,0,1
