timestamp,instance,rule,seed,makespan,machine_id,machine_type,has_secondary_belts,primary_side,pickup_belt_primary,pickup_belt_secondary,dropoff_belt_primary,dropoff_belt_secondary,dropoff_belt_full,dropoff_redundant,dropoff_double_placed,out_placed_primary,out_placed_secondary,out_belt_full,pickup_dock_north,pickup_dock_south,dropoff_dock_north,dropoff_dock_south
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,0,Mill,0,S,49,0,50,0,0,50,0,49,0,0,0,50,0,50
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,1,Lathe,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,2,Weld,0,S,51,0,52,0,2,52,0,51,0,0,0,53,0,53
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,3,Inspect,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,4,Assemble,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,5,Mill,1,N,50,1,51,0,0,51,0,50,1,0,51,0,51,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,6,Lathe,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,7,Weld,1,N,46,0,47,1,4,45,3,46,0,0,50,0,49,1
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,8,Inspect,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,9,Assemble,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,10,Mill,1,N,37,0,37,0,0,37,0,37,0,0,37,0,37,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,11,Lathe,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,12,Weld,0,N,40,0,43,0,0,43,0,40,0,0,43,0,43,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,13,Inspect,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-20 19:21:28,mfsweep_shard0,SPT_SRWT,42,4289.98,14,Assemble,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
