timestamp,instance,rule,seed,makespan,window_start,window_end,window_seconds,jobs_completed,throughput_per_sec,throughput_per_min,cumulative_completed,work_in_progress
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,0.0,60.0,60.0,0,0.00000,0.000,0,3
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,60.0,120.0,60.0,0,0.00000,0.000,0,5
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,120.0,180.0,60.0,0,0.00000,0.000,0,7
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,180.0,240.0,60.0,1,0.01667,1.000,1,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,240.0,300.0,60.0,3,0.05000,3.000,4,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,300.0,360.0,60.0,2,0.03333,2.000,6,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,360.0,420.0,60.0,3,0.05000,3.000,9,7
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,420.0,480.0,60.0,2,0.03333,2.000,11,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,480.0,540.0,60.0,1,0.01667,1.000,12,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,540.0,600.0,60.0,2,0.03333,2.000,14,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,600.0,660.0,60.0,2,0.03333,2.000,16,10
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,660.0,720.0,60.0,4,0.06667,4.000,20,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,720.0,780.0,60.0,2,0.03333,2.000,22,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,780.0,840.0,60.0,2,0.03333,2.000,24,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,840.0,900.0,60.0,2,0.03333,2.000,26,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,900.0,960.0,60.0,2,0.03333,2.000,28,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,960.0,1020.0,60.0,2,0.03333,2.000,30,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1020.0,1080.0,60.0,3,0.05000,3.000,33,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1080.0,1140.0,60.0,3,0.05000,3.000,36,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1140.0,1200.0,60.0,1,0.01667,1.000,37,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1200.0,1260.0,60.0,2,0.03333,2.000,39,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1260.0,1320.0,60.0,3,0.05000,3.000,42,9
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1320.0,1380.0,60.0,3,0.05000,3.000,45,8
2026-09-20 11:50:39,mfsweep_control_nofail,SPT_SRWT,42,3785.92,1380.0,1440.0,60.0,2,0.03333,2.000,47,8
