instance,time_traveling,time_waiting_route,time_loading,time_unloading,time_idle,transport_share,idle_share,coverage
agv07_single_steady_l008,14931.380158730159,4452.447407407408,497.6296296296296,503.96243386243384,9624.240846560846,0.4975470947233868,0.32071522261039165,1.0000001640110348
