timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-14 20:45:03,s10m_lam0p0020,LPT_MMUR,42,863.24,3,10,10,3,20,-0.8475,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.002,500.0,229.9,229.9
2026-06-14 20:45:18,s10m_lam0p0020,LPT_MMUR,43,766.67,2,10,8,3,16,-0.8334,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.002,500.0,0.0,-1.0
2026-06-14 20:45:53,s10m_lam0p0020,LPT_MMUR,44,1833.33,6,10,25,3,50,-0.9335,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.002,500.0,183.3,733.3
2026-06-14 20:47:38,s10m_lam0p0040,LPT_MMUR,42,5400.0,17,10,67,3,134,-2.1046,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.004,250.0,302.2,4533.3
2026-06-14 20:48:31,s10m_lam0p0040,LPT_MMUR,43,2766.67,9,10,36,3,72,-1.3682,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.004,250.0,276.2,1933.3
2026-06-14 20:49:12,s10m_lam0p0040,LPT_MMUR,44,2100.0,7,10,29,3,58,-0.8642,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.004,250.0,213.3,1066.7
2026-06-14 20:50:49,s10m_lam0p0060,LPT_MMUR,42,4966.67,17,10,67,3,134,-1.6259,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.006,166.7,202.2,3033.3
2026-06-14 20:52:24,s10m_lam0p0060,LPT_MMUR,43,4866.67,17,10,68,3,136,-1.4729,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.006,166.7,266.7,4000.0
2026-06-14 20:53:50,s10m_lam0p0060,LPT_MMUR,44,4366.67,17,10,63,3,126,-1.1399,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.006,166.7,164.4,2466.7
2026-06-14 20:55:23,s10m_lam0p0100,LPT_MMUR,42,4766.67,17,10,67,3,134,-1.2484,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.01,100.0,131.1,1966.7
