timestamp,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale
2026-04-17 16:57:32,LPT_MMUR,42,11521.12,30,15,158,2,316,-0.7207,100.0000
2026-04-17 17:01:48,LPT_MMUR,43,11000.00,30,15,155,2,310,-0.6989,100.0000
2026-04-17 17:06:22,LPT_MMUR,44,11166.67,30,15,157,2,314,-0.6985,100.0000
2026-04-17 17:11:02,LPT_MMUR,42,11266.67,30,15,158,5,316,-0.7046,100.0000
2026-04-17 17:15:39,LPT_MMUR,43,11133.34,30,15,155,5,310,-0.7075,100.0000
2026-04-17 17:20:26,LPT_MMUR,44,11533.33,30,15,157,5,314,-0.7176,100.0000
2026-04-17 17:25:19,LPT_MMUR,42,11700.00,30,15,158,8,316,-0.7321,100.0000
2026-04-17 17:29:56,LPT_MMUR,43,10966.66,30,15,155,8,310,-0.6989,100.0000
2026-04-17 17:34:47,LPT_MMUR,44,11533.34,30,15,157,8,314,-0.7176,100.0000
2026-04-17 17:39:47,LPT_MMUR,42,11700.01,30,15,158,12,316,-0.7321,100.0000
2026-04-17 17:44:28,LPT_MMUR,43,10966.67,30,15,155,12,310,-0.6989,100.0000
2026-04-17 17:49:19,LPT_MMUR,44,11333.34,30,15,157,12,314,-0.7049,100.0000
2026-04-17 17:54:22,LPT_MMUR,42,11700.00,30,15,158,15,316,-0.7321,100.0000
2026-04-17 17:59:06,LPT_MMUR,43,10966.66,30,15,155,15,310,-0.6989,100.0000
2026-04-17 18:04:00,LPT_MMUR,44,11333.33,30,15,157,15,314,-0.7049,100.0000
2026-04-17 18:08:57,LPT_MMUR,42,11266.66,30,15,158,20,316,-0.7046,100.0000
2026-04-17 18:13:46,LPT_MMUR,43,10966.66,30,15,155,20,310,-0.6989,100.0000
2026-04-17 18:18:47,LPT_MMUR,44,11333.33,30,15,157,20,314,-0.7049,100.0000
2026-04-17 18:25:39,LPT_MMUR,42,16533.34,30,5,162,10,324,-1.0062,100.0000
2026-04-17 18:32:47,LPT_MMUR,43,17233.34,30,5,159,10,318,-1.0608,100.0000
2026-04-17 18:39:21,LPT_MMUR,44,15766.67,30,5,166,10,332,-0.9398,100.0000
2026-04-17 18:44:23,LPT_MMUR,42,11799.98,30,10,159,10,318,-0.7191,100.0000
2026-04-17 18:49:21,LPT_MMUR,43,11600.00,30,10,157,10,314,-0.7282,100.0000
2026-04-17 18:54:34,LPT_MMUR,44,12100.00,30,10,160,10,320,-0.7438,100.0000
2026-04-17 18:59:38,LPT_MMUR,42,11700.00,30,15,158,10,316,-0.7321,100.0000
2026-04-17 19:04:24,LPT_MMUR,43,10966.69,30,15,155,10,310,-0.6989,100.0000
2026-04-17 19:09:18,LPT_MMUR,44,11333.34,30,15,157,10,314,-0.7049,100.0000
2026-04-17 19:14:26,LPT_MMUR,42,11733.31,30,20,164,10,328,-0.7012,100.0000
2026-04-17 19:19:17,LPT_MMUR,43,11133.34,30,20,155,10,310,-0.7054,100.0000
2026-04-17 19:24:03,LPT_MMUR,44,10900.00,30,20,155,10,310,-0.6925,100.0000
2026-04-17 19:29:00,LPT_MMUR,42,11233.34,30,25,158,10,316,-0.6983,100.0000
2026-04-17 19:34:02,LPT_MMUR,43,11433.34,30,25,161,10,322,-0.6977,100.0000
2026-04-17 19:38:52,LPT_MMUR,44,10900.00,30,25,157,10,314,-0.6815,100.0000
2026-04-17 19:48:00,LPT_MMUR,42,20966.69,50,15,287,3,574,-0.7259,100.0000
2026-04-17 19:56:31,LPT_MMUR,43,19466.66,50,15,280,3,560,-0.6893,100.0000
2026-04-17 20:05:14,LPT_MMUR,44,19933.31,50,15,277,3,554,-0.7136,100.0000
2026-04-17 20:14:07,LPT_MMUR,42,20200.00,50,15,287,5,574,-0.6992,100.0000
2026-04-17 20:22:43,LPT_MMUR,43,19466.66,50,15,280,5,560,-0.6893,100.0000
2026-04-17 20:31:16,LPT_MMUR,44,19333.31,50,15,277,5,554,-0.6919,100.0000
2026-04-17 20:40:20,LPT_MMUR,42,20200.03,50,15,287,10,574,-0.6992,100.0000
2026-04-17 20:49:10,LPT_MMUR,43,19533.31,50,15,280,10,560,-0.6917,100.0000
2026-04-17 20:58:03,LPT_MMUR,44,19600.00,50,15,277,10,554,-0.6992,100.0000
2026-04-17 21:07:20,LPT_MMUR,42,20200.00,50,15,287,15,574,-0.6992,100.0000
2026-04-17 21:16:23,LPT_MMUR,43,19533.38,50,15,280,15,560,-0.6917,100.0000
2026-04-17 21:25:28,LPT_MMUR,44,19600.00,50,15,277,15,554,-0.6992,100.0000
2026-04-17 21:34:57,LPT_MMUR,42,20200.00,50,15,287,20,574,-0.6992,100.0000
2026-04-17 21:44:09,LPT_MMUR,43,19466.63,50,15,280,20,560,-0.6893,100.0000
2026-04-17 21:53:19,LPT_MMUR,44,19366.63,50,15,277,20,554,-0.6931,100.0000
2026-04-17 22:03:07,LPT_MMUR,42,20166.63,50,15,287,30,574,-0.6980,100.0000
2026-04-17 22:12:56,LPT_MMUR,43,20166.63,50,15,280,30,560,-0.7107,100.0000
2026-04-17 22:22:23,LPT_MMUR,44,19633.31,50,15,277,30,554,-0.7028,100.0000
2026-04-17 22:34:46,LPT_MMUR,42,27900.00,50,5,276,15,552,-1.0048,100.0000
2026-04-17 22:46:53,LPT_MMUR,43,27400.00,50,5,279,15,558,-0.9737,100.0000
2026-04-17 22:59:25,LPT_MMUR,44,28266.69,50,5,278,15,556,-1.0072,100.0000
2026-04-17 23:08:48,LPT_MMUR,42,20800.00,50,10,282,15,564,-0.7317,100.0000
2026-04-17 23:18:09,LPT_MMUR,43,20633.31,50,10,279,15,558,-0.7276,100.0000
2026-04-17 23:27:32,LPT_MMUR,44,20700.00,50,10,277,15,554,-0.7425,100.0000
