timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals
2026-06-12 21:01:23,50j_15m_agv15,SPT_SMPT,42,18132.22,50,15,261,15,522,-0.6896,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:09:09,50j_15m_agv15,SPT_SMPT,43,15533.33,50,15,227,15,454,-0.6784,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:18:08,50j_15m_agv15,SPT_SMPT,44,17933.33,50,15,260,15,520,-0.6833,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:00:58,50j_15m_agv15,SPT_SRWT,42,17762.35,50,15,261,15,522,-0.6754,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:08:26,50j_15m_agv15,SPT_SRWT,43,15333.34,50,15,227,15,454,-0.6696,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:17:09,50j_15m_agv15,SPT_SRWT,44,17866.67,50,15,260,15,520,-0.6821,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:01:43,50j_15m_agv15,LPT_MMUR,42,19131.85,50,15,261,15,522,-0.7279,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:09:48,50j_15m_agv15,LPT_MMUR,43,16466.67,50,15,227,15,454,-0.7210,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:18:52,50j_15m_agv15,LPT_MMUR,44,18500.00,50,15,260,15,520,-0.7064,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:01:26,50j_15m_agv15,LPT_SMPT,42,17967.00,50,15,261,15,522,-0.6846,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:09:14,50j_15m_agv15,LPT_SMPT,43,15600.00,50,15,227,15,454,-0.6799,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:18:15,50j_15m_agv15,LPT_SMPT,44,18033.34,50,15,260,15,520,-0.6885,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:01:16,50j_15m_agv15,SRT_SRWT,42,17631.23,50,15,261,15,522,-0.6704,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:08:57,50j_15m_agv15,SRT_SRWT,43,15566.67,50,15,227,15,454,-0.6814,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:17:37,50j_15m_agv15,SRT_SRWT,44,17733.34,50,15,260,15,520,-0.6769,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:01:45,50j_15m_agv15,SRT_SMPT,42,17830.96,50,15,261,15,522,-0.6793,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:09:27,50j_15m_agv15,SRT_SMPT,43,15466.67,50,15,227,15,454,-0.6740,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:18:17,50j_15m_agv15,SRT_SMPT,44,17833.34,50,15,260,15,520,-0.6808,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:02:31,50j_15m_agv15,LRT_MMUR,42,18769.22,50,15,261,15,522,-0.7140,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:10:57,50j_15m_agv15,LRT_MMUR,43,16733.34,50,15,227,15,454,-0.7313,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:20:12,50j_15m_agv15,LRT_MMUR,44,18433.34,50,15,260,15,520,-0.7038,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:02:16,50j_15m_agv15,SDT_SRWT,42,17563.48,50,15,261,15,522,-0.6678,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:09:56,50j_15m_agv15,SDT_SRWT,43,15433.33,50,15,227,15,454,-0.6740,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:18:41,50j_15m_agv15,SDT_SRWT,44,17600.00,50,15,260,15,520,-0.6718,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:02:33,50j_15m_agv15,Random,42,18028.76,50,15,261,15,522,-0.6856,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:10:34,50j_15m_agv15,Random,43,16300.00,50,15,227,15,454,-0.7122,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 21:19:27,50j_15m_agv15,Random,44,17866.67,50,15,260,15,520,-0.6821,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
