timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals
2026-06-12 20:21:51,50j_15m_agv3,SPT_SMPT,42,18130.48,50,15,261,3,522,-0.6895,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:29:37,50j_15m_agv3,SPT_SMPT,43,15666.67,50,15,227,3,454,-0.6843,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:38:32,50j_15m_agv3,SPT_SMPT,44,17933.33,50,15,260,3,520,-0.6833,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:34:03,50j_15m_agv3,SPT_SRWT,42,17528.18,50,15,261,3,522,-0.6665,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:41:29,50j_15m_agv3,SPT_SRWT,43,15366.67,50,15,227,3,454,-0.6711,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:50:08,50j_15m_agv3,SPT_SRWT,44,17866.67,50,15,260,3,520,-0.6821,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:30,50j_15m_agv3,LPT_MMUR,42,19127.54,50,15,261,3,522,-0.7277,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:43:22,50j_15m_agv3,LPT_MMUR,43,16466.67,50,15,227,3,454,-0.7210,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:52:17,50j_15m_agv3,LPT_MMUR,44,18500.00,50,15,260,3,520,-0.7064,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:10,50j_15m_agv3,LPT_SMPT,42,18099.30,50,15,261,3,522,-0.6896,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:42:46,50j_15m_agv3,LPT_SMPT,43,15600.00,50,15,227,3,454,-0.6799,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:51:30,50j_15m_agv3,LPT_SMPT,44,18066.67,50,15,260,3,520,-0.6897,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:04,50j_15m_agv3,SRT_SRWT,42,17629.80,50,15,261,3,522,-0.6704,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:42:38,50j_15m_agv3,SRT_SRWT,43,15666.67,50,15,227,3,454,-0.6858,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:51:13,50j_15m_agv3,SRT_SRWT,44,17800.00,50,15,260,3,520,-0.6795,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:25,50j_15m_agv3,SRT_SMPT,42,17863.05,50,15,261,3,522,-0.6793,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:42:51,50j_15m_agv3,SRT_SMPT,43,15466.67,50,15,227,3,454,-0.6740,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:51:26,50j_15m_agv3,SRT_SMPT,44,17833.33,50,15,260,3,520,-0.6808,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:51,50j_15m_agv3,LRT_MMUR,42,18761.19,50,15,261,3,522,-0.7137,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:43:49,50j_15m_agv3,LRT_MMUR,43,16733.33,50,15,227,3,454,-0.7313,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:52:37,50j_15m_agv3,LRT_MMUR,44,18433.33,50,15,260,3,520,-0.7038,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:29,50j_15m_agv3,SDT_SRWT,42,17562.15,50,15,261,3,522,-0.6678,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:42:50,50j_15m_agv3,SDT_SRWT,43,15433.33,50,15,227,3,454,-0.6740,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:51:11,50j_15m_agv3,SDT_SRWT,44,17566.67,50,15,260,3,520,-0.6705,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:35:54,50j_15m_agv3,Random,42,17963.22,50,15,261,3,522,-0.6831,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:43:32,50j_15m_agv3,Random,43,15666.67,50,15,227,3,454,-0.6843,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:52:25,50j_15m_agv3,Random,44,18200.00,50,15,260,3,520,-0.6949,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
