timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 11:38:11,mfsweep_shard0,SPT_SRWT,42,6113.66,137,15,274,3,600,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,110,6977.9,0,0.00000,0.0,0.0,-1.0,1394.53,2452.93,2539.94,1311.89,0,1394.53,2452.93,2539.94,0,-1.0,-1.0,0,3,1.66,19,14.54,0,0.027,1,1,1
2026-09-20 11:44:13,mfsweep_shard0,SPT_SRWT,43,6298.00,137,15,274,3,607,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,113,7519.2,0,0.00000,0.0,0.0,-1.0,1522.90,2702.35,2848.20,1424.03,0,1522.90,2702.35,2848.20,0,-1.0,-1.0,0,3,3.82,16,12.58,0,0.081,1,1,1
2026-09-20 11:50:18,mfsweep_shard0,SPT_SRWT,44,6266.00,137,15,274,3,618,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,107,6367.1,0,0.00000,0.0,0.0,-1.0,1433.64,2692.28,2741.64,1350.22,0,1433.64,2692.28,2741.64,0,-1.0,-1.0,0,1,0.76,19,9.14,0,0.000,1,1,1
2026-09-20 11:56:27,mfsweep_shard0,SPT_SRWT,45,6361.64,137,15,274,3,600,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,123,7434.7,0,0.00000,0.0,0.0,-1.0,1470.00,2667.96,2866.75,1389.84,0,1470.00,2667.96,2866.75,0,-1.0,-1.0,0,4,2.84,20,14.42,0,0.000,1,1,1
2026-09-20 12:02:36,mfsweep_shard0,SPT_SRWT,46,6312.28,137,15,274,3,602,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,114,7002.9,0,0.00000,0.0,0.0,-1.0,1444.41,2633.94,2764.83,1361.16,0,1444.41,2633.94,2764.83,0,-1.0,-1.0,0,4,3.08,20,13.72,0,0.000,1,1,1
2026-09-20 12:08:26,mfsweep_shard0,SPT_SRWT,47,6360.50,137,15,274,3,612,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,116,7112.8,0,0.00000,0.0,0.0,-1.0,1531.22,2759.43,2801.07,1449.42,0,1531.22,2759.43,2801.07,0,-1.0,-1.0,0,1,0.62,23,10.60,0,0.131,1,1,1
2026-09-20 12:13:34,mfsweep_shard0,SPT_SRWT,48,6255.16,137,15,274,3,625,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,111,7331.9,0,0.00000,0.0,0.0,-1.0,1513.18,2621.90,2721.03,1429.92,0,1513.18,2621.90,2721.03,0,-1.0,-1.0,0,2,0.38,27,11.96,0,0.092,1,1,1
2026-09-20 12:18:33,mfsweep_shard0,SPT_SRWT,49,6370.28,137,15,274,3,606,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,104,6931.4,0,0.00000,0.0,0.0,-1.0,1487.52,2662.44,2822.83,1406.80,0,1487.52,2662.44,2822.83,0,-1.0,-1.0,1,2,1.24,21,13.90,0,0.571,1,1,1
2026-09-20 12:23:30,mfsweep_shard0,SPT_SRWT,50,6386.88,137,15,274,3,624,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,124,7664.3,0,0.00000,0.0,0.0,-1.0,1534.99,2823.12,2865.39,1448.05,0,1534.99,2823.12,2865.39,0,-1.0,-1.0,0,3,1.86,20,11.58,0,0.000,1,1,1
2026-09-20 12:28:31,mfsweep_shard0,SPT_SRWT,51,6466.12,137,15,274,3,607,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,123,8556.2,0,0.00000,0.0,0.0,-1.0,1564.51,2827.64,2918.67,1483.07,0,1564.51,2827.64,2918.67,0,-1.0,-1.0,0,2,1.38,19,9.76,0,0.000,1,1,1
