timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_parking_overlap_events,agv_min_centre_distance,reservation_protocol
2026-09-20 19:21:36,mfsweep_shard0,LPT_MMUR,42,4514.30,137,15,274,5,620,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,79,5324.8,0,0.00000,0.0,0.0,-1.0,672.19,1255.91,1690.92,452.47,0,672.19,1255.91,1690.92,0,-1.0,-1.0,0,0,0.00,3,2.02,20,2.047,holdPrevious
2026-09-20 19:26:39,mfsweep_shard0,LPT_MMUR,43,4821.86,137,15,274,5,651,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,5974.6,0,0.00000,0.0,0.0,-1.0,753.36,1506.97,1967.12,476.59,0,753.36,1506.97,1967.12,0,-1.0,-1.0,0,0,0.00,1,0.64,9,2.069,holdPrevious
2026-09-20 19:31:43,mfsweep_shard0,LPT_MMUR,44,5124.08,137,15,274,5,667,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,88,5147.0,0,0.00000,0.0,0.0,-1.0,809.22,1629.03,2681.06,573.83,0,809.22,1629.03,2681.06,0,-1.0,-1.0,0,0,0.00,0,0.00,14,2.695,holdPrevious
2026-09-20 19:36:34,mfsweep_shard0,LPT_MMUR,45,4952.16,137,15,274,5,663,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,102,6230.7,0,0.00000,0.0,0.0,-1.0,763.18,1377.91,1933.70,541.77,0,763.18,1377.91,1933.70,0,-1.0,-1.0,0,0,0.00,2,1.32,15,2.046,holdPrevious
2026-09-20 19:41:07,mfsweep_shard0,LPT_MMUR,46,4714.14,137,15,274,5,603,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,81,5276.5,0,0.00000,0.0,0.0,-1.0,683.35,1325.75,2837.52,422.75,0,683.35,1325.75,2837.52,0,-1.0,-1.0,0,0,0.00,0,0.00,10,2.654,holdPrevious
2026-09-20 19:45:51,mfsweep_shard0,LPT_MMUR,47,4852.70,137,15,274,5,696,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,90,5616.2,0,0.00000,0.0,0.0,-1.0,709.19,1534.31,2665.41,459.02,0,709.19,1534.31,2665.41,0,-1.0,-1.0,0,0,0.00,2,1.30,21,2.062,holdPrevious
2026-09-20 19:51:13,mfsweep_shard0,LPT_MMUR,48,5497.46,137,15,274,5,745,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,101,6721.2,0,0.00000,0.0,0.0,-1.0,1175.65,2540.13,3327.58,749.55,0,1175.65,2540.13,3327.58,0,-1.0,-1.0,0,1,0.58,4,3.32,22,0.701,holdPrevious
2026-09-20 19:55:53,mfsweep_shard0,LPT_MMUR,49,4775.26,137,15,274,5,614,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,82,5436.2,0,0.00000,0.0,0.0,-1.0,702.75,1501.91,2181.09,421.55,0,702.75,1501.91,2181.09,0,-1.0,-1.0,1,0,0.00,2,1.32,17,2.047,holdPrevious
2026-09-20 20:01:14,mfsweep_shard0,LPT_MMUR,50,5458.84,137,15,274,5,670,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,104,6447.0,0,0.00000,0.0,0.0,-1.0,947.05,2228.15,2793.12,660.71,0,947.05,2228.15,2793.12,0,-1.0,-1.0,2,0,0.00,2,1.30,25,2.053,holdPrevious
2026-09-20 20:06:01,mfsweep_shard0,LPT_MMUR,51,4881.42,137,15,274,5,637,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,95,6553.3,0,0.00000,0.0,0.0,-1.0,801.36,1413.91,2214.58,562.49,0,801.36,1413.91,2214.58,0,-1.0,-1.0,0,0,0.00,1,0.66,15,2.054,holdPrevious
2026-09-20 20:10:57,mfsweep_shard0,LPT_MMUR,52,4987.36,137,15,274,5,683,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,86,6004.9,0,0.00000,0.0,0.0,-1.0,964.84,2320.52,3800.25,580.67,0,964.84,2320.52,3800.25,0,-1.0,-1.0,0,0,0.00,3,1.44,9,2.054,holdPrevious
