timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 12:58:57,mfsweep_shard0,LRT_MMUR,42,8013.80,137,15,274,16,840,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,139,9064.2,0,0.00000,0.0,0.0,-1.0,1090.43,4561.28,4561.28,959.73,121,7205.23,8013.80,8013.80,1,8013.8,923.9,0,131,131.16,241,7929.38,0,0.000,0,1,1
2026-09-20 13:01:37,mfsweep_shard0,LRT_MMUR,43,3653.40,137,15,274,16,394,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,63,4302.2,0,0.00000,0.0,0.0,-1.0,249.52,333.13,333.13,170.90,132,3529.17,3653.40,3653.40,1,3653.4,591.4,0,65,234.76,130,6957.90,0,0.000,0,1,1
2026-09-20 13:07:48,mfsweep_shard0,LRT_MMUR,44,8311.78,137,15,274,16,1613,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,145,8702.2,0,0.00000,0.0,0.0,-1.0,1148.10,4125.31,4125.31,1061.96,128,7841.17,8311.78,8311.78,1,8311.8,740.3,0,129,333.66,209,8206.20,0,0.000,0,1,1
2026-09-20 13:10:22,mfsweep_shard0,LRT_MMUR,45,3632.12,137,15,274,16,679,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,70,4313.3,0,0.00000,0.0,0.0,-1.0,295.30,423.82,423.82,220.19,130,3461.62,3632.12,3632.12,1,3632.1,714.9,0,98,117.88,179,3728.42,0,0.000,0,1,1
2026-09-20 13:14:24,mfsweep_shard0,LRT_MMUR,46,5556.18,137,15,274,16,553,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,99,6211.2,0,0.00000,0.0,0.0,-1.0,498.49,911.12,969.37,378.15,112,4633.24,5556.18,5556.18,1,5556.2,1158.3,1,153,163.10,277,5287.16,0,0.000,0,1,1
2026-09-20 13:17:51,mfsweep_shard0,LRT_MMUR,47,4726.78,137,15,274,16,519,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,88,5516.4,0,0.00000,0.0,0.0,-1.0,759.72,1520.46,1520.46,614.64,120,4234.52,4726.78,4726.78,1,4726.8,931.8,0,108,102.72,216,4272.66,0,0.000,0,1,1
2026-09-20 13:23:29,mfsweep_shard0,LRT_MMUR,48,7572.18,137,15,274,16,1413,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,148,9615.2,0,0.00000,0.0,0.0,-1.0,264.21,321.44,321.44,189.41,131,7252.12,7572.18,7572.18,1,7572.2,732.1,0,99,105.64,161,7498.16,0,0.000,0,1,1
2026-09-20 13:26:12,mfsweep_shard0,LRT_MMUR,49,3676.54,137,15,274,16,390,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,67,4335.3,0,0.00000,0.0,0.0,-1.0,304.87,416.71,416.71,212.27,130,3504.26,3676.54,3676.54,1,3676.5,725.9,1,71,62.52,150,3602.00,0,0.000,0,1,1
2026-09-20 13:28:46,mfsweep_shard0,LRT_MMUR,50,3587.94,137,15,274,16,418,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,72,4334.2,0,0.00000,0.0,0.0,-1.0,249.69,328.27,328.27,171.87,132,3466.10,3587.94,3587.94,1,3587.9,679.5,1,82,63.12,156,969.58,0,0.000,0,1,1
2026-09-20 13:31:18,mfsweep_shard0,LRT_MMUR,51,3630.52,137,15,274,16,592,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,73,5054.3,0,0.00000,0.0,0.0,-1.0,262.47,306.56,306.56,193.92,132,3507.60,3630.52,3630.52,1,3630.5,633.0,0,70,247.98,129,3731.92,0,0.000,0,1,1
