timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time
2026-05-27 12:08:36,brandimarte_mk01_low,LRT_MMUR,42,6564.65,10,6,55,3,120,-1.1633,100.0000,mf,1.50,24968.6,22539.1,2.416,0.400,4,34.7
2026-05-27 12:10:41,brandimarte_mk01_low,LRT_MMUR,43,6800.00,10,6,55,3,121,-1.2061,100.0000,mf,1.50,24968.6,22539.1,2.416,0.400,3,65.0
2026-05-27 12:12:38,brandimarte_mk01_low,LRT_MMUR,44,6366.67,10,6,55,3,110,-1.1273,100.0000,mf,1.50,24968.6,22539.1,2.416,0.400,3,27.3
2026-05-27 12:14:29,brandimarte_mk02_low,LRT_MMUR,42,5966.67,10,6,58,3,116,-1.0058,100.0000,mf,1.50,24174.0,21821.9,2.359,0.400,4,32.7
2026-05-27 12:16:25,brandimarte_mk02_low,LRT_MMUR,43,6233.33,10,6,58,3,127,-1.0517,100.0000,mf,1.50,24174.0,21821.9,2.359,0.400,3,61.4
2026-05-27 12:18:17,brandimarte_mk02_low,LRT_MMUR,44,6100.00,10,6,58,3,123,-1.0287,100.0000,mf,1.50,24174.0,21821.9,2.359,0.400,3,25.8
2026-05-27 12:23:42,brandimarte_mk03_low,LRT_MMUR,42,17400.00,15,8,150,3,309,-1.1289,100.0000,mf,1.50,47726.7,43082.9,3.366,0.400,4,117.0
2026-05-27 12:28:40,brandimarte_mk03_low,LRT_MMUR,43,16066.67,15,8,150,3,306,-1.0533,100.0000,mf,1.50,47726.7,43082.9,3.366,0.400,5,198.2
2026-05-27 12:34:53,brandimarte_mk03_low,LRT_MMUR,44,20333.34,15,8,150,3,309,-1.3467,100.0000,mf,1.50,47726.7,43082.9,3.366,0.400,5,141.7
2026-05-27 12:37:28,brandimarte_mk04_low,LRT_MMUR,42,8433.33,15,8,90,3,180,-0.9148,100.0000,mf,1.50,28524.3,25748.8,2.637,0.400,4,56.4
2026-05-27 12:40:08,brandimarte_mk04_low,LRT_MMUR,43,8700.00,15,8,90,3,192,-0.9444,100.0000,mf,1.50,28524.3,25748.8,2.637,0.400,5,95.6
2026-05-27 15:10:57,brandimarte_mk04_low,LRT_MMUR,44,500000.05,15,8,90,3,144,-55.5482,100.0000,mf,1.50,28524.3,25748.8,2.637,0.400,154,2204.4
2026-05-27 15:15:00,brandimarte_mk05_low,LRT_MMUR,42,13400.00,15,4,106,2,221,-1.2484,100.0000,mf,1.50,34489.5,31133.7,2.925,0.400,2,40.6
2026-05-27 15:18:44,brandimarte_mk05_low,LRT_MMUR,43,12400.00,15,4,106,2,212,-1.1541,100.0000,mf,1.50,34489.5,31133.7,2.925,0.400,2,37.3
2026-05-27 15:22:29,brandimarte_mk05_low,LRT_MMUR,44,12433.31,15,4,106,2,213,-1.1572,100.0000,mf,1.50,34489.5,31133.7,2.925,0.400,1,46.6
2026-05-27 15:26:25,brandimarte_mk06_low,LRT_MMUR,42,13033.31,10,10,150,3,304,-0.8556,100.0000,mf,1.50,28287.0,25534.7,2.624,0.400,6,85.6
2026-05-27 18:00:06,brandimarte_mk06_low,LRT_MMUR,43,500000.06,10,10,150,3,246,-33.2756,100.0000,mf,1.50,28287.0,25534.7,2.624,0.400,201,2964.9
2026-05-27 18:04:23,brandimarte_mk06_low,LRT_MMUR,44,13433.25,10,10,150,3,305,-0.8822,100.0000,mf,1.50,28287.0,25534.7,2.624,0.400,8,124.5
2026-05-27 18:09:49,brandimarte_mk07_low,LRT_MMUR,42,17066.63,20,5,100,2,200,-1.6800,100.0000,mf,1.50,46221.8,41724.4,3.325,0.400,3,68.7
2026-05-27 18:15:14,brandimarte_mk07_low,LRT_MMUR,43,17266.63,20,5,100,2,217,-1.7000,100.0000,mf,1.50,46221.8,41724.4,3.325,0.400,3,122.8
2026-05-27 18:20:36,brandimarte_mk07_low,LRT_MMUR,44,17400.00,20,5,100,2,216,-1.7133,100.0000,mf,1.50,46221.8,41724.4,3.325,0.400,2,28.0
2026-05-27 18:28:30,brandimarte_mk08_low,LRT_MMUR,42,25400.00,20,10,225,3,450,-1.1156,100.0000,mf,1.50,53305.9,48119.3,3.507,0.400,7,270.8
2026-05-27 18:36:35,brandimarte_mk08_low,LRT_MMUR,43,26166.75,20,10,225,3,482,-1.1496,100.0000,mf,1.50,53305.9,48119.3,3.507,0.400,9,342.8
2026-05-27 18:44:39,brandimarte_mk08_low,LRT_MMUR,44,26533.38,20,10,225,3,468,-1.1659,100.0000,mf,1.50,53305.9,48119.3,3.507,0.400,8,301.0
2026-05-27 18:53:51,brandimarte_mk09_low,LRT_MMUR,42,30500.00,20,10,240,3,502,-1.2569,100.0000,mf,1.50,51009.4,46046.2,3.451,0.400,10,321.1
2026-05-27 19:02:44,brandimarte_mk09_low,LRT_MMUR,43,30000.00,20,10,240,3,507,-1.2403,100.0000,mf,1.50,51009.4,46046.2,3.451,0.400,10,353.1
2026-05-27 19:12:13,brandimarte_mk09_low,LRT_MMUR,44,31533.38,20,10,240,3,496,-1.3000,100.0000,mf,1.50,51009.4,46046.2,3.451,0.400,9,301.9
2026-05-27 19:20:39,brandimarte_mk10_low,LRT_MMUR,42,27500.00,20,15,240,5,516,-1.1375,100.0000,mf,1.50,49727.9,44889.4,3.419,0.400,18,611.6
2026-05-27 19:28:43,brandimarte_mk10_low,LRT_MMUR,43,26200.00,20,15,240,5,493,-1.0847,100.0000,mf,1.50,49727.9,44889.4,3.419,0.400,12,384.5
2026-05-27 19:36:12,brandimarte_mk10_low,LRT_MMUR,44,24133.25,20,15,240,5,500,-0.9986,100.0000,mf,1.50,49727.9,44889.4,3.419,0.400,9,328.9
2026-05-27 19:45:30,brandimarte_mk11_low,LRT_MMUR,42,30866.63,30,5,179,2,365,-1.6946,100.0000,mf,1.50,75349.3,68017.8,3.923,0.400,3,125.0
2026-05-27 19:54:50,brandimarte_mk11_low,LRT_MMUR,43,31000.00,30,5,179,2,363,-1.7021,100.0000,mf,1.50,75349.3,68017.8,3.923,0.400,3,223.2
2026-05-27 20:04:06,brandimarte_mk11_low,LRT_MMUR,44,30800.00,30,5,179,2,363,-1.6909,100.0000,mf,1.50,75349.3,68017.8,3.923,0.400,2,50.9
2026-05-27 20:11:15,brandimarte_mk12_low,LRT_MMUR,42,23533.25,30,10,193,3,399,-1.2055,100.0000,mf,1.50,73914.1,66722.2,3.901,0.400,5,231.1
2026-05-27 20:18:42,brandimarte_mk12_low,LRT_MMUR,43,24833.38,30,10,193,3,394,-1.2712,100.0000,mf,1.50,73914.1,66722.2,3.901,0.400,7,431.2
2026-05-27 20:26:54,brandimarte_mk12_low,LRT_MMUR,44,27366.75,30,10,193,3,402,-1.4041,100.0000,mf,1.50,73914.1,66722.2,3.901,0.400,5,226.0
2026-05-27 20:42:28,brandimarte_mk13_low,LRT_MMUR,42,51833.38,30,10,231,3,462,-2.2280,100.0000,mf,1.50,81041.1,73155.8,4.007,0.400,12,756.9
2026-05-27 20:57:48,brandimarte_mk13_low,LRT_MMUR,43,50833.25,30,10,231,3,499,-2.1847,100.0000,mf,1.50,81041.1,73155.8,4.007,0.400,11,659.0
2026-05-27 21:12:36,brandimarte_mk13_low,LRT_MMUR,44,50566.63,30,10,231,3,495,-2.1732,100.0000,mf,1.50,81041.1,73155.8,4.007,0.400,9,526.4
2026-05-27 21:25:44,brandimarte_mk14_low,LRT_MMUR,42,44466.63,30,15,277,5,594,-1.5933,100.0000,mf,1.50,81377.3,73459.3,4.012,0.400,18,1106.8
2026-05-27 21:38:18,brandimarte_mk14_low,LRT_MMUR,43,42833.38,30,15,277,5,558,-1.5343,100.0000,mf,1.50,81377.3,73459.3,4.012,0.400,12,695.7
2026-05-27 21:51:10,brandimarte_mk14_low,LRT_MMUR,44,43800.00,30,15,277,5,585,-1.5692,100.0000,mf,1.50,81377.3,73459.3,4.012,0.400,10,649.9
2026-05-27 22:02:42,brandimarte_mk15_low,LRT_MMUR,42,38800.00,30,15,284,5,576,-1.3545,100.0000,mf,1.50,77597.1,70046.9,3.957,0.400,16,931.9
2026-05-27 22:13:34,brandimarte_mk15_low,LRT_MMUR,43,36600.00,30,15,284,5,588,-1.2770,100.0000,mf,1.50,77597.1,70046.9,3.957,0.400,11,574.0
2026-05-28 00:34:48,brandimarte_mk15_low,LRT_MMUR,44,500033.50,30,15,284,5,439,-17.1362,100.0000,mf,1.50,77597.1,70046.9,3.957,0.400,110,6444.7
