timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released
2026-09-19 21:11:45,mfsweep_shard0,SPT_SRWT,42,3866.40,137,15,274,14,577,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4715.7,0,0.00000,0.0,0.0,-1.0,301.01,436.57,526.84,209.37,0,301.01,436.57,526.84,0,-1.0,-1.0,3
2026-09-19 21:16:28,mfsweep_shard0,SPT_SRWT,43,3974.24,137,15,274,14,593,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,70,4813.8,0,0.00000,0.0,0.0,-1.0,314.48,504.95,799.80,213.35,0,314.48,504.95,799.80,0,-1.0,-1.0,1
2026-09-19 21:20:58,mfsweep_shard0,SPT_SRWT,44,3791.42,137,15,274,14,604,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,60,3534.8,0,0.00000,0.0,0.0,-1.0,335.95,547.01,1078.60,226.30,0,335.95,547.01,1078.60,0,-1.0,-1.0,7
2026-09-19 21:25:35,mfsweep_shard0,SPT_SRWT,45,3908.38,137,15,274,14,592,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,78,4766.3,0,0.00000,0.0,0.0,-1.0,325.13,549.90,952.35,212.92,0,325.13,549.90,952.35,0,-1.0,-1.0,6
2026-09-19 21:30:12,mfsweep_shard0,SPT_SRWT,46,3896.40,137,15,274,14,586,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4549.2,0,0.00000,0.0,0.0,-1.0,311.27,485.23,628.08,213.01,0,311.27,485.23,628.08,0,-1.0,-1.0,4
2026-09-19 21:34:33,mfsweep_shard0,SPT_SRWT,47,3855.94,137,15,274,14,589,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,72,4514.1,0,0.00000,0.0,0.0,-1.0,312.31,483.30,647.06,214.08,0,312.31,483.30,647.06,0,-1.0,-1.0,4
2026-09-19 21:38:17,mfsweep_shard0,SPT_SRWT,48,3938.40,137,15,274,14,590,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,73,5204.6,0,0.00000,0.0,0.0,-1.0,321.05,587.87,883.49,208.70,0,321.05,587.87,883.49,0,-1.0,-1.0,0
2026-09-19 21:41:50,mfsweep_shard0,SPT_SRWT,49,3841.40,137,15,274,14,577,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,68,4406.3,0,0.00000,0.0,0.0,-1.0,298.82,398.58,550.11,210.19,0,298.82,398.58,550.11,0,-1.0,-1.0,3
2026-09-19 21:45:34,mfsweep_shard0,SPT_SRWT,50,4119.20,137,15,274,14,614,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,83,5271.4,0,0.00000,0.0,0.0,-1.0,382.49,719.60,1596.57,231.66,0,382.49,719.60,1596.57,0,-1.0,-1.0,1
2026-09-19 21:49:06,mfsweep_shard0,SPT_SRWT,51,3789.60,137,15,274,14,592,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,75,5214.2,0,0.00000,0.0,0.0,-1.0,320.77,487.23,673.33,219.58,0,320.77,487.23,673.33,0,-1.0,-1.0,5
