timestamp,rule,seed,makespan,jobs,machines,total_ops,decisions,total_reward,timescale
2026-04-12 13:49:26,SPT_SMPT,42,566.46,10,6,55,110,-0.0995,100.0000
2026-04-12 13:49:32,SPT_SRWT,42,591.13,10,6,55,110,-0.1036,100.0000
2026-04-12 13:49:38,LPT_MMUR,42,573.95,10,6,55,110,-0.1006,100.0000
2026-04-12 13:49:44,LPT_SMPT,42,598.10,10,6,55,110,-0.1055,100.0000
2026-04-12 13:49:50,SRT_SRWT,42,579.96,10,6,55,110,-0.1003,100.0000
2026-04-12 13:49:56,SRT_SMPT,42,566.49,10,6,55,110,-0.0995,100.0000
2026-04-12 13:50:02,LRT_MMUR,42,579.97,10,6,55,110,-0.1003,100.0000
2026-04-12 13:50:08,SDT_SRWT,42,579.90,10,6,55,110,-0.1003,100.0000
2026-04-12 13:50:14,SPT_SMPT,42,613.41,10,6,58,116,-0.1024,100.0000
2026-04-12 13:50:20,SPT_SRWT,42,587.10,10,6,58,116,-0.0976,100.0000
2026-04-12 13:50:26,LPT_MMUR,42,584.86,10,6,58,116,-0.0973,100.0000
2026-04-12 13:50:32,LPT_SMPT,42,613.96,10,6,58,116,-0.1025,100.0000
2026-04-12 13:50:38,SRT_SRWT,42,587.52,10,6,58,116,-0.0977,100.0000
2026-04-12 13:50:44,SRT_SMPT,42,601.21,10,6,58,116,-0.1004,100.0000
2026-04-12 13:50:50,LRT_MMUR,42,585.65,10,6,58,116,-0.0974,100.0000
2026-04-12 13:50:56,SDT_SRWT,42,587.11,10,6,58,116,-0.0976,100.0000
2026-04-12 13:51:10,SPT_SMPT,42,1378.73,15,8,150,300,-0.0904,100.0000
2026-04-12 13:51:24,SPT_SRWT,42,1421.13,15,8,150,300,-0.0914,100.0000
2026-04-12 13:51:38,LPT_MMUR,42,1421.72,15,8,150,300,-0.0917,100.0000
2026-04-12 13:51:52,LPT_SMPT,42,1389.72,15,8,150,300,-0.0896,100.0000
2026-04-12 13:52:07,SRT_SRWT,42,1409.95,15,8,150,300,-0.0911,100.0000
2026-04-12 13:52:21,SRT_SMPT,42,1392.45,15,8,150,300,-0.0903,100.0000
2026-04-12 13:52:35,LRT_MMUR,42,1421.83,15,8,150,300,-0.0917,100.0000
2026-04-12 13:52:50,SDT_SRWT,42,1477.05,15,8,150,300,-0.0954,100.0000
2026-04-12 13:52:59,SPT_SMPT,42,921.86,15,8,90,180,-0.1000,100.0000
2026-04-12 13:53:08,SPT_SRWT,42,902.44,15,8,90,180,-0.0970,100.0000
2026-04-12 13:53:18,LPT_MMUR,42,914.30,15,8,90,180,-0.0985,100.0000
2026-04-12 13:53:27,LPT_SMPT,42,921.27,15,8,90,180,-0.0999,100.0000
2026-04-12 13:53:36,SRT_SRWT,42,900.83,15,8,90,180,-0.0968,100.0000
2026-04-12 13:53:45,SRT_SMPT,42,922.11,15,8,90,180,-0.1000,100.0000
2026-04-12 13:53:54,LRT_MMUR,42,891.33,15,8,90,180,-0.0956,100.0000
2026-04-12 13:54:03,SDT_SRWT,42,901.70,15,8,90,180,-0.0969,100.0000
2026-04-12 13:54:14,SPT_SMPT,42,1020.82,15,4,106,212,-0.0942,100.0000
2026-04-12 13:54:24,SPT_SRWT,42,1020.14,15,4,106,212,-0.0942,100.0000
2026-04-12 13:54:35,LPT_MMUR,42,1043.70,15,4,106,212,-0.0964,100.0000
2026-04-12 13:54:45,LPT_SMPT,42,1045.22,15,4,106,212,-0.0965,100.0000
2026-04-12 13:54:55,SRT_SRWT,42,1020.94,15,4,106,212,-0.0942,100.0000
2026-04-12 13:55:05,SRT_SMPT,42,984.65,15,4,106,212,-0.0906,100.0000
2026-04-12 13:55:16,LRT_MMUR,42,1020.92,15,4,106,212,-0.0942,100.0000
2026-04-12 13:55:26,SDT_SRWT,42,1021.50,15,4,106,212,-0.0943,100.0000
2026-04-12 13:55:41,SPT_SMPT,42,1523.98,10,10,150,300,-0.1000,100.0000
2026-04-12 13:55:55,SPT_SRWT,42,1324.71,10,10,150,300,-0.0867,100.0000
2026-04-12 13:56:08,LPT_MMUR,42,1323.66,10,10,150,300,-0.0867,100.0000
2026-04-12 13:56:23,LPT_SMPT,42,1474.49,10,10,150,300,-0.0967,100.0000
2026-04-12 13:56:36,SRT_SRWT,42,1323.30,10,10,150,300,-0.0866,100.0000
