instance,rule,mean,std,n,cv
agv07_single_steady_l008,SPT_SMPT,1094.949090909091,214.6235490524663,495,0.19601235421299198
agv07_single_steady_l008,SRT_SMPT,1095.0290322580645,211.12136899981135,496,0.1927997914032078
agv07_single_steady_l008,LPT_SMPT,1105.9818548387098,212.41492641294616,496,0.1920600464497888
agv07_single_steady_l008,SPT_SRWT,1153.8066666666668,211.0064550310662,495,0.18287851953625925
agv07_single_steady_l008,SRT_SRWT,1155.130971659919,225.46715783442687,494,0.1951875270995733
agv07_single_steady_l008,FIFO_SRWT,1158.6537373737374,211.7779738874136,495,0.18277934732031345
agv07_single_steady_l008,random,1163.7528455284553,217.50226248801602,492,0.18689729810220068
agv07_single_steady_l008,LRT_MMUR,1326.2888211382112,268.07201949187584,492,0.20212190227300447
agv07_single_steady_l008,LPT_MMUR,1331.4275510204081,278.47288052934204,490,0.20915361133688423
