timestamp,instance,rule,seed,makespan,job_id,is_dynamic,arrival_time,op_index,machine_type_required,eligible_machine_count,min_proc_time,max_proc_time,mean_proc_time,proc_time_spread,travel_time
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,0,0,0.0,0,Weld,1,7.7,7.7,7.7,0.0,11.6
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,0,0,0.0,1,Mill,1,11.8,11.8,11.8,0.0,6.4
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,0,0,0.0,2,Weld,1,12.1,12.1,12.1,0.0,15.6
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,0,0,0.0,3,Assemble,1,10.9,10.9,10.9,0.0,4.7
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,1,0,0.0,0,Inspect,1,5.1,5.1,5.1,0.0,15.8
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,1,0,0.0,1,Mill,1,7.7,7.7,7.7,0.0,3.0
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,1,0,0.0,2,Lathe,1,12.0,12.0,12.0,0.0,17.3
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,2,0,0.0,0,Inspect,1,9.4,9.4,9.4,0.0,15.0
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,2,0,0.0,1,Lathe,1,11.9,11.9,11.9,0.0,17.3
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,2,0,0.0,2,Weld,1,7.6,7.6,7.6,0.0,17.3
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,2,0,0.0,3,Assemble,1,9.9,9.9,9.9,0.0,4.7
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,3,0,0.0,0,Inspect,1,10.0,10.0,10.0,0.0,15.1
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,3,0,0.0,1,Weld,1,10.9,10.9,10.9,0.0,15.6
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,3,0,0.0,2,Assemble,1,12.6,12.6,12.6,0.0,4.7
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,4,0,0.0,0,Lathe,1,9.4,9.4,9.4,0.0,15.9
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,4,0,0.0,1,Weld,1,11.6,11.6,11.6,0.0,17.3
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,4,0,0.0,2,Mill,1,10.0,10.0,10.0,0.0,6.4
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,4,0,0.0,3,Assemble,1,8.4,8.4,8.4,0.0,17.3
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,0,0,0.0,0,Assemble,1,11.0,11.0,11.0,0.0,13.4
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,0,0,0.0,1,Lathe,1,9.4,9.4,9.4,0.0,3.0
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,0,0,0.0,2,Weld,1,10.8,10.8,10.8,0.0,17.3
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,0,0,0.0,3,Assemble,1,10.4,10.4,10.4,0.0,4.7
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,1,0,0.0,0,Lathe,1,11.3,11.3,11.3,0.0,13.3
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,1,0,0.0,1,Assemble,1,9.5,9.5,9.5,0.0,3.0
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,1,0,0.0,2,Weld,1,10.0,10.0,10.0,0.0,17.3
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,2,0,0.0,0,Mill,1,13.8,13.8,13.8,0.0,15.1
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,2,0,0.0,1,Weld,1,9.9,9.9,9.9,0.0,15.6
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,2,0,0.0,2,Mill,1,8.0,8.0,8.0,0.0,6.4
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,3,0,0.0,0,Weld,1,10.8,10.8,10.8,0.0,11.6
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,3,0,0.0,1,Mill,1,8.8,8.8,8.8,0.0,6.4
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,3,0,0.0,2,Weld,1,7.6,7.6,7.6,0.0,15.6
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,3,0,0.0,3,Assemble,1,6.6,6.6,6.6,0.0,4.7
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,3,0,0.0,4,Weld,1,9.9,9.9,9.9,0.0,17.3
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,4,0,0.0,0,Weld,1,10.7,10.7,10.7,0.0,11.6
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,4,0,0.0,1,Assemble,1,6.2,6.2,6.2,0.0,4.7
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,4,0,0.0,2,Weld,1,12.4,12.4,12.4,0.0,17.3
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,4,0,0.0,3,Mill,1,10.0,10.0,10.0,0.0,6.4
2026-06-21 12:59:10,small_5j_5m_single,LPT_MMUR,44,1333.33,0,0,0.0,0,Assemble,1,7.9,7.9,7.9,0.0,13.4
2026-06-21 12:59:10,small_5j_5m_single,LPT_MMUR,44,1333.33,0,0,0.0,1,Mill,1,8.4,8.4,8.4,0.0,4.7
2026-06-21 12:59:10,small_5j_5m_single,LPT_MMUR,44,1333.33,0,0,0.0,2,Inspect,1,9.4,9.4,9.4,0.0,3.0
