timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-21 12:58:14,small_5j_5m_single,LPT_MMUR,42,1264.15,5,5,18,2,36,-0.6282,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 12:58:44,small_5j_5m_single,LPT_MMUR,43,1566.67,5,5,19,2,38,-0.7544,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 12:59:10,small_5j_5m_single,LPT_MMUR,44,1333.33,5,5,17,2,34,-0.7059,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:02:27,medium_20j_15m_single,LPT_MMUR,42,9800.0,20,15,135,5,270,-0.7136,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:05:49,medium_20j_15m_single,LPT_MMUR,43,10000.0,20,15,133,5,266,-0.7393,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:09:00,medium_20j_15m_single,LPT_MMUR,44,9500.0,20,15,131,5,262,-0.7125,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:15:42,large_50j_15m_single,LPT_MMUR,42,19233.34,50,15,261,5,522,-0.7305,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:21:26,large_50j_15m_single,LPT_MMUR,43,16466.67,50,15,227,5,454,-0.7195,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:27:52,large_50j_15m_single,LPT_MMUR,44,18500.0,50,15,260,5,520,-0.7051,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 13:43:56,xlarge_100j_20m_single,LPT_MMUR,42,43233.34,100,20,599,7,1198,-0.719,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 14:01:28,xlarge_100j_20m_single,LPT_MMUR,43,47100.0,100,20,654,7,1308,-0.7176,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 14:19:38,xlarge_100j_20m_single,LPT_MMUR,44,49000.0,100,20,659,7,1318,-0.741,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 14:23:08,dynamic_30j_15m_single,LPT_MMUR,42,10300.0,30,15,144,5,288,-0.7037,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 14:26:55,dynamic_30j_15m_single,LPT_MMUR,43,11166.66,30,15,154,5,308,-0.7143,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
2026-06-21 14:30:15,dynamic_30j_15m_single,LPT_MMUR,44,10000.0,30,15,142,5,284,-0.6925,100.0,single,fixed,none,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-1.0
