timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_parking_overlap_events,agv_min_centre_distance,reservation_protocol
2026-09-20 19:23:18,mfsweep_shard0,SPT_SMPT,42,6542.94,137,15,274,5,685,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,118,7525.6,0,0.00000,0.0,0.0,-1.0,1266.59,3948.87,5461.77,460.52,0,1266.59,3948.87,5461.77,0,-1.0,-1.0,0,0,0.00,2,1.28,87,2.069,holdPrevious
2026-09-20 19:30:32,mfsweep_shard0,SPT_SMPT,43,7279.84,137,15,274,5,806,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,128,8474.4,0,0.00000,0.0,0.0,-1.0,1442.20,4712.12,5019.99,507.89,0,1442.20,4712.12,5019.99,0,-1.0,-1.0,0,0,0.00,5,3.24,96,2.062,holdPrevious
2026-09-20 19:36:49,mfsweep_shard0,SPT_SMPT,44,6706.22,137,15,274,5,858,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,116,6956.4,0,0.00000,0.0,0.0,-1.0,1258.36,4047.19,4657.24,674.94,0,1258.36,4047.19,4657.24,0,-1.0,-1.0,1,0,0.00,3,1.96,53,2.053,holdPrevious
2026-09-20 19:43:12,mfsweep_shard0,SPT_SMPT,45,6932.22,137,15,274,5,774,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,136,8203.8,0,0.00000,0.0,0.0,-1.0,1455.39,4524.22,5212.74,536.60,0,1455.39,4524.22,5212.74,0,-1.0,-1.0,0,0,0.00,2,1.34,81,2.047,holdPrevious
2026-09-20 19:49:51,mfsweep_shard0,SPT_SMPT,46,7113.52,137,15,274,5,811,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,131,7896.0,0,0.00000,0.0,0.0,-1.0,1414.66,4061.02,5839.69,775.79,0,1414.66,4061.02,5839.69,0,-1.0,-1.0,0,0,0.00,2,1.36,70,2.047,holdPrevious
2026-09-20 19:57:10,mfsweep_shard0,SPT_SMPT,47,7922.58,137,15,274,5,855,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,140,8602.3,0,0.00000,0.0,0.0,-1.0,1886.70,5385.64,6404.37,684.22,0,1886.70,5385.64,6404.37,0,-1.0,-1.0,1,1,0.54,4,2.22,98,0.626,holdPrevious
2026-09-20 20:04:11,mfsweep_shard0,SPT_SMPT,48,7481.36,137,15,274,5,865,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,143,9326.1,0,0.00000,0.0,0.0,-1.0,1758.22,4948.56,6712.56,922.39,0,1758.22,4948.56,6712.56,0,-1.0,-1.0,1,0,0.00,3,1.98,85,2.053,holdPrevious
2026-09-20 20:11:00,mfsweep_shard0,SPT_SMPT,49,7432.04,137,15,274,5,854,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,128,8433.8,0,0.00000,0.0,0.0,-1.0,1699.53,4882.42,6350.87,796.68,0,1699.53,4882.42,6350.87,0,-1.0,-1.0,2,1,0.70,3,2.80,90,0.078,holdPrevious
2026-09-20 20:18:26,mfsweep_shard0,SPT_SMPT,50,7835.96,137,15,274,5,1020,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,144,8962.5,0,0.00000,0.0,0.0,-1.0,1955.70,5313.33,6851.76,1195.82,0,1955.70,5313.33,6851.76,0,-1.0,-1.0,0,0,0.00,2,2.06,62,1.473,holdPrevious
2026-09-20 20:24:22,mfsweep_shard0,SPT_SMPT,51,6394.46,137,15,274,5,781,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,122,8514.3,0,0.00000,0.0,0.0,-1.0,1429.70,3632.93,4795.20,573.60,0,1429.70,3632.93,4795.20,0,-1.0,-1.0,2,0,0.00,2,1.14,64,2.053,holdPrevious
2026-09-20 20:30:30,mfsweep_shard0,SPT_SMPT,52,6594.80,137,15,274,5,787,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,119,7965.2,0,0.00000,0.0,0.0,-1.0,1248.87,3755.03,4630.04,610.39,0,1248.87,3755.03,4630.04,0,-1.0,-1.0,0,0,0.00,5,3.22,64,2.062,holdPrevious
2026-09-20 20:37:14,mfsweep_shard0,SPT_SMPT,53,7231.06,137,15,274,5,876,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,145,8941.0,0,0.00000,0.0,0.0,-1.0,1556.28,4940.99,5901.78,684.28,0,1556.28,4940.99,5901.78,0,-1.0,-1.0,0,0,0.00,4,2.40,79,2.047,holdPrevious
2026-09-20 20:44:16,mfsweep_shard0,SPT_SMPT,54,7575.90,137,15,274,5,879,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,148,9259.6,0,0.00000,0.0,0.0,-1.0,1759.86,5015.62,5856.42,858.64,0,1759.86,5015.62,5856.42,0,-1.0,-1.0,0,0,0.00,2,1.30,95,2.053,holdPrevious
2026-09-20 20:50:18,mfsweep_shard0,SPT_SMPT,55,6603.22,137,15,274,5,671,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,109,6611.8,0,0.00000,0.0,0.0,-1.0,1432.50,4343.37,5617.32,429.52,0,1432.50,4343.37,5617.32,0,-1.0,-1.0,0,0,0.00,1,0.66,80,2.062,holdPrevious
2026-09-20 20:57:19,mfsweep_shard0,SPT_SMPT,56,7655.94,137,15,274,5,792,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,130,7798.6,0,0.00000,0.0,0.0,-1.0,1656.34,5089.71,5853.40,567.94,0,1656.34,5089.71,5853.40,0,-1.0,-1.0,0,0,0.00,2,1.28,102,2.069,holdPrevious
2026-09-20 21:03:29,mfsweep_shard0,SPT_SMPT,57,6695.86,137,15,274,5,727,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,129,7747.6,0,0.00000,0.0,0.0,-1.0,1397.24,4374.21,5645.24,628.12,0,1397.24,4374.21,5645.24,0,-1.0,-1.0,1,0,0.00,1,0.36,71,2.107,holdPrevious
2026-09-20 21:10:46,mfsweep_shard0,SPT_SMPT,58,8070.22,137,15,274,5,955,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,137,8669.6,0,0.00000,0.0,0.0,-1.0,1965.36,5617.01,7060.23,566.19,0,1965.36,5617.01,7060.23,0,-1.0,-1.0,1,0,0.00,5,2.92,104,2.062,holdPrevious
