instance,rule,mean,std,n,cv
med_agv06_multiple,SRT_SRWT,11888.193611111112,4895.416971707869,720,0.41178812625767175
med_agv06_multiple,SPT_SRWT,11888.84138888889,4835.681202800029,720,0.4067411654864346
med_agv06_multiple,SDT_SRWT,12010.462777777777,4923.932212330977,720,0.4099702320747729
med_agv06_multiple,SPT_SMPT,12052.961944444443,4945.766442594837,720,0.41033618668932104
med_agv06_multiple,LPT_SMPT,12108.426666666666,4952.512009839559,720,0.40901366842922277
med_agv06_multiple,SRT_SMPT,12129.304583333334,5003.385786867937,720,0.4125039281924705
med_agv06_multiple,random,12284.816666666668,5003.449773083199,720,0.40728729690036336
med_agv06_multiple,LPT_MMUR,14328.887916666668,6758.030135121568,720,0.4716367504878696
med_agv06_multiple,LRT_MMUR,18198.79513888889,6013.253455420618,720,0.3304204157214196
med_agv06_single,SDT_SRWT,11971.388333333332,4878.613489296354,720,0.40752278294341693
med_agv06_single,SPT_SRWT,12002.267222222223,4868.360858914398,720,0.4056201023337172
med_agv06_single,SRT_SRWT,12205.001111111113,5005.343691130601,720,0.4101059594803205
med_agv06_single,random,12205.555138888887,5046.725291387771,720,0.41347773484780564
med_agv06_single,LPT_SMPT,12301.435694444443,5046.342928680371,720,0.41022390020372934
med_agv06_single,SRT_SMPT,12352.03875,5053.024634836316,720,0.40908426026726286
med_agv06_single,SPT_SMPT,12407.313611111113,5092.20819384,720,0.4104198824538277
med_agv06_single,LPT_MMUR,13497.35986111111,6071.458842039871,720,0.4498256625381303
med_agv06_single,LRT_MMUR,14422.221666666666,6061.5664939943845,720,0.4202935327227822
med_agv07_multiple,SDT_SRWT,10429.491527777778,4253.0510641173,720,0.4077908355157848
med_agv07_multiple,SRT_SRWT,10437.363333333333,4178.072529394264,720,0.4002996155217615
med_agv07_multiple,LPT_SMPT,10648.751527777777,4342.775097975614,720,0.4078201173768848
med_agv07_multiple,SRT_SMPT,10700.646666666666,4367.7928782833515,720,0.40818027305670795
med_agv07_multiple,SPT_SRWT,10713.193472222221,4421.101377052372,720,0.4126781980102997
med_agv07_multiple,random,10757.825555555555,4345.118208341887,720,0.40390301793822836
med_agv07_multiple,SPT_SMPT,10763.239722222223,4351.308497235512,720,0.4042749775656881
med_agv07_multiple,LPT_MMUR,15371.388472222221,6664.693859821176,720,0.43357786916029134
med_agv07_multiple,LRT_MMUR,22145.97138888889,2353.4797043270896,720,0.10627123385104167
med_agv07_single,SPT_SRWT,10618.842222222223,4266.420683443844,720,0.40177832895147797
med_agv07_single,SDT_SRWT,10769.63013888889,4302.82618211719,720,0.3995333290583288
med_agv07_single,SRT_SRWT,10888.14875,4339.101618069308,720,0.3985160120143755
med_agv07_single,random,10909.674027777777,4403.872304956722,720,0.40366671760712164
med_agv07_single,SRT_SMPT,10959.166944444445,4469.057083081448,720,0.40779167848583203
med_agv07_single,SPT_SMPT,11008.704722222223,4467.626691939606,720,0.4058267348129734
med_agv07_single,LPT_SMPT,11095.880277777778,4542.264916434412,720,0.4093649897729531
med_agv07_single,LPT_MMUR,14368.655833333332,6675.418879209046,720,0.46458200103331726
med_agv07_single,LRT_MMUR,19704.77,5547.986641371807,720,0.28155551378533256
med_agv09_multiple,SDT_SRWT,9104.305138888889,3611.2869299603003,720,0.396657062221558
med_agv09_multiple,SPT_SRWT,9130.047083333335,3640.7418512886143,720,0.3987648495191985
med_agv09_multiple,random,9201.323015873015,3955.171508540965,504,0.4298481318086518
med_agv09_multiple,LPT_SMPT,9217.870416666667,3719.375118153699,720,0.40349613848213395
med_agv09_multiple,SRT_SRWT,9220.69375,3629.263905539618,720,0.393599874796798
med_agv09_multiple,SRT_SMPT,9307.779027777779,3743.9304806760715,720,0.40223671721286347
med_agv09_multiple,SPT_SMPT,9346.805416666668,3719.8707670115145,720,0.3979831184223074
med_agv09_multiple,LPT_MMUR,13870.046527777778,6322.54265556134,720,0.4558414885558658
med_agv09_multiple,LRT_MMUR,14488.380277777778,5869.91982849057,720,0.4051467255793824
med_agv09_single,SDT_SRWT,9127.871388888889,3530.4077256545143,720,0.38677229062977203
med_agv09_single,SRT_SRWT,9348.148194444444,3766.754853780738,720,0.4029412858494585
med_agv09_single,SPT_SRWT,9351.110416666666,3739.9503855737653,720,0.3999471954590525
med_agv09_single,random,9432.314444444444,3743.702931904476,720,0.39690183718477345
med_agv09_single,SRT_SMPT,9477.037083333333,3784.66455984808,720,0.3993510341437759
med_agv09_single,LPT_SMPT,9511.991805555555,3820.50425687545,720,0.401651340221304
med_agv09_single,SPT_SMPT,9527.40736111111,3809.4629457090373,720,0.39984255960949777
med_agv09_single,LPT_MMUR,13408.934722222222,5374.6639013451595,720,0.40082706140987406
med_agv09_single,LRT_MMUR,13664.027777777777,5339.503699968858,720,0.3907708464009898
