global_step,env,seed,seed_index,return,length,makespan,mean_flow_time,total_flow_time,jobs_exited,deadlock,timed_out,truncated
2220,0,5171442,4,-4.673590839851645,92,1500.0194091796875,154.41259765625,4323.552734375,28.0,False,False,True
2220,2,3849765,4,-4.792090839851644,93,1500.0194091796875,158.64474051339286,4442.052734375,28.0,False,False,True
2224,1,5089572,4,-4.805791035164146,93,1500.0194091796875,159.134033203125,4455.7529296875,28.0,False,False,True
2584,3,5398561,5,-4.728710957039146,92,1500.0194091796875,156.38117327008928,4378.6728515625,28.0,False,False,True
2588,2,10091945,5,-4.764690937507898,92,1500.0194091796875,158.55180832435346,4598.00244140625,29.0,False,False,True
2592,0,697011,5,-4.864190937507897,93,1500.0194091796875,161.21974400111608,4514.15283203125,28.0,False,False,True
2596,1,13438998,5,-4.805150898445397,93,1500.0194091796875,159.11117117745536,4455.11279296875,28.0,False,False,True
2956,3,9745999,6,-4.804991230476647,93,1500.0194091796875,159.10545131138392,4454.95263671875,28.0,False,False,True
2960,1,3844538,6,-4.815130878914148,91,1500.0194091796875,159.46759905133928,4465.0927734375,28.0,False,False,True
2960,2,14972788,6,-4.803531269539145,93,1500.0194091796875,159.05332728794642,4453.4931640625,28.0,False,False,True
2964,0,1271567,6,-4.835210957039145,93,1500.0194091796875,160.18474469866072,4485.1728515625,28.0,False,False,True
3328,1,16048073,7,-4.7896909375078955,92,1500.0194091796875,158.55902971540178,4439.65283203125,28.0,False,False,True
3328,3,5323105,7,-4.795851093757896,93,1500.0194091796875,158.77903529575892,4445.81298828125,28.0,False,False,True
3332,2,2442926,7,-4.755670917976644,93,1500.0194091796875,157.34402901785714,4405.6328125,28.0,False,False,True
3336,0,287122,7,-4.898490742195394,93,1500.0194091796875,162.44473702566964,4548.45263671875,28.0,False,False,True
3692,3,16443262,8,-4.845431171882897,91,1500.0194091796875,161.3359375,4678.7421875,29.0,False,False,True
3696,2,7322910,8,-4.839131367195399,91,1500.0194091796875,160.32474190848214,4489.0927734375,28.0,False,False,True
3700,1,14954282,8,-4.742351093757897,93,1500.0194091796875,156.86832101004464,4392.31298828125,28.0,False,False,True
3708,0,2948744,8,-4.7035708203203965,93,1500.0194091796875,155.48331124441964,4353.53271484375,28.0,False,False,True
4060,2,1943573,9,-4.8423110546954,91,1500.0194091796875,161.22834725215517,4675.6220703125,29.0,False,False,True
4060,3,5025644,9,-4.8775908398516465,92,1500.0194091796875,161.69831194196428,4527.552734375,28.0,False,False,True
4072,0,13646277,9,-4.759170917976645,91,1500.0194091796875,157.46902901785714,4409.1328125,28.0,False,False,True
4072,1,992813,9,-4.821411152351645,93,1500.0194091796875,159.69187709263392,4471.37255859375,28.0,False,False,True
4428,2,829586,10,-4.781911152351648,92,1500.0194091796875,158.28118024553572,4431.873046875,28.0,False,False,True
4432,3,10730618,10,-4.815910664070397,93,1500.0194091796875,159.49544852120536,4465.87255859375,28.0,False,False,True
4440,0,10898894,10,-4.778190937507897,92,1500.0194091796875,158.1483154296875,4428.15283203125,28.0,False,False,True
4444,1,1072389,10,-4.807450703132896,93,1500.0194091796875,159.19330705915178,4457.41259765625,28.0,False,False,True
4796,2,5491851,11,-4.798690937507898,92,1500.0194091796875,158.88045828683036,4448.65283203125,28.0,False,False,True
4804,3,11554060,11,-4.784550800789147,93,1500.0194091796875,158.37545340401786,4434.5126953125,28.0,False,False,True
4812,0,15314369,11,-4.896931171882897,93,1500.0194091796875,162.38902064732142,4546.892578125,28.0,False,False,True
4812,1,3973781,11,-4.819471210945397,92,1500.0194091796875,159.62259347098214,4469.4326171875,28.0,False,False,True
5168,2,16056391,12,-4.836710957039145,93,1500.0194091796875,160.23831612723214,4486.6728515625,28.0,False,False,True
5176,3,2999862,12,-4.875311054695393,93,1500.0194091796875,161.61687360491072,4525.2724609375,28.0,False,False,True
5180,0,8454422,12,-4.844890644539146,92,1500.0194091796875,160.53044782366072,4494.8525390625,28.0,False,False,True
5184,1,4215690,12,-4.841850605476648,93,1500.0194091796875,160.421875,4491.8125,28.0,False,False,True
5536,2,1994260,13,-4.821010761726647,92,1500.0194091796875,160.49387122844828,4654.322265625,29.0,False,False,True
5548,3,5380241,13,-4.751710957039149,93,1500.0194091796875,158.10420595366378,4585.02197265625,29.0,False,False,True
5552,0,10181593,13,-4.760050800789146,93,1500.0194091796875,157.50045340401786,4410.0126953125,28.0,False,False,True
5552,1,13219417,13,-4.8566508984453955,92,1500.0194091796875,160.95045689174108,4506.61279296875,28.0,False,False,True
5904,2,15977340,14,-4.804371113289148,92,1500.0194091796875,159.92007341056035,4637.68212890625,29.0,False,False,True
5916,3,4149010,14,-4.963150898445396,92,1500.0194091796875,164.7540283203125,4613.11279296875,28.0,False,False,True
5924,0,16286654,14,-4.880670917976646,93,1500.0194091796875,161.80831473214286,4530.6328125,28.0,False,False,True
5924,1,4256688,14,-4.856090839851649,93,1500.0194091796875,160.93045479910714,4506.052734375,28.0,False,False,True
6268,2,6328284,15,-4.8167910351641465,91,1500.0194091796875,160.34836341594828,4650.1025390625,29.0,False,False,True
6288,3,12131058,15,-4.832911152351647,93,1500.0194091796875,160.10260881696428,4482.873046875,28.0,False,False,True
6292,0,12241626,15,-4.780470722664145,92,1500.0194091796875,158.229736328125,4430.4326171875,28.0,False,False,True
6292,1,15168,15,-4.992450703132897,92,1500.0194091796875,165.80044991629464,4642.41259765625,28.0,False,False,True
6636,2,1100743,16,-4.841930683601647,92,1500.0194091796875,160.42473493303572,4491.892578125,28.0,False,False,True
6660,3,3484185,16,-4.814551289070397,93,1500.0194091796875,159.44688197544642,4464.5126953125,28.0,False,False,True
6664,0,10611421,16,-4.996570820320397,93,1500.0194091796875,165.94759695870536,4646.53271484375,28.0,False,False,True
6664,1,659756,16,-4.756371113289147,93,1500.0194091796875,157.36903599330358,4406.3330078125,28.0,False,False,True
7000,2,8050303,17,-4.800730976570396,91,1500.0194091796875,158.95331682477678,4450.69287109375,28.0,False,False,True
7032,1,12178355,17,-4.815891132820397,92,1500.0194091796875,159.49473353794642,4465.8525390625,28.0,False,False,True
7032,3,1084612,17,-4.855030781257897,93,1500.0194091796875,160.89259556361608,4504.99267578125,28.0,False,False,True
7036,0,9125077,17,-4.783311054695395,93,1500.0194091796875,158.3311767578125,4433.27294921875,28.0,False,False,True
7368,2,6508447,18,-4.9157109570391455,92,1500.0194091796875,163.05974469866072,4565.6728515625,28.0,False,False,True
7400,1,16057645,18,-4.850690937507896,92,1500.0194091796875,160.73760114397322,4500.65283203125,28.0,False,False,True
7404,3,14825992,18,-4.699271015632898,93,1500.0194091796875,155.32974679129464,4349.23291015625,28.0,False,False,True
7408,0,9398256,18,-4.668591328132898,93,1500.0194091796875,154.23402622767858,4318.552734375,28.0,False,False,True
7740,2,4392608,19,-4.769371113289147,93,1500.0194091796875,157.83332170758928,4419.3330078125,28.0,False,False,True
7772,1,10384994,19,-4.791230976570396,93,1500.0194091796875,158.61403111049108,4441.19287109375,28.0,False,False,True
7772,3,2773042,19,-4.941710957039147,92,1500.0194091796875,163.98831612723214,4591.6728515625,28.0,False,False,True
7780,0,15688561,19,-4.707451191414148,93,1500.0194091796875,155.62187848772322,4357.41259765625,28.0,False,False,True
8108,2,6609341,20,-4.8418911328203995,92,1500.0194091796875,160.42330496651786,4491.8525390625,28.0,False,False,True
8136,1,8312904,20,-4.903351093757898,91,1500.0194091796875,162.61830357142858,4553.3125,28.0,False,False,True
8144,3,15612854,20,-4.749810566414147,93,1500.0194091796875,157.13473074776786,4399.7724609375,28.0,False,False,True
8148,0,4660337,20,-4.903310566414149,92,1500.0194091796875,163.33179552801724,4736.6220703125,29.0,False,False,True
8476,2,8085849,21,-4.8721108593828975,92,1500.0194091796875,161.50259835379464,4522.07275390625,28.0,False,False,True
8508,1,77933,21,-4.766831074226648,93,1500.0194091796875,157.74260602678572,4416.79296875,28.0,False,False,True
8516,3,15239053,21,-4.927250507820397,93,1500.0194091796875,163.47187151227678,4577.21240234375,28.0,False,False,True
8520,0,13689592,21,-4.840710957039145,93,1500.0194091796875,160.38117327008928,4490.6728515625,28.0,False,False,True
8840,2,5770192,22,-4.9084306836016465,91,1500.0194091796875,162.79973493303572,4558.392578125,28.0,False,False,True
8880,1,16118918,22,-4.788750996101647,93,1500.0194091796875,158.52546037946428,4438.712890625,28.0,False,False,True
8888,0,11258731,22,-4.715671406257897,92,1500.0194091796875,155.91545758928572,4365.6328125,28.0,False,False,True
8888,3,1559425,22,-4.728411152351648,93,1500.0194091796875,156.37044852120536,4378.37255859375,28.0,False,False,True
9208,2,14603416,23,-4.904771015632895,92,1500.0194091796875,162.66903250558036,4554.73291015625,28.0,False,False,True
9248,1,1825979,23,-4.847650898445396,92,1500.0194091796875,160.6290283203125,4497.61279296875,28.0,False,False,True
9256,0,55917,23,-4.852610859382897,92,1500.0194091796875,160.80615234375,4502.572265625,28.0,False,False,True
9260,3,9087869,23,-4.803311054695398,93,1500.0194091796875,159.04546247209822,4453.27294921875,28.0,False,False,True
9576,2,11171489,24,-4.880051289070397,92,1500.0194091796875,161.78616768973214,4530.0126953125,28.0,False,False,True
9620,0,6618784,24,-4.949690937507895,91,1500.0194091796875,164.2733154296875,4599.65283203125,28.0,False,False,True
9620,1,889647,24,-4.699371113289145,93,1500.0194091796875,155.33332170758928,4349.3330078125,28.0,False,False,True
9632,3,11980454,24,-4.708670917976648,93,1500.0194091796875,155.66545758928572,4358.6328125,28.0,False,False,True
