timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,deadlock_detected,deadlock_sim_time
2026-09-01 22:43:19,agv07_single_heavy_nofail,LPT_MMUR,42,100017.23,310,15,2004,7,2935,-0.603,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,26.1,7817.2,65942.9,91366.67,97166.67,494.02,137,0,-1.0
2026-09-01 23:21:03,agv07_single_heavy_nofail,LPT_MMUR,43,100033.34,310,15,2004,7,2931,-0.5914,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,24.1,7233.3,66654.44,93766.66,97366.67,493.19,152,0,-1.0
2026-09-01 23:59:25,agv07_single_heavy_nofail,LPT_MMUR,44,100000.02,310,15,2018,7,2932,-0.5818,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,24.6,7366.7,69917.44,95766.67,99133.33,505.23,159,0,-1.0
2026-09-02 00:39:32,agv07_single_heavy_mflow,LPT_MMUR,42,100000.03,310,15,1991,7,2999,-0.6027,100.0,single,fixed,mf+arr,1.5,2700.0,2437.3,4.0,0.5,629,38775.0,300,0.044,22.7,22.2,6666.7,0.0,0.0,0.0,0.0,310,0,-1.0
2026-09-02 01:20:37,agv07_single_heavy_mflow,LPT_MMUR,43,100000.03,310,15,1996,7,2999,-0.5706,100.0,single,fixed,mf+arr,1.5,2700.0,2437.3,4.0,0.5,596,36649.7,300,0.044,22.7,20.2,6066.7,0.0,0.0,0.0,0.0,310,0,-1.0
2026-09-02 02:02:39,agv07_single_heavy_mflow,LPT_MMUR,44,100033.38,310,15,2016,7,3000,-0.5849,100.0,single,fixed,mf+arr,1.5,2700.0,2437.3,4.0,0.5,598,37056.8,300,0.044,22.7,22.8,6833.3,0.0,0.0,0.0,0.0,310,0,-1.0
2026-09-02 02:29:44,agv07_single_moderate_nofail,LPT_MMUR,42,73633.31,160,15,1034,7,2068,-1.0567,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.01,100.0,130.9,19633.3,37778.75,65033.31,71033.31,501.6,0,0,-1.0
2026-09-02 02:56:50,agv07_single_moderate_nofail,LPT_MMUR,43,73466.63,160,15,1031,7,2062,-1.0178,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.01,100.0,106.9,16033.3,42263.33,64833.38,70333.38,499.74,0,0,-1.0
2026-09-02 03:24:03,agv07_single_moderate_nofail,LPT_MMUR,44,73333.31,160,15,1041,7,2082,-0.9921,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.01,100.0,104.0,15600.0,44572.71,67900.06,72233.31,514.89,0,0,-1.0
2026-09-02 04:02:51,agv07_single_moderate_mflow,LPT_MMUR,42,100033.31,160,15,1019,7,3000,-1.3306,100.0,single,fixed,mf+arr,1.5,2700.0,2437.3,4.0,0.5,605,38646.2,150,0.01,100.0,111.1,16666.6,0.0,0.0,0.0,0.0,160,0,-1.0
2026-09-02 04:40:33,agv07_single_moderate_mflow,LPT_MMUR,43,100033.38,160,15,1021,7,3000,-1.2581,100.0,single,fixed,mf+arr,1.5,2700.0,2437.3,4.0,0.5,602,37387.1,150,0.01,100.0,103.1,15466.7,0.0,0.0,0.0,0.0,160,0,-1.0
