policy,kind,episodes,makespan_mean,makespan_std,total_flow_mean,mean_flow_time_mean,deadlocks,timeouts
ckpt:cmp_flow_time/checkpoint_step76800,checkpoint,3,539.5531209309896,16.028582105889523,5076.451334635417,338.43008897569445,0,0
ckpt:cmp_flow_time/checkpoint,checkpoint,3,543.3997802734375,20.893100335622876,5073.398111979167,338.2265407986111,0,0
ckpt:cmp_flow_time/checkpoint_step51200,checkpoint,3,543.5864461263021,21.134069342638536,5145.3447265625,343.0229817708334,0,0
ckpt:cmp_time_penalty/checkpoint_step51200,checkpoint,3,544.9464518229166,22.905036521175553,5081.784830729167,338.7856553819444,0,0
ckpt:cmp_flow_time/checkpoint_init,checkpoint,3,548.346435546875,27.42236767146961,5093.051432291667,339.5367621527778,0,0
ckpt:cmp_flow_time/checkpoint_step25600,checkpoint,3,548.3531290690104,27.34448891442103,5082.178059895833,338.8118706597222,0,0
ckpt:cmp_time_penalty/checkpoint,checkpoint,3,549.3531087239584,28.777964606570343,5075.991373697917,338.3994249131944,0,0
ckpt:cmp_time_penalty/checkpoint_step76800,checkpoint,3,549.4064534505209,28.7615364286152,5076.611328125,338.4407552083333,0,0
ckpt:cmp_time_penalty/checkpoint_step25600,checkpoint,3,551.539794921875,31.651967445390728,5097.17138671875,339.81142578125,0,0
