policy,kind,seed,seed_index,step,sim_time,decision_count,wip,jobs_exited,action,rule,entropy,chosen_prob,p_SPT-SMPT,p_SPT-SRWT,p_LPT-MMUR,p_LPT-SMPT,p_SRT-SRWT,p_SRT-SMPT,p_LRT-MMUR,p_FIFO-SRWT
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,0,0.02,1,15,0,6,LRT-MMUR,2.0401,0.169,0.14875,0.16472,0.09247,0.09119,0.08453,0.09443,0.169,0.15491
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,1,0.02,2,15,0,6,LRT-MMUR,2.03984,0.16821,0.1486,0.16647,0.09254,0.09139,0.0842,0.09414,0.16821,0.15444
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,2,0.02,3,15,0,1,SPT-SRWT,2.03923,0.16839,0.1484,0.16839,0.09284,0.09158,0.08315,0.094,0.16793,0.15371
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,3,0.02,4,15,0,1,SPT-SRWT,2.03775,0.17054,0.14815,0.17054,0.09368,0.09196,0.08026,0.09406,0.16879,0.15256
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,4,0.02,5,15,0,1,SPT-SRWT,2.03783,0.17179,0.14795,0.17179,0.0933,0.09231,0.08063,0.09379,0.16752,0.1527
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,5,0.02,6,15,0,1,SPT-SRWT,2.0379,0.17292,0.14777,0.17292,0.09292,0.09264,0.08102,0.09354,0.16629,0.1529
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,6,0.02,7,15,0,1,SPT-SRWT,2.03796,0.17391,0.1476,0.17391,0.09252,0.09293,0.08143,0.09333,0.1651,0.15317
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,7,0.02,8,15,0,1,SPT-SRWT,2.03638,0.17534,0.14715,0.17534,0.09322,0.09361,0.07835,0.09337,0.16605,0.15291
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,8,0.02,9,15,0,1,SPT-SRWT,2.03639,0.1761,0.14694,0.1761,0.09288,0.09382,0.07861,0.09325,0.16505,0.15336
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,9,0.02,10,15,0,1,SPT-SRWT,2.03641,0.1767,0.14676,0.1767,0.09254,0.09397,0.07889,0.09315,0.1641,0.15389
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,10,0.02,11,15,0,1,SPT-SRWT,2.03643,0.17714,0.14662,0.17714,0.09221,0.09406,0.07919,0.09308,0.16321,0.1545
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,11,0.02,12,15,0,1,SPT-SRWT,2.03647,0.17743,0.14652,0.17743,0.09187,0.09408,0.07953,0.09305,0.16236,0.15517
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,12,0.02,13,15,0,1,SPT-SRWT,2.03653,0.17756,0.14646,0.17756,0.09154,0.09404,0.07989,0.09304,0.16158,0.1559
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,13,0.02,14,15,0,1,SPT-SRWT,2.03661,0.17753,0.14645,0.17753,0.09121,0.09393,0.08028,0.09308,0.16085,0.15666
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,14,0.02,15,15,0,1,SPT-SRWT,2.0367,0.17737,0.14648,0.17737,0.0909,0.09378,0.08069,0.09315,0.1602,0.15743
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,15,23.38,16,15,0,1,SPT-SRWT,2.04563,0.17676,0.1466,0.17676,0.09051,0.09392,0.09419,0.09657,0.14272,0.15874
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,16,30.28,17,15,0,1,SPT-SRWT,2.04573,0.17383,0.14723,0.17383,0.09003,0.09404,0.09325,0.09704,0.14501,0.15957
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,17,33.78,18,15,0,1,SPT-SRWT,2.04401,0.17433,0.14529,0.17433,0.08532,0.11223,0.08224,0.09778,0.16158,0.14123
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,18,47.82,19,15,0,1,SPT-SRWT,2.04645,0.17452,0.14881,0.17452,0.08961,0.09569,0.09255,0.09806,0.1446,0.15616
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,19,49.1,20,15,0,1,SPT-SRWT,2.04641,0.17023,0.14939,0.17023,0.08977,0.09517,0.0912,0.09849,0.1476,0.15814
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,20,53.42,21,15,0,1,SPT-SRWT,2.04204,0.17328,0.14581,0.17328,0.08614,0.11362,0.07735,0.09936,0.16586,0.13858
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,21,55.84,22,15,0,1,SPT-SRWT,2.04524,0.17076,0.14711,0.17076,0.08641,0.11493,0.079,0.10151,0.16163,0.13865
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,22,55.84,23,15,0,1,SPT-SRWT,2.04674,0.17354,0.14872,0.17354,0.08982,0.09549,0.09289,0.0982,0.14383,0.15752
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,23,60.78,24,15,0,1,SPT-SRWT,2.04506,0.17378,0.14605,0.17378,0.0845,0.11551,0.08251,0.09946,0.16152,0.13667
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,24,64.78,25,15,0,1,SPT-SRWT,2.04955,0.1701,0.14972,0.1701,0.08842,0.09663,0.09755,0.09897,0.14387,0.15474
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,25,66.62,26,15,0,1,SPT-SRWT,2.04974,0.16492,0.15046,0.16492,0.08879,0.09642,0.09571,0.09964,0.14757,0.15648
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,26,71.2,27,15,0,1,SPT-SRWT,2.04522,0.16917,0.14694,0.16917,0.08478,0.11559,0.08126,0.10056,0.16538,0.13632
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,27,74.52,28,15,0,1,SPT-SRWT,2.04542,0.17273,0.14698,0.17273,0.08413,0.11744,0.08223,0.10073,0.16256,0.13318
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,28,83.62,29,15,0,1,SPT-SRWT,2.04854,0.17202,0.1527,0.17202,0.08954,0.09768,0.0921,0.10049,0.14462,0.15084
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,29,84.64,30,15,0,1,SPT-SRWT,2.04604,0.16862,0.14929,0.16862,0.08599,0.11783,0.07854,0.10389,0.16256,0.13329
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,30,84.64,31,15,0,1,SPT-SRWT,2.04861,0.17153,0.15171,0.17153,0.08975,0.09723,0.09264,0.10017,0.14383,0.15313
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,31,92.72,32,15,0,1,SPT-SRWT,2.04766,0.16584,0.15065,0.16584,0.08497,0.11908,0.08139,0.10486,0.16353,0.12968
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,32,92.72,33,15,0,1,SPT-SRWT,2.05093,0.16813,0.15291,0.16813,0.089,0.09796,0.09606,0.10101,0.14487,0.15007
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,33,98.86,34,15,0,1,SPT-SRWT,2.04587,0.1706,0.14832,0.1706,0.08444,0.11859,0.08142,0.10226,0.16368,0.13069
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,34,101.56,35,15,0,1,SPT-SRWT,2.04959,0.16973,0.15434,0.16973,0.09004,0.0979,0.09201,0.10169,0.14503,0.14927
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,35,102.04,36,15,0,1,SPT-SRWT,2.04972,0.16444,0.15515,0.16444,0.09071,0.09777,0.09026,0.10197,0.14833,0.15138
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,36,106.42,37,15,0,6,LRT-MMUR,2.04394,0.16831,0.1494,0.16723,0.08592,0.11798,0.07679,0.10311,0.16831,0.13126
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,37,110.24,38,15,0,1,SPT-SRWT,2.04684,0.16578,0.15101,0.16578,0.08638,0.1186,0.07829,0.10579,0.16357,0.13057
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,38,110.24,39,15,0,1,SPT-SRWT,2.05008,0.16852,0.15379,0.16852,0.09062,0.09741,0.09243,0.10186,0.14427,0.15109
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,39,111.38,40,15,0,1,SPT-SRWT,2.05226,0.15952,0.15379,0.15952,0.09061,0.09763,0.09477,0.10217,0.14831,0.1532
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,40,114.28,41,15,0,6,LRT-MMUR,2.04687,0.16738,0.1489,0.1637,0.08546,0.11799,0.08069,0.10323,0.16738,0.13264
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,41,118.38,42,15,0,1,SPT-SRWT,2.04721,0.16785,0.14849,0.16785,0.085,0.11832,0.082,0.10311,0.16387,0.13135
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,42,120.14,43,15,0,1,SPT-SRWT,2.05244,0.16404,0.15365,0.16404,0.09037,0.09744,0.09625,0.1024,0.14524,0.15061
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,43,129.36,44,15,0,1,SPT-SRWT,2.04661,0.16726,0.14942,0.16726,0.08486,0.1189,0.08122,0.10375,0.16556,0.12903
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,44,130.22,45,15,0,1,SPT-SRWT,2.0523,0.16408,0.15494,0.16408,0.09031,0.09783,0.09528,0.10285,0.14647,0.14824
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,45,138.02,46,15,0,1,SPT-SRWT,2.04892,0.16649,0.15089,0.16649,0.08534,0.11835,0.0827,0.10603,0.16116,0.12903
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,46,138.02,47,15,0,1,SPT-SRWT,2.05103,0.17065,0.15336,0.17065,0.09038,0.0967,0.09566,0.10246,0.14201,0.14877
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,47,142.14,48,15,0,1,SPT-SRWT,2.05164,0.16538,0.15419,0.16538,0.09085,0.09745,0.09406,0.10264,0.14507,0.15036
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,48,144.44,49,15,0,1,SPT-SRWT,2.05176,0.15978,0.15498,0.15978,0.09155,0.09761,0.09222,0.1029,0.14843,0.15253
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,49,160.78,50,15,0,1,SPT-SRWT,2.0529,0.16295,0.1534,0.16295,0.09046,0.09754,0.0968,0.10244,0.14572,0.1507
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,50,163.3,51,15,0,1,SPT-SRWT,2.05287,0.16272,0.15235,0.16272,0.0905,0.09706,0.0975,0.10211,0.14474,0.15302
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,51,183.76,52,13,2,6,LRT-MMUR,2.05013,0.16502,0.15218,0.15872,0.08659,0.11776,0.08305,0.1057,0.16502,0.13098
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,52,183.76,53,13,2,1,SPT-SRWT,2.05321,0.15956,0.15428,0.15956,0.09125,0.09649,0.0975,0.10203,0.14646,0.15245
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,53,191.58,54,12,3,6,LRT-MMUR,2.04781,0.16573,0.15063,0.16379,0.08612,0.11678,0.08216,0.10299,0.16573,0.1318
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,54,197.4,55,12,3,1,SPT-SRWT,2.04779,0.16818,0.15013,0.16818,0.08569,0.11612,0.08331,0.10254,0.16218,0.13187
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,55,216.76,56,12,3,1,SPT-SRWT,2.05204,0.16505,0.15518,0.16505,0.0916,0.09513,0.09701,0.10209,0.14341,0.15054
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,56,222.16,57,11,4,1,SPT-SRWT,2.047,0.16804,0.15133,0.16804,0.08639,0.11556,0.08153,0.10308,0.16307,0.13098
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,57,224.62,58,11,4,1,SPT-SRWT,2.0517,0.16451,0.15661,0.16451,0.09233,0.09467,0.0956,0.10237,0.14395,0.14994
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,58,228.96,59,11,4,1,SPT-SRWT,2.04721,0.16762,0.1512,0.16762,0.08631,0.11561,0.08192,0.10293,0.16322,0.13119
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,59,238.72,60,11,4,1,SPT-SRWT,2.05189,0.16397,0.1564,0.16397,0.09228,0.09471,0.096,0.10226,0.14419,0.1502
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,60,244.74,61,11,4,1,SPT-SRWT,2.04717,0.16758,0.15116,0.16758,0.08634,0.11562,0.0818,0.10296,0.16332,0.13122
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,61,244.78,62,11,4,1,SPT-SRWT,2.05161,0.16465,0.15671,0.16465,0.09249,0.09471,0.09511,0.10252,0.144,0.14981
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,62,247.98,63,11,4,1,SPT-SRWT,2.05242,0.1587,0.15729,0.1587,0.09299,0.09557,0.09411,0.10283,0.14762,0.15089
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,63,262.24,64,11,4,1,SPT-SRWT,2.05178,0.16402,0.15647,0.16402,0.09239,0.09468,0.09565,0.10229,0.14426,0.15024
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,64,266.74,65,11,4,1,SPT-SRWT,2.05233,0.15879,0.15729,0.15879,0.09301,0.09552,0.09402,0.10278,0.1476,0.15098
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,65,270.64,66,11,4,1,SPT-SRWT,2.05258,0.15797,0.15695,0.15797,0.09287,0.09557,0.09464,0.1026,0.14798,0.15141
ckpt:cmp_flow_time/checkpoint_init,checkpoint,7,0,66,284.86,67,11,4,1,SPT-SRWT,2.04732,0.16698,0.15097,0.16698,0.08626,0.1157,0.08205,0.10277,0.16366,0.13162
