timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals
2026-06-04 15:10:47,s_10m_dynamic,LPT_MMUR,42,5399.66,17,10,67,3,134,-2.1113,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15
2026-06-04 15:11:40,s_10m_dynamic,LPT_MMUR,43,2766.67,9,10,36,3,72,-1.3682,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7
2026-06-04 15:12:21,s_10m_dynamic,LPT_MMUR,44,2100.0,7,10,29,3,58,-0.8642,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5
2026-06-04 15:15:19,m_15m_dynamic,LPT_MMUR,42,9166.67,28,15,123,5,246,-1.799,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25
2026-06-04 15:18:24,m_15m_dynamic,LPT_MMUR,43,9500.0,28,15,122,5,244,-1.8193,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25
2026-06-04 15:21:24,m_15m_dynamic,LPT_MMUR,44,9200.0,28,15,130,5,260,-1.3545,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25
2026-06-04 15:26:20,l_20m_dynamic,LPT_MMUR,42,14866.67,39,20,210,6,420,-1.602,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35
2026-06-04 15:31:17,l_20m_dynamic,LPT_MMUR,43,14966.67,39,20,206,6,412,-1.5711,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35
2026-06-04 15:36:35,l_20m_dynamic,LPT_MMUR,44,15833.34,39,20,220,6,440,-1.3473,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35
2026-06-04 15:44:07,xl_25m_dynamic,LPT_MMUR,42,22133.34,50,25,312,8,624,-1.2897,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45
2026-06-04 15:51:36,xl_25m_dynamic,LPT_MMUR,43,21766.67,50,25,301,8,602,-1.2932,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45
2026-06-04 15:59:01,xl_25m_dynamic,LPT_MMUR,44,22166.67,50,25,310,8,620,-1.1748,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45
2026-06-04 15:09:26,s_10m_dynamic,LPT_SMPT,42,1132.07,4,10,13,3,26,-0.9744,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,2
2026-06-04 15:10:18,s_10m_dynamic,LPT_SMPT,43,2733.33,9,10,36,3,72,-1.359,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7
2026-06-04 15:11:01,s_10m_dynamic,LPT_SMPT,44,2200.0,7,10,29,3,58,-0.8987,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5
2026-06-04 15:13:55,m_15m_dynamic,LPT_SMPT,42,8933.33,28,15,123,5,246,-1.7825,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25
2026-06-04 15:16:57,m_15m_dynamic,LPT_SMPT,43,9266.67,28,15,122,5,244,-1.7986,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25
2026-06-04 15:19:54,m_15m_dynamic,LPT_SMPT,44,9000.0,28,15,130,5,260,-1.3366,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25
