exp,scenario,failures,layout,agv,rule,seed,protocol,collisions,collision_s,near_misses,min_centre,parking_overlaps,deadlock,stalled,unfinished,makespan,jobs,flow,p95,flow_pen,failures_n,throughput,agv_busy,agv_route_wait,machine_util,transport_share,flow_quiet,flow_bottleneck,flow_standoff,flow_quiet_2b,flow_speed_trap,flow_burst,flow_starvation,flow_quiet_6b,flow_quiet_7_cooldown
E1_hold,compound_scenario_v2_fail,True,C,12,LRT_MMUR,45,holdPrevious,0,0.0,514,2.101,0,1,True,True,10262.14,533,321.73,1059.49,8329.28,194,51.938484565597435,0.11316369360256893,0.6486816265093506,0.030966666666666674,0.658308393204444,118.7,253.34074074074073,779.71875,,,,,,
E1_hold,compound_scenario_v2_fail,True,C,7,SPT_SRWT,45,holdPrevious,0,0.0,1136,2.101,0,0,False,False,15938.65,533,380.54,1067.36,380.54,290,33.440724277150196,0.680501261309548,0.06992902696993068,0.12021333333333332,0.48038900050535555,194.9826666666667,479.82222222222225,372.3753968253969,126.06666666666666,253.04444444444442,1136.7666666666667,535.2337349397591,124.92500000000001,130.08
E1_hold,compound_scenario_v2_fail,True,C,15,SPT_SRWT,45,holdPrevious,0,0.0,2895,2.094,0,0,True,True,37000.01,533,3649.43,15246.25,16852.0,667,14.405401512053645,0.10734220522282742,0.7695938640737304,0.03441333333333333,0.9432949019108601,3399.04,284.2,3867.8132530120483,127.925,254.17777777777778,3745.641379310345,14100.39393939394,,
E1_hold,compound_scenario_v2_fail,True,C,7,SPT_SRWT,42,holdPrevious,0,0.0,1198,2.101,0,0,False,False,15938.59,533,382.22,984.19,382.22,285,33.44085016303199,0.6781318619956794,0.06583106069698046,0.11801333333333333,0.49862336301934357,205.12533333333332,484.54814814814813,347.38650793650794,124.175,265.8611111111111,967.69,615.6795180722892,124.83333333333333,118.78
E1_hold,compound_scenario_v2_fail,True,C,5,SPT_SRWT,45,holdPrevious,0,0.0,258,2.101,0,0,False,False,15944.57,533,451.19,1265.32,451.19,290,33.42830819520376,0.8306190759612834,0.049097843341024565,0.12046666666666668,0.6120644953374985,300.396,603.7796296296297,387.5936507936508,144.08333333333334,304.36269841269836,865.02,810.1530120481927,116.3,122.95333333333333
E1_hold,compound_scenario_v2_fail,True,C,9,SPT_SRWT,44,holdPrevious,0,0.0,2207,2.084,0,0,False,False,16042.89,533,434.18,1274.33,434.18,281,33.223440415037444,0.5934694088436961,0.0930044399730971,0.11814666666666665,0.4490139496374961,185.368,548.1962962962963,454.96984126984125,126.56666666666666,291.91904761904766,1173.02,645.8373493975904,128.26666666666668,130.12666666666667
E1_hold,compound_scenario_v2_fail,True,C,3,SPT_SRWT,45,holdPrevious,0,0.0,8,2.106,0,0,False,False,21115.75,533,2819.06,5252.74,2819.06,384,25.24182186282751,0.9522814328956662,0.020785432674662277,0.09080666666666666,0.9560218896246571,1928.452,2279.3888888888887,2337.0801587301585,1022.2166666666667,3197.2785714285715,2638.076666666667,3791.710843373494,4299.125,5319.740000000001
E1_hold,compound_scenario_v2_fail,True,C,3,SPT_SRWT,42,holdPrevious,0,0.0,17,2.15,0,0,False,False,20728.41,533,2570.22,4745.28,2570.22,365,25.713501421479023,0.9519117320945827,0.021025893126068684,0.09194666666666666,0.9636150964705664,1849.36,2020.5611111111111,2145.7833333333333,993.9833333333332,2944.5476190476193,2363.1266666666666,3342.6301204819274,3942.8916666666664,4877.48
E1_hold,compound_scenario_v2_fail,True,C,9,LRT_MMUR,43,holdPrevious,0,0.0,1676,2.101,0,0,False,False,17578.39,533,1269.62,4308.67,1269.62,317,30.321320667023546,0.5722273516263752,0.1578214311246176,0.10812000000000001,0.3483330254690005,208.28133333333335,390.8314814814815,1677.479365079365,363.125,1118.1825396825398,1190.4033333333332,2928.9289156626505,139.23333333333332,192.27333333333334
E1_hold,compound_scenario_v2_fail,True,C,7,SPT_SRWT,46,holdPrevious,0,0.0,1179,2.101,0,0,False,False,15941.73,533,366.37,912.52,366.37,278,33.43426340804919,0.6764630581857445,0.06978539970254169,0.11933333333333333,0.5364823724308865,202.87333333333333,427.8462962962963,320.2015873015873,126.99166666666667,239.51190476190476,960.7966666666667,636.0710843373494,122.14166666666667,121.73333333333333
E1_hold,compound_scenario_v2_fail,True,C,12,LRT_MMUR,42,holdPrevious,0,0.0,909,2.101,0,0,True,True,37000.01,533,10857.83,24705.79,16939.69,638,14.405401512053645,0.13692775578529123,0.7906087953309563,0.03887333333333333,0.9716159729932983,9031.753333333334,11923.42037037037,8852.692391304347,3504.866666666667,7415.079365079365,10729.076666666666,17759.984337349397,,
E1_hold,compound_scenario_v2_fail,True,C,15,LRT_MMUR,43,holdPrevious,0,0.0,563,2.099,0,1,True,True,13256.63,533,184.95,304.35,11238.86,232,40.20629677376528,0.07781142970221944,0.7101826029692312,0.026386666666666666,0.5844872307246238,120.70370370370371,200.97407407407408,271.72,,,,,,
E1_hold,compound_scenario_v2_fail,True,C,12,SPT_SRWT,44,holdPrevious,0,0.0,885,2.101,0,0,True,True,37000.01,533,9895.62,18222.57,13607.85,643,14.405401512053645,0.1474921222994264,0.7806315007302252,0.04449333333333334,0.9805526487056477,8019.557333333334,8584.122222222222,9673.800793650793,5872.533333333333,8957.927941176471,10156.16,12880.145783132532,17894.399999999998,
E1_hold,compound_scenario_v2_fail,True,C,5,LRT_MMUR,42,holdPrevious,0,0.0,249,2.106,0,0,False,False,18064.45,533,1754.57,3687.52,1754.57,322,29.50546515393494,0.8483461162670327,0.06244330715853513,0.10278,0.7151537768957192,958.496,1463.6129629629631,1591.6309523809523,320.3666666666667,1759.197619047619,2167.96,3017.4602409638555,1592.2083333333333,1574.6933333333334
E1_hold,compound_scenario_v2_fail,True,C,5,SPT_SRWT,44,holdPrevious,0,0.0,275,2.101,0,0,False,False,16043.69,533,506.28,1311.1,506.28,281,33.221783766702046,0.8223598187200075,0.056290790958937756,0.11796666666666665,0.6165543125846084,328.5253333333334,782.7870370370371,434.50396825396825,131.70833333333334,304.26428571428573,937.37,905.8313253012049,259.21666666666664,123.69333333333334
E1_hold,compound_scenario_v2_fail,True,C,9,SPT_SRWT,42,holdPrevious,0,0.0,2499,2.101,0,0,False,False,15938.49,533,368.56,961.14,368.56,285,33.44105997494116,0.5800375206322695,0.07512115500136951,0.11842666666666665,0.4866695818657647,180.36266666666668,479.49444444444447,346.44444444444446,128.16666666666666,233.27539682539683,976.8066666666667,599.333734939759,130.51666666666668,121.6
E1_hold,compound_scenario_v2_fail,True,C,15,SPT_SRWT,44,holdPrevious,0,0.0,2607,2.094,0,0,True,True,37000.01,533,6334.0,25907.46,16632.71,643,14.405401512053645,0.12047387734940251,0.7553749129617351,0.03595999999999999,0.9455312449311162,4275.258666666667,211.4,6428.754347826087,123.59166666666665,277.7063492063492,6610.9,20129.652727272725,,
E1_hold,compound_scenario_v2_fail,True,C,3,LRT_MMUR,46,holdPrevious,0,0.0,24,2.15,0,0,False,False,21318.55,533,2987.44,5430.23,2987.44,372,25.001700397072035,0.9529536483485042,0.02115247050104252,0.08856,0.9494100651327081,2062.674666666667,2320.838888888889,2513.531746031746,1193.5583333333334,3444.4841269841268,2740.75,3950.4156626506024,4558.308333333333,5495.84
E1_hold,compound_scenario_v2_fail,True,C,3,LRT_MMUR,45,holdPrevious,0,0.0,19,2.106,0,0,False,False,22389.27,533,3384.96,6451.87,3384.96,407,23.806046378466114,0.9507826740219757,0.02332248140887726,0.08488666666666665,0.9267946103726332,2165.5,2455.1481481481483,2923.8896825396823,1503.1833333333334,4137.8015873015875,3234.14,4123.333734939759,5381.925,6502.553333333333
E1_hold,compound_scenario_v2_fail,True,C,12,LRT_MMUR,44,holdPrevious,0,0.0,388,2.101,0,1,True,True,15686.71,533,1272.0,4213.39,12404.43,277,33.97780669114174,0.11294380189769981,0.7348379615610923,0.03373333333333333,0.8757647922064733,115.27407407407408,204.8740740740741,1832.3517857142856,3749.6777777777775,7636.7,,,,
E1_hold,compound_scenario_v2_fail,True,C,7,LRT_MMUR,44,holdPrevious,0,0.0,615,2.101,0,0,False,False,17205.13,533,1211.2,3445.94,1211.2,298,30.979132386677694,0.6929953865088907,0.13422325617002434,0.10989333333333333,0.47168480623128195,398.92533333333336,1045.45,1232.6984126984128,206.61666666666667,1128.4444444444443,1281.8066666666666,2573.761445783133,204.17499999999998,312.3333333333333
E1_hold,compound_scenario_v2_fail,True,C,3,LRT_MMUR,43,holdPrevious,0,0.0,21,2.15,0,0,False,False,22071.85,533,3354.43,6252.48,3354.43,385,24.148406227842255,0.9522628748081079,0.024400914890837577,0.08731333333333333,0.9185838681571076,2212.0493333333334,2431.9481481481484,3098.9261904761906,1712.1083333333333,3967.730952380952,3135.7233333333334,4068.2698795180727,4577.033333333334,6204.953333333334
E1_hold,compound_scenario_v2_fail,True,C,5,LRT_MMUR,44,holdPrevious,0,0.0,279,2.101,0,0,False,False,18095.67,533,1690.65,3463.32,1690.65,315,29.454560124051778,0.8293897932488822,0.06338577129224837,0.10489333333333334,0.7313069107375961,868.6279999999999,1405.6074074074074,1496.9785714285713,569.8916666666667,1859.4595238095237,1764.7766666666669,2902.609638554217,1539.2666666666667,1198.9466666666667
E1_hold,compound_scenario_v2_fail,True,C,5,SPT_SRWT,43,holdPrevious,0,0.0,311,2.101,0,0,False,False,15937.55,533,423.35,1032.74,423.35,286,33.44303233558483,0.8176118663157135,0.04976498897258362,0.12032,0.6150130315145053,272.24133333333333,496.34999999999997,382.5103174603175,134.74166666666667,299.68174603174606,849.6333333333333,733.9987951807229,210.39166666666665,127.70666666666666
E1_hold,compound_scenario_v2_fail,True,C,12,SPT_SRWT,42,holdPrevious,0,0.0,2178,2.101,0,1,True,True,30454.55,533,2954.79,7803.45,6617.99,537,17.501489925150757,0.19897459219284697,0.6667227064592974,0.055139999999999995,0.9430277974770003,1849.5053333333333,3728.0611111111107,3555.235652173913,127.90833333333332,1595.4802469135802,1811.3899999999999,4256.5397590361445,6485.791666666667,
E1_hold,compound_scenario_v2_fail,True,C,12,SPT_SRWT,45,holdPrevious,0,0.0,718,2.106,0,1,True,True,13547.21,533,1032.85,3285.09,10109.2,245,39.343894425494256,0.13516165567178287,0.6803072366930164,0.03948,0.9042221447658881,126.74444444444444,283.51851851851853,1479.7169491525424,2560.383333333333,,,,,
E1_hold,compound_scenario_v2_fail,True,C,3,LRT_MMUR,42,holdPrevious,0,0.0,23,2.15,0,0,False,False,21512.77,533,2964.76,5575.69,2964.76,384,24.77598189354509,0.957961093186357,0.01849661077273328,0.08684666666666667,0.9448054111572686,2018.8239999999998,2305.6,2479.5119047619046,1128.3166666666666,3460.566666666667,2756.0566666666664,3859.606024096385,4494.341666666666,5690.1
E1_hold,compound_scenario_v2_fail,True,C,15,SPT_SRWT,46,holdPrevious,0,0.0,2074,2.094,0,1,True,True,24609.93,533,1768.94,11150.68,14067.94,425,21.657924260654134,0.12323632506607428,0.6849447899012038,0.03951333333333334,0.934220425894511,3324.4070175438596,254.44074074074072,263.3746031746031,128.20833333333334,224.43174603174603,8605.333333333334,,,
E1_hold,compound_scenario_v2_fail,True,C,9,SPT_SRWT,46,holdPrevious,0,0.0,2625,2.101,0,0,False,False,15937.77,533,350.72,978.92,350.72,278,33.44257069841013,0.5742253220564177,0.07048455754265916,0.11965333333333333,0.4914044161229787,175.84533333333331,418.71111111111117,311.6547619047619,128.725,229.80873015873016,1003.0966666666666,577.5048192771085,124.84166666666665,122.76
E1_hold,compound_scenario_v2_fail,True,C,5,SPT_SRWT,42,holdPrevious,0,0.0,258,2.101,0,0,False,False,15940.41,533,462.36,1206.91,462.36,285,33.437032046227166,0.8260210371000495,0.05639403252488486,0.11799333333333334,0.627210908093421,295.86266666666666,664.6777777777778,445.10238095238094,128.36666666666667,276.34999999999997,822.9733333333334,792.6554216867469,301.40000000000003,121.00666666666666
E1_hold,compound_scenario_v2_fail,True,C,9,SPT_SRWT,45,holdPrevious,0,0.0,2509,2.101,0,0,False,False,15938.59,533,365.92,1080.28,365.92,290,33.44085016303199,0.5883452258533116,0.0754788639814856,0.12005999999999999,0.44081382149086784,150.18666666666667,476.78888888888883,359.6222222222222,126.59166666666665,249.1904761904762,1131.6866666666667,511.47349397590364,126.20833333333333,125.19333333333334
E1_hold,compound_scenario_v2_fail,True,J,15,LRT_MMUR,42,holdPrevious,0,0.0,992,1.864,0,0,True,True,37000.01,533,12206.75,21901.72,16439.75,638,14.405401512053645,0.1080135924287588,0.8098058892416514,0.04206666666666666,0.9683723121596572,9435.401333333333,10519.205555555554,10702.124778761063,3564.866666666667,9699.746031746032,15072.806666666667,18793.102409638555,20373.341666666667,
E1_hold,compound_scenario_v2_fail,True,J,15,SPT_SRWT,43,holdPrevious,0,0.0,3196,1.871,0,0,True,False,28877.83,533,4594.86,13257.68,4594.86,497,18.45706550665337,0.17212604502023407,0.6435285707640312,0.06651333333333334,0.9539858093291886,1749.8066666666666,4355.631481481481,4627.852380952381,119.91666666666667,6275.420634920635,1439.9966666666667,4367.104819277109,9152.75,12791.073333333334
E1_hold,compound_scenario_v2_fail,True,J,9,LRT_MMUR,44,holdPrevious,0,0.0,1196,2.101,0,0,True,False,18745.77,533,1431.43,3806.47,1431.43,331,28.433081169778568,0.48706229606880785,0.30719202844754373,0.10170666666666667,0.565162718054461,498.628,1159.462962962963,1665.8999999999999,139.59166666666667,1412.6626984126983,1879.2333333333333,2499.0626506024096,169.64166666666668,502.3066666666666
E1_hold,compound_scenario_v2_fail,True,J,3,SPT_SRWT,46,holdPrevious,0,0.0,24,2.106,0,0,False,False,19001.05,533,1850.54,3280.24,1850.54,337,28.05108138760753,0.9475390395092201,0.027389714428062307,0.10081999999999999,0.9369282324330304,1276.6053333333332,1674.611111111111,1578.481746031746,607.6083333333333,1963.718253968254,1583.96,2628.430120481928,2762.775,3181.5733333333333
E1_hold,compound_scenario_v2_fail,True,J,15,LRT_MMUR,44,holdPrevious,0,0.0,1159,1.863,0,0,True,True,37000.01,533,10637.79,23294.69,17562.2,643,14.405401512053645,0.10123236903629666,0.8166457792849244,0.03779333333333333,0.9704535377824247,9371.937333333333,11653.018518518518,5006.392105263158,312.47499999999997,8596.76507936508,13705.18,18210.93253012048,,
E1_hold,compound_scenario_v2_fail,True,J,7,LRT_MMUR,42,holdPrevious,0,0.0,951,2.101,0,0,False,False,17294.19,533,1115.25,3749.06,1115.25,311,30.81959895201799,0.6556887436928652,0.11703897584762779,0.10834000000000003,0.35160162644025256,282.4893333333333,439.9111111111111,1520.1103174603174,119.45833333333333,739.5428571428571,1102.0733333333333,2730.4975903614454,153.67499999999998,119.84666666666666
E1_hold,compound_scenario_v2_fail,True,J,12,SPT_SRWT,43,holdPrevious,0,0.0,2592,1.879,0,0,True,False,21943.17,533,2118.19,5531.28,2118.19,384,24.29001826080735,0.27537384069849524,0.5017182263699062,0.08850666666666666,0.8881767913520362,684.688,2349.5685185185184,2315.269047619048,120.33333333333333,2839.4396825396825,1065.62,1771.855421686747,4739.216666666666,4261.84
E1_hold,compound_scenario_v2_fail,True,J,15,SPT_SRWT,42,holdPrevious,0,0.0,2758,1.863,0,0,True,False,32958.39,533,4894.35,17316.72,4894.35,567,16.171906455382075,0.14797684797912358,0.6987060350945543,0.05691333333333333,0.9605754012040749,1841.8133333333333,4764.894444444444,5145.745238095238,120.15833333333335,7000.6698412698415,1018.5233333333333,3193.5481927710844,10587.383333333333,17246.12
E1_hold,compound_scenario_v2_fail,True,J,12,SPT_SRWT,46,holdPrevious,0,0.0,2798,1.879,0,0,True,False,21051.55,533,2293.13,5891.36,2293.13,368,25.318800753388707,0.2906071049400163,0.473090580028549,0.08899333333333333,0.8930574340535722,813.2066666666667,2546.8777777777777,2647.7420634920636,117.39999999999999,2713.3595238095236,1035.0266666666666,2382.757831325301,4299.625,4426.24
E1_hold,compound_scenario_v2_fail,True,J,7,LRT_MMUR,45,holdPrevious,0,0.0,1143,2.101,0,0,False,False,17199.73,533,1063.06,3335.78,1063.06,309,30.988858546035317,0.6643582694113721,0.1049624450084806,0.11111333333333336,0.3227105520505929,169.7026666666667,738.312962962963,1570.8920634920635,140.34166666666667,710.1682539682539,1334.7933333333335,2184.714457831325,108.0,149.59333333333333
