timestamp,rule,seed,makespan,jobs,machines,total_ops,decisions,total_reward,timescale
2026-04-16 16:14:56,SPT_SMPT,42,2732.98,5,5,25,50,-1.0132,100.0000
2026-04-16 16:18:06,SPT_SMPT,42,9629.23,20,15,126,252,-0.7431,100.0000
2026-04-16 16:26:06,SPT_SMPT,42,20199.61,50,15,287,574,-0.6992,100.0000
2026-04-16 16:45:55,SPT_SMPT,42,46900.00,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:12,SPT_SMPT,42,11200.00,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:55,SPT_SRWT,42,2733.36,5,5,25,50,-1.0133,100.0000
2026-04-16 16:18:06,SPT_SRWT,42,9630.94,20,15,126,252,-0.7432,100.0000
2026-04-16 16:26:05,SPT_SRWT,42,20199.08,50,15,287,574,-0.6992,100.0000
2026-04-16 16:45:56,SPT_SRWT,42,46900.01,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:14,SPT_SRWT,42,11200.01,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:56,LPT_MMUR,42,2735.27,5,5,25,50,-1.0141,100.0000
2026-04-16 16:18:08,LPT_MMUR,42,9630.17,20,15,126,252,-0.7431,100.0000
2026-04-16 16:26:13,LPT_MMUR,42,20200.00,50,15,287,574,-0.6992,100.0000
2026-04-16 16:46:13,LPT_MMUR,42,46900.00,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:30,LPT_MMUR,42,11200.00,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:55,LPT_SMPT,42,2735.99,5,5,25,50,-1.0144,100.0000
2026-04-16 16:18:05,LPT_SMPT,42,9629.95,20,15,126,252,-0.7431,100.0000
2026-04-16 16:26:03,LPT_SMPT,42,20199.72,50,15,287,574,-0.6992,100.0000
2026-04-16 16:45:52,LPT_SMPT,42,46900.01,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:10,LPT_SMPT,42,11200.01,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:56,SRT_SRWT,42,2736.24,5,5,25,50,-1.0145,100.0000
2026-04-16 16:18:06,SRT_SRWT,42,9630.35,20,15,126,252,-0.7432,100.0000
2026-04-16 16:26:06,SRT_SRWT,42,20198.98,50,15,287,574,-0.6992,100.0000
2026-04-16 16:45:59,SRT_SRWT,42,46900.00,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:17,SRT_SRWT,42,11200.00,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:56,SRT_SMPT,42,2735.55,5,5,25,50,-1.0142,100.0000
2026-04-16 16:18:08,SRT_SMPT,42,9630.27,20,15,126,252,-0.7431,100.0000
2026-04-16 16:26:10,SRT_SMPT,42,20200.00,50,15,287,574,-0.6992,100.0000
2026-04-16 16:46:09,SRT_SMPT,42,46900.00,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:27,SRT_SMPT,42,11200.00,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:55,LRT_MMUR,42,2734.39,5,5,25,50,-1.0138,100.0000
2026-04-16 16:18:05,LRT_MMUR,42,9629.97,20,15,126,252,-0.7431,100.0000
2026-04-16 16:26:00,LRT_MMUR,42,20198.10,50,15,287,574,-0.6991,100.0000
2026-04-16 16:45:43,LRT_MMUR,42,46900.01,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:00,LRT_MMUR,42,11200.01,30,15,158,316,-0.7004,100.0000
2026-04-16 16:14:56,SDT_SRWT,42,2734.95,5,5,25,50,-1.0140,100.0000
2026-04-16 16:18:05,SDT_SRWT,42,9629.16,20,15,126,252,-0.7431,100.0000
2026-04-16 16:26:02,SDT_SRWT,42,20198.12,50,15,287,574,-0.6991,100.0000
2026-04-16 16:45:47,SDT_SRWT,42,46900.01,100,20,679,1358,-0.6883,100.0000
2026-04-16 16:50:04,SDT_SRWT,42,11200.00,30,15,158,316,-0.7004,100.0000
