exp,scenario,failures,layout,agv,rule,seed,protocol,collisions,collision_s,near_misses,min_centre,parking_overlaps,deadlock,stalled,unfinished,makespan,jobs,flow,p95,flow_pen,failures_n,throughput,agv_busy,agv_route_wait,machine_util,transport_share,flow_quiet,flow_bottleneck,flow_standoff,flow_quiet_2b,flow_speed_trap,flow_burst,flow_starvation,flow_quiet_6b,flow_quiet_7_cooldown
E1fix_rel,compound_scenario_v2_fail,True,J,15,SPT_SRWT,43,releasePrevious,0,0.0,8909,1.962,0,0,False,False,15929.55,533,353.19,1003.82,353.19,285,33.459827804300815,0.36768035924848264,0.039324065442317375,0.12100666666666668,0.39067147232012667,118.01066666666665,393.237037037037,343.49285714285713,116.79166666666667,241.3230158730159,984.7099999999999,608.0987951807228,116.08333333333333,111.33999999999999
E1fix_rel,compound_scenario_v2_fail,True,J,15,SPT_SRWT,42,releasePrevious,0,0.0,8431,1.958,0,0,False,False,15928.77,533,374.98,1156.52,374.98,285,33.46146626512907,0.3669645134767678,0.051847903719705504,0.11758666666666667,0.40623381717732043,141.096,432.7796296296296,399.28015873015875,117.03333333333335,221.7404761904762,1010.9766666666667,636.9120481927711,116.75,111.02666666666667
E1fix_rel,compound_scenario_v2_fail,True,J,12,LRT_MMUR,43,releasePrevious,0,0.0,5749,1.962,0,0,False,False,17374.15,533,1192.52,4326.29,1192.52,314,30.67775977529836,0.44511467707293106,0.11486230981083966,0.10974,0.26109335402511075,136.82266666666666,316.73888888888894,1757.8079365079363,179.95833333333334,844.0214285714286,1308.1133333333335,2826.4734939759037,112.38333333333333,204.66
E1fix_rel,compound_scenario_v2_fail,True,J,12,LRT_MMUR,46,releasePrevious,0,0.0,5889,1.962,0,0,False,False,17200.33,533,980.19,3377.0,980.19,302,30.987777560081692,0.46560996213444733,0.12521910916825432,0.10855333333333331,0.3312964884140249,230.66666666666666,626.7481481481482,1174.5674603174602,115.575,720.4698412698413,1096.4366666666667,2350.720481927711,118.84166666666665,113.8
E1fix_rel,compound_scenario_v2_fail,True,J,12,LRT_MMUR,45,releasePrevious,0,0.0,5833,1.962,0,0,False,False,16910.51,533,1081.74,3864.52,1081.74,301,31.518860164477598,0.45519689628915194,0.1080799258370485,0.11246,0.26185800743086424,152.7626666666667,622.5222222222221,1503.7746031746033,127.44166666666666,632.4309523809524,1247.2666666666667,2650.6686746987953,107.59166666666665,139.26666666666668
E1fix_rel,compound_scenario_v2_fail,True,J,15,SPT_SRWT,45,releasePrevious,0,0.0,9221,1.959,0,0,False,False,15932.17,533,354.47,1054.19,354.47,290,33.45432543087351,0.3692887200341615,0.04198206103332649,0.11971333333333334,0.3393757221517382,119.67866666666666,424.17777777777775,350.52142857142854,112.93333333333334,235.96825396825398,1174.1966666666667,523.3228915662651,113.425,118.31333333333333
E1fix_rel,compound_scenario_v2_fail,True,J,12,LRT_MMUR,42,releasePrevious,0,0.0,5929,1.959,0,0,False,False,16855.89,533,990.72,3633.46,990.72,300,31.620994204399768,0.4512552189966436,0.09358865061411768,0.11134,0.2507018221621274,151.99866666666665,315.63518518518515,1341.8484126984126,113.425,506.2142857142857,1112.0533333333333,2756.9325301204817,127.14999999999999,112.0
E1fix_rel,compound_scenario_v2_fail,True,J,15,SPT_SRWT,44,releasePrevious,0,0.0,9089,1.959,0,0,False,False,16003.99,533,398.69,1284.26,398.69,281,33.30419476643012,0.3810585568557175,0.05980225347970516,0.1188333333333333,0.4016435795643851,139.84,575.5981481481481,356.531746031746,112.05,224.6325396825397,1239.9933333333333,675.0975903614458,115.47500000000001,115.96000000000001
E1fix_rel,compound_scenario_v2_fail,True,J,12,LRT_MMUR,44,releasePrevious,0,0.0,5445,1.962,0,0,False,False,16736.51,533,985.5,2995.68,985.5,290,31.846543873244784,0.4781033600593354,0.13563052671474918,0.11250666666666669,0.3521523979086656,195.77466666666666,707.5759259259258,1068.4833333333333,131.91666666666666,737.1214285714286,1273.7233333333331,2428.289156626506,136.59166666666667,126.14
E1fix_rel,compound_scenario_v2_fail,True,J,15,SPT_SRWT,46,releasePrevious,0,0.0,8272,1.959,0,0,False,False,15928.79,533,359.13,1158.14,359.13,278,33.46142425130848,0.36397114909544287,0.051672893337577214,0.11856,0.39948561191859017,139.536,491.8888888888889,288.25079365079364,116.19166666666666,212.2515873015873,1195.1399999999999,615.2144578313254,111.64166666666667,111.36
