timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals
2026-06-12 19:32:29,30j_15m_agv15,SPT_SMPT,42,9935.51,30,15,144,15,288,-0.6807,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:37:49,30j_15m_agv15,SPT_SMPT,43,10733.33,30,15,154,15,308,-0.6905,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:42:41,30j_15m_agv15,SPT_SMPT,44,9833.33,30,15,142,15,284,-0.6854,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:32:21,30j_15m_agv15,SPT_SRWT,42,9930.93,30,15,144,15,288,-0.6804,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:37:26,30j_15m_agv15,SPT_SRWT,43,10466.67,30,15,154,15,308,-0.6732,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:42:10,30j_15m_agv15,SPT_SRWT,44,9800.00,30,15,142,15,284,-0.6808,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:32:29,30j_15m_agv15,LPT_MMUR,42,10161.77,30,15,144,15,288,-0.6964,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:37:53,30j_15m_agv15,LPT_MMUR,43,11333.33,30,15,154,15,308,-0.7273,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:42:38,30j_15m_agv15,LPT_MMUR,44,10000.00,30,15,142,15,284,-0.6948,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:32:30,30j_15m_agv15,LPT_SMPT,42,9868.32,30,15,144,15,288,-0.6784,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:37:48,30j_15m_agv15,LPT_SMPT,43,10800.00,30,15,154,15,308,-0.6948,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:42:34,30j_15m_agv15,LPT_SMPT,44,9700.00,30,15,142,15,284,-0.6737,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:46:06,30j_15m_agv15,SRT_SRWT,42,9828.77,30,15,144,15,288,-0.6733,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:51:19,30j_15m_agv15,SRT_SRWT,43,10666.67,30,15,154,15,308,-0.6840,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:56:11,30j_15m_agv15,SRT_SRWT,44,9900.00,30,15,142,15,284,-0.6878,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:46:11,30j_15m_agv15,SRT_SMPT,42,9930.54,30,15,144,15,288,-0.6804,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:51:35,30j_15m_agv15,SRT_SMPT,43,11200.00,30,15,154,15,308,-0.7186,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:56:20,30j_15m_agv15,SRT_SMPT,44,9766.67,30,15,142,15,284,-0.6808,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:46:29,30j_15m_agv15,LRT_MMUR,42,10298.02,30,15,144,15,288,-0.7082,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:51:57,30j_15m_agv15,LRT_MMUR,43,11333.33,30,15,154,15,308,-0.7294,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:56:55,30j_15m_agv15,LRT_MMUR,44,10233.33,30,15,142,15,284,-0.7113,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:46:17,30j_15m_agv15,SDT_SRWT,42,9697.22,30,15,144,15,288,-0.6642,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:51:20,30j_15m_agv15,SDT_SRWT,43,10533.33,30,15,154,15,308,-0.6753,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:56:03,30j_15m_agv15,SDT_SRWT,44,9766.67,30,15,142,15,284,-0.6808,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:46:19,30j_15m_agv15,Random,42,9762.05,30,15,144,15,288,-0.6687,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:51:24,30j_15m_agv15,Random,43,10566.67,30,15,154,15,308,-0.6775,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 19:56:07,30j_15m_agv15,Random,44,9766.67,30,15,142,15,284,-0.6784,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
