instance,Assemble,Inspect,Lathe,Mill,Weld,__imbalance__
med_capctl_cap15,9.855185185185185,8.813827160493826,9.067777777777778,9.04037037037037,10.414567901234568,1.1816169878978038
med_capctl_cap150,9.739382716049382,9.612962962962962,9.529506172839506,9.479876543209876,9.839876543209876,1.0379751780900413
med_capctl_cap400,9.938024691358025,9.385925925925926,9.811481481481481,9.612962962962962,9.627777777777778,1.0588219819535423
med_capctl_cap50,9.654814814814815,9.176913580246914,9.528024691358025,9.419753086419753,10.007037037037037,1.090457804743519
