timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored
2026-08-13 12:17:09,med_lam0p0120_multiple,LPT_MMUR,42,12766.67,106,15,690,5,1380,-0.4104,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,96,0.012,83.3,114.6,11000.0,2137.74,3700.0,6200.0,942.45,0
2026-08-13 12:22:27,med_lam0p0120_multiple,LPT_MMUR,43,12700.0,106,15,692,5,1384,-0.393,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,96,0.012,83.3,79.2,7600.0,3299.06,5033.33,6733.33,2083.65,0
2026-08-13 12:27:24,med_lam0p0120_multiple,LPT_MMUR,44,11933.34,106,15,676,5,1352,-0.3655,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,96,0.012,83.3,87.5,8400.0,2836.48,5533.33,7800.0,1395.6,0
2026-08-13 13:10:05,med_lam0p0240_multiple,LPT_MMUR,42,22266.67,202,15,1296,5,2592,-0.3352,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,192,0.024,41.7,51.7,9933.3,6808.58,11733.33,12333.33,5549.34,0
2026-08-13 13:20:14,med_lam0p0240_multiple,LPT_MMUR,43,22700.0,202,15,1300,5,2600,-0.3206,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,192,0.024,41.7,45.5,8733.3,8151.49,13566.66,14366.67,6836.96,0
2026-08-13 13:30:14,med_lam0p0240_multiple,LPT_MMUR,44,22266.67,202,15,1315,5,2630,-0.3067,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,192,0.024,41.7,41.5,7966.7,7942.58,13966.66,14700.0,6467.99,0
2026-08-13 14:36:16,med_lam0p0360_multiple,LPT_MMUR,42,33100.0,298,15,1929,5,3858,-0.3006,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,288,0.036,27.8,31.3,9000.0,12497.09,23266.69,24100.0,11113.87,0
2026-08-13 14:52:46,med_lam0p0360_multiple,LPT_MMUR,43,33100.0,298,15,1926,5,3852,-0.2873,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,288,0.036,27.8,29.9,8600.0,13188.48,23900.0,24933.34,11897.32,0
2026-08-13 15:09:41,med_lam0p0360_multiple,LPT_MMUR,44,32666.69,298,15,1942,5,3884,-0.2774,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,288,0.036,27.8,29.3,8433.3,13033.89,23500.0,25500.0,11536.35,0
2026-08-13 16:20:12,med_lam0p0440_multiple,LPT_MMUR,42,34266.69,310,15,2004,5,4008,-0.2783,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,26.1,7833.4,13880.11,25733.38,26833.31,12542.37,0
2026-08-13 16:37:30,med_lam0p0440_multiple,LPT_MMUR,43,35000.0,310,15,2004,5,4008,-0.2703,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,24.1,7233.4,14503.55,26366.63,27800.0,13233.76,0
2026-08-13 16:54:27,med_lam0p0440_multiple,LPT_MMUR,44,34066.63,310,15,2018,5,4036,-0.2593,100.0,multiple,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,24.6,7366.6,14275.81,25833.38,26766.63,12782.69,0
