timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored
2026-08-13 12:01:11,med_lam0p0120_single,LPT_MMUR,42,13064.99,106,15,690,5,1380,-0.4149,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,96,0.012,83.3,114.9,11031.7,2266.82,3400.0,4333.33,1231.6,0
2026-08-13 12:06:43,med_lam0p0120_single,LPT_MMUR,43,13200.0,106,15,692,5,1384,-0.4002,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,96,0.012,83.3,79.2,7600.0,3465.41,5366.67,6866.67,2432.08,0
2026-08-13 12:11:50,med_lam0p0120_single,LPT_MMUR,44,12233.33,106,15,676,5,1352,-0.3699,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,96,0.012,83.3,87.5,8400.0,2977.67,4666.67,7500.0,1685.53,0
2026-08-13 12:38:09,med_lam0p0240_single,LPT_MMUR,42,23533.33,202,15,1296,5,2592,-0.3451,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,192,0.024,41.7,51.7,9933.3,7472.11,12900.0,13633.34,6307.26,0
2026-08-13 12:49:32,med_lam0p0240_single,LPT_MMUR,43,23600.0,202,15,1300,5,2600,-0.3276,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,192,0.024,41.7,45.5,8733.3,8393.24,14466.66,15000.0,7334.49,0
2026-08-13 13:00:12,med_lam0p0240_single,LPT_MMUR,44,23333.34,202,15,1315,5,2630,-0.3146,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,192,0.024,41.7,41.5,7966.7,8274.09,15066.67,15666.67,7161.72,0
2026-08-13 13:46:45,med_lam0p0360_single,LPT_MMUR,42,34300.0,298,15,1929,5,3858,-0.3068,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,288,0.036,27.8,31.3,9000.0,12967.0,24333.33,25300.0,11821.36,0
2026-08-13 14:03:34,med_lam0p0360_single,LPT_MMUR,43,34866.67,298,15,1926,5,3852,-0.2967,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,288,0.036,27.8,29.9,8600.0,13848.66,25133.33,26300.0,12716.22,0
2026-08-13 14:20:16,med_lam0p0360_single,LPT_MMUR,44,34466.66,298,15,1942,5,3884,-0.2865,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,288,0.036,27.8,29.3,8433.3,13715.33,25066.69,26033.34,12485.35,0
2026-08-13 15:27:56,med_lam0p0440_single,LPT_MMUR,42,35733.34,310,15,2004,5,4008,-0.2859,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,26.1,7833.3,14519.79,26566.69,28200.0,13253.99,0
2026-08-13 15:45:49,med_lam0p0440_single,LPT_MMUR,43,36166.66,310,15,2004,5,4008,-0.2761,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,24.1,7233.3,15157.1,27933.34,28966.66,14127.63,0
2026-08-13 16:03:19,med_lam0p0440_single,LPT_MMUR,44,35433.34,310,15,2018,5,4036,-0.2659,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,300,0.044,22.7,24.6,7366.7,14857.31,27000.0,28166.66,13644.63,0
