cell,rule,seed,agv,failures,makespan,jobs_censored,watchdog,stall_recoveries,orphan_agvs,first_stall,orphans_released,gridlock,recovered
agv10_LPT_MMUR,LPT_MMUR,42,10,71,4161.94,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,43,10,75,4296.36,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,44,10,88,5163.42,0,False,0,0,-1.0,5,False,False
agv10_LPT_MMUR,LPT_MMUR,45,10,89,4417.72,0,False,0,0,-1.0,3,False,False
agv10_LPT_MMUR,LPT_MMUR,46,10,80,4599.54,0,False,0,0,-1.0,1,False,False
agv10_LPT_MMUR,LPT_MMUR,47,10,75,3982.58,0,False,0,0,-1.0,2,False,False
agv10_LPT_MMUR,LPT_MMUR,48,10,88,4912.82,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,49,10,83,4844.44,0,False,0,0,-1.0,6,False,False
agv10_LPT_MMUR,LPT_MMUR,50,10,86,4488.02,0,False,0,0,-1.0,3,False,False
agv10_LPT_MMUR,LPT_MMUR,51,10,97,4991.66,0,False,0,0,-1.0,3,False,False
agv10_LPT_MMUR,LPT_MMUR,52,10,81,4798.76,0,False,0,0,-1.0,2,False,False
agv10_LPT_MMUR,LPT_MMUR,53,10,113,5213.7,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,54,10,87,4193.32,0,False,0,0,-1.0,3,False,False
agv10_LPT_MMUR,LPT_MMUR,55,10,86,4968.76,0,False,0,0,-1.0,1,False,False
agv10_LPT_MMUR,LPT_MMUR,56,10,74,4308.86,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,57,10,87,4512.3,0,False,0,0,-1.0,3,False,False
agv10_LPT_MMUR,LPT_MMUR,58,10,72,4190.8,0,False,0,0,-1.0,4,False,False
agv10_LPT_MMUR,LPT_MMUR,59,10,74,4051.94,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,60,10,73,4213.12,0,False,0,0,-1.0,0,False,False
agv10_LPT_MMUR,LPT_MMUR,61,10,82,4258.38,0,False,0,0,-1.0,3,False,False
agv10_LRT_MMUR,LRT_MMUR,42,10,71,4161.94,0,False,0,0,-1.0,0,False,False
agv10_LRT_MMUR,LRT_MMUR,43,10,75,4296.36,0,False,0,0,-1.0,0,False,False
agv10_LRT_MMUR,LRT_MMUR,44,10,88,5050.24,0,False,0,0,-1.0,4,False,False
agv10_LRT_MMUR,LRT_MMUR,45,10,83,4128.62,0,False,0,0,-1.0,4,False,False
agv10_LRT_MMUR,LRT_MMUR,46,10,80,4599.54,0,False,0,0,-1.0,1,False,False
