timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_parking_overlap_events,agv_min_centre_distance,reservation_protocol,proto,cell,gl,recovered,stall_recovery_count,rec,floor_ev,appr_ev
2026-09-20 20:16:07,mfsweep_shard0,LRT_MMUR,53,5585.74,137,15,274,5,698,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,119,7412.3,0,0.0,0.0,0.0,-1.0,1016.12,2266.64,3709.12,689.06,0,1016.12,2266.64,3709.12,0,-1.0,-1.0,0,0,0.0,1,0.66,23,2.062,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:21:01,mfsweep_shard0,LRT_MMUR,54,5020.2,137,15,274,5,648,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,99,5985.2,0,0.0,0.0,0.0,-1.0,962.66,1916.89,3075.97,622.62,0,962.66,1916.89,3075.97,0,-1.0,-1.0,0,0,0.0,0,0.0,12,2.757,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:25:35,mfsweep_shard0,LRT_MMUR,55,4674.52,137,15,274,5,612,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,81,4875.6,0,0.0,0.0,0.0,-1.0,735.1,1558.65,2166.69,493.56,0,735.1,1558.65,2166.69,0,-1.0,-1.0,1,0,0.0,1,0.68,6,2.047,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:30:12,mfsweep_shard0,LRT_MMUR,56,4788.8,137,15,274,5,607,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,82,4997.0,0,0.0,0.0,0.0,-1.0,587.1,1077.85,1295.82,400.35,0,587.1,1077.85,1295.82,0,-1.0,-1.0,0,0,0.0,0,0.0,18,2.548,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:34:45,mfsweep_shard0,LRT_MMUR,57,4735.08,137,15,274,5,667,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,93,5553.3,0,0.0,0.0,0.0,-1.0,678.32,1562.78,2185.67,406.31,0,678.32,1562.78,2185.67,0,-1.0,-1.0,0,0,0.0,0,0.0,12,2.77,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:39:03,mfsweep_shard0,LRT_MMUR,58,4400.58,137,15,274,5,611,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,78,5295.0,0,0.0,0.0,0.0,-1.0,609.96,1331.61,1772.84,397.48,0,609.96,1331.61,1772.84,0,-1.0,-1.0,0,1,0.7,2,2.02,12,0.315,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,1.0,0.0
2026-09-20 20:43:29,mfsweep_shard0,LRT_MMUR,59,4589.94,137,15,274,5,640,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,82,5052.9,0,0.0,0.0,0.0,-1.0,677.44,1291.76,1781.13,409.78,0,677.44,1291.76,1781.13,0,-1.0,-1.0,0,0,0.0,3,1.94,9,2.062,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:48:17,mfsweep_shard0,LRT_MMUR,60,4972.1,137,15,274,5,672,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,86,5781.3,0,0.0,0.0,0.0,-1.0,793.6,1428.78,2329.05,544.79,0,793.6,1428.78,2329.05,0,-1.0,-1.0,0,0,0.0,0,0.0,18,2.708,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-20 20:53:31,mfsweep_shard0,LRT_MMUR,61,5397.7,137,15,274,5,720,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,98,6204.7,0,0.0,0.0,0.0,-1.0,849.13,2097.62,2506.83,562.91,0,849.13,2097.62,2506.83,0,-1.0,-1.0,0,0,0.0,1,0.66,22,2.053,holdPrevious,hold,agv5_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:36:21,mfsweep_shard0,LRT_MMUR,42,4928.54,137,15,274,12,677,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,88,5774.6,0,0.0,0.0,0.0,-1.0,745.66,1662.96,1662.96,664.56,134,4836.94,4928.54,4928.54,1,4928.5,508.2,0,0,0.0,3,1.92,17,2.068,holdPrevious,hold,agv12_LRT_MMUR,True,False,260,False,0.0,0.0
2026-09-21 01:39:58,mfsweep_shard0,LRT_MMUR,43,4070.46,137,15,274,12,538,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,73,4947.5,0,0.0,0.0,0.0,-1.0,475.12,763.91,763.91,388.44,129,3860.51,4070.46,4070.46,1,4070.5,779.4,0,0,0.0,2,1.28,13,2.069,holdPrevious,hold,agv12_LRT_MMUR,True,False,203,False,0.0,0.0
2026-09-21 01:43:40,mfsweep_shard0,LRT_MMUR,44,4386.9,137,15,274,12,377,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,73,4255.4,0,0.0,0.0,0.0,-1.0,429.52,991.57,991.57,345.41,126,4069.15,4386.9,4386.9,1,4386.9,853.4,0,0,0.0,5,3.06,21,2.047,holdPrevious,hold,agv12_LRT_MMUR,True,False,227,False,0.0,0.0
2026-09-21 01:48:06,mfsweep_shard0,LRT_MMUR,45,5214.96,137,15,274,12,437,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,104,6353.0,0,0.0,0.0,0.0,-1.0,268.07,314.31,314.31,197.77,132,5034.41,5214.96,5214.96,1,5215.0,652.7,2,1,0.7,10,6.78,22,0.179,holdPrevious,hold,agv12_LRT_MMUR,True,False,271,False,1.0,0.0
2026-09-21 01:50:49,mfsweep_shard0,LRT_MMUR,46,3319.68,137,15,254,12,494,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,61,4007.5,0,0.0,0.0,0.0,-1.0,226.74,259.54,259.54,150.48,125,3270.97,3319.68,3319.68,1,3319.7,483.1,0,0,0.0,3,1.94,14,2.053,holdPrevious,hold,agv12_LRT_MMUR,True,False,182,False,0.0,0.0
2026-09-21 01:54:57,mfsweep_shard0,LRT_MMUR,47,5020.22,137,15,274,12,660,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,93,5771.0,0,0.0,0.0,0.0,-1.0,701.97,1888.79,1888.79,623.04,132,4862.62,5020.22,5020.22,1,5020.2,471.9,0,1,0.68,6,4.52,14,0.038,holdPrevious,hold,agv12_LRT_MMUR,True,False,257,False,1.0,0.0
2026-09-21 01:57:46,mfsweep_shard0,LRT_MMUR,48,3512.86,137,15,268,12,576,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,63,4500.7,0,0.0,0.0,0.0,-1.0,275.4,275.4,275.4,200.74,133,3488.7,3512.86,3512.86,1,3512.9,483.7,0,0,0.0,2,1.28,13,2.069,holdPrevious,hold,agv12_LRT_MMUR,True,False,179,False,0.0,0.0
2026-09-21 02:01:03,mfsweep_shard0,LRT_MMUR,49,4210.96,137,15,274,12,395,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,73,4924.7,0,0.0,0.0,0.0,-1.0,804.63,1168.54,1168.54,691.55,130,4036.91,4210.96,4210.96,1,4211.0,472.7,1,0,0.0,7,4.22,18,2.068,holdPrevious,hold,agv12_LRT_MMUR,True,False,173,False,0.0,0.0
2026-09-21 02:04:33,mfsweep_shard0,LRT_MMUR,50,4952.8,137,15,274,12,705,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,90,5672.5,0,0.0,0.0,0.0,-1.0,231.51,261.88,261.88,159.78,134,4849.41,4952.8,4952.8,1,4952.8,464.4,1,0,0.0,3,1.96,14,2.047,holdPrevious,hold,agv12_LRT_MMUR,True,False,258,False,0.0,0.0
2026-09-21 02:07:15,mfsweep_shard0,LRT_MMUR,51,3817.64,137,15,274,12,796,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,75,5214.2,0,0.0,0.0,0.0,-1.0,332.19,406.4,406.4,253.38,132,3690.43,3817.64,3817.64,1,3817.6,615.9,0,0,0.0,5,3.2,19,2.068,holdPrevious,hold,agv12_LRT_MMUR,True,False,191,False,0.0,0.0
2026-09-21 00:45:20,mfsweep_shard0,LRT_MMUR,42,3427.18,137,15,262,10,288,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,63,4434.3,0,0.0,0.0,0.0,-1.0,258.77,300.24,300.24,194.23,129,3378.81,3427.18,3427.18,1,3427.2,515.5,0,0,0.0,5,3.3,12,1.973,holdPrevious,hold,agv10_LRT_MMUR,True,False,152,False,0.0,0.0
2026-09-21 00:49:25,mfsweep_shard0,LRT_MMUR,43,4841.62,137,15,274,10,836,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,86,5974.6,0,0.0,0.0,0.0,-1.0,576.21,1605.08,1605.08,479.7,132,4685.95,4841.62,4841.62,1,4841.6,526.2,0,0,0.0,2,1.3,8,2.053,holdPrevious,hold,agv10_LRT_MMUR,True,False,215,False,0.0,0.0
2026-09-21 00:56:38,mfsweep_shard0,LRT_MMUR,44,8311.78,137,15,274,10,558,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,145,8702.2,0,0.0,0.0,0.0,-1.0,1044.07,4668.52,4668.52,933.21,123,7569.09,8311.78,8311.78,1,8311.8,847.2,0,0,0.0,7,4.56,15,2.053,holdPrevious,hold,agv10_LRT_MMUR,True,False,378,False,0.0,0.0
2026-09-21 01:03:24,mfsweep_shard0,LRT_MMUR,45,7710.62,137,15,274,10,579,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,144,8774.1,0,0.0,0.0,0.0,-1.0,2482.66,4279.63,4279.63,2393.47,127,7329.01,7710.62,7710.62,1,7710.6,616.9,3,0,0.0,3,1.64,12,2.068,holdPrevious,hold,agv10_LRT_MMUR,True,False,359,False,0.0,0.0
2026-09-21 01:06:38,mfsweep_shard0,LRT_MMUR,46,3872.4,137,15,274,10,431,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,69,4549.2,0,0.0,0.0,0.0,-1.0,229.74,251.13,251.13,159.42,132,3739.45,3872.4,3872.4,1,3872.4,559.8,2,0,0.0,8,6.84,17,1.366,holdPrevious,hold,agv10_LRT_MMUR,True,False,175,False,0.0,0.0
2026-09-21 01:14:24,mfsweep_shard0,LRT_MMUR,47,8872.84,137,15,274,10,1097,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,154,9507.9,0,0.0,0.0,0.0,-1.0,1154.29,4072.87,4072.87,1052.77,129,8422.12,8872.84,8872.84,1,8872.8,569.4,0,0,0.0,2,1.28,12,2.068,holdPrevious,hold,agv10_LRT_MMUR,True,False,398,False,0.0,0.0
2026-09-21 01:20:18,mfsweep_shard0,LRT_MMUR,48,6941.24,137,15,274,10,1234,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,127,8249.1,0,0.0,0.0,0.0,-1.0,1107.67,3757.26,3757.26,1039.33,133,6770.91,6941.24,6941.24,1,6941.2,484.0,1,0,0.0,2,1.3,9,2.053,holdPrevious,hold,agv10_LRT_MMUR,True,False,328,False,0.0,0.0
2026-09-21 01:23:48,mfsweep_shard0,LRT_MMUR,49,3995.14,137,15,274,10,466,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,71,4770.0,0,0.0,0.0,0.0,-1.0,474.64,688.49,688.49,365.13,122,3609.68,3995.14,3995.14,1,3995.1,649.6,1,0,0.0,7,4.56,25,1.994,holdPrevious,hold,agv10_LRT_MMUR,True,False,154,False,0.0,0.0
2026-09-21 01:28:22,mfsweep_shard0,LRT_MMUR,50,5289.1,137,15,274,10,827,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,99,6218.4,0,0.0,0.0,0.0,-1.0,747.92,2131.4,2131.4,671.53,131,5090.21,5289.1,5289.1,1,5289.1,558.2,1,1,0.68,6,4.7,9,0.545,holdPrevious,hold,agv10_LRT_MMUR,True,False,223,False,1.0,0.0
2026-09-21 01:32:00,mfsweep_shard0,LRT_MMUR,51,4203.14,137,15,274,10,329,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,84,5787.0,0,0.0,0.0,0.0,-1.0,292.01,411.12,411.12,202.52,132,4060.4,4203.14,4203.14,1,4203.1,629.3,0,0,0.0,2,1.28,12,2.068,holdPrevious,hold,agv10_LRT_MMUR,True,False,190,False,0.0,0.0
2026-09-21 00:48:18,mfsweep_shard0,LRT_MMUR,42,5515.24,137,15,274,8,638,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,101,6450.3,0,0.0,0.0,0.0,-1.0,878.21,2407.52,3595.18,505.32,0,878.21,2407.52,3595.18,0,-1.0,-1.0,0,0,0.0,7,5.5,112,1.815,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 00:54:24,mfsweep_shard0,LRT_MMUR,43,5518.86,137,15,274,8,710,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,99,6750.2,0,0.0,0.0,0.0,-1.0,1098.99,2478.09,3680.58,680.23,0,1098.99,2478.09,3680.58,0,-1.0,-1.0,0,0,0.0,9,5.06,95,2.053,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:01:08,mfsweep_shard0,LRT_MMUR,44,6226.36,137,15,274,8,796,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,106,6296.1,0,0.0,0.0,0.0,-1.0,1425.46,3059.35,3761.25,994.05,0,1425.46,3059.35,3761.25,0,-1.0,-1.0,0,0,0.0,2,1.28,106,2.069,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:06:22,mfsweep_shard0,LRT_MMUR,45,4780.74,137,15,274,8,669,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,99,6034.8,0,0.0,0.0,0.0,-1.0,789.67,1513.8,2442.05,513.24,0,789.67,1513.8,2442.05,0,-1.0,-1.0,1,0,0.0,7,4.4,56,2.047,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:11:20,mfsweep_shard0,LRT_MMUR,46,4571.08,137,15,274,8,626,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,79,5213.9,0,0.0,0.0,0.0,-1.0,691.27,1541.52,1984.61,379.52,0,691.27,1541.52,1984.61,0,-1.0,-1.0,2,1,0.68,14,9.3,72,0.146,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,1.0,0.0
2026-09-21 01:16:50,mfsweep_shard0,LRT_MMUR,47,5080.16,137,15,274,8,625,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,96,5904.5,0,0.0,0.0,0.0,-1.0,797.95,1638.09,2541.59,488.82,0,797.95,1638.09,2541.59,0,-1.0,-1.0,1,0,0.0,10,6.14,93,2.047,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:22:40,mfsweep_shard0,LRT_MMUR,48,5380.58,137,15,274,8,744,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,97,6538.7,0,0.0,0.0,0.0,-1.0,1116.1,2547.07,3970.42,773.74,0,1116.1,2547.07,3970.42,0,-1.0,-1.0,1,1,0.68,8,5.94,73,0.146,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,1.0,0.0
2026-09-21 01:27:54,mfsweep_shard0,LRT_MMUR,49,4845.44,137,15,274,8,619,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,83,5465.4,0,0.0,0.0,0.0,-1.0,808.05,1439.95,2749.59,490.54,0,808.05,1439.95,2749.59,0,-1.0,-1.0,1,2,1.4,9,6.86,46,0.081,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,2.0,0.0
2026-09-21 01:33:18,mfsweep_shard0,LRT_MMUR,50,4956.66,137,15,274,8,676,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,90,5672.5,0,0.0,0.0,0.0,-1.0,852.75,1699.73,2690.33,587.31,0,852.75,1699.73,2690.33,0,-1.0,-1.0,1,2,1.36,15,9.76,59,0.439,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,2.0,0.0
2026-09-21 01:38:41,mfsweep_shard0,LRT_MMUR,51,4967.7,137,15,274,8,624,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,97,6731.8,0,0.0,0.0,0.0,-1.0,720.65,1376.11,2066.02,430.01,0,720.65,1376.11,2066.02,0,-1.0,-1.0,1,0,0.0,1,0.64,79,2.069,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:44:16,mfsweep_shard0,LRT_MMUR,52,5329.2,137,15,274,8,667,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,95,6411.0,0,0.0,0.0,0.0,-1.0,1120.07,2550.32,3490.92,691.88,0,1120.07,2550.32,3490.92,0,-1.0,-1.0,0,0,0.0,4,2.6,59,2.047,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:51:00,mfsweep_shard0,LRT_MMUR,53,6323.32,137,15,274,8,779,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,130,8071.4,0,0.0,0.0,0.0,-1.0,1360.04,3303.84,4830.35,813.87,0,1360.04,3303.84,4830.35,0,-1.0,-1.0,0,0,0.0,5,3.06,102,2.062,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 01:56:22,mfsweep_shard0,LRT_MMUR,54,5066.98,137,15,274,8,688,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,99,5985.2,0,0.0,0.0,0.0,-1.0,1033.95,2101.29,3517.55,714.82,0,1033.95,2101.29,3517.55,0,-1.0,-1.0,0,0,0.0,4,2.6,49,2.047,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 02:01:34,mfsweep_shard0,LRT_MMUR,55,5455.58,137,15,274,8,737,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,96,5707.8,0,0.0,0.0,0.0,-1.0,1123.48,2378.52,3719.73,707.73,0,1123.48,2378.52,3719.73,0,-1.0,-1.0,0,0,0.0,2,1.28,71,2.069,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 02:05:27,mfsweep_shard0,LRT_MMUR,56,4476.44,137,15,274,8,577,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,77,4652.9,0,0.0,0.0,0.0,-1.0,602.96,1178.45,1722.51,381.56,0,602.96,1178.45,1722.51,0,-1.0,-1.0,0,1,0.7,17,10.78,44,0.062,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,1.0,0.0
2026-09-21 02:09:44,mfsweep_shard0,LRT_MMUR,57,5392.7,137,15,274,8,676,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,107,6239.2,0,0.0,0.0,0.0,-1.0,863.82,2134.31,2976.57,488.15,0,863.82,2134.31,2976.57,0,-1.0,-1.0,0,0,0.0,2,1.3,96,2.062,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 02:13:10,mfsweep_shard0,LRT_MMUR,58,4941.94,137,15,274,8,650,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,89,5824.0,0,0.0,0.0,0.0,-1.0,722.14,1713.59,2484.75,368.36,0,722.14,1713.59,2484.75,0,-1.0,-1.0,0,0,0.0,9,5.88,80,2.047,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
2026-09-21 02:16:10,mfsweep_shard0,LRT_MMUR,59,4699.9,137,15,274,8,611,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,84,5237.2,0,0.0,0.0,0.0,-1.0,680.39,1236.07,1473.46,426.07,0,680.39,1236.07,1473.46,0,-1.0,-1.0,0,1,0.7,11,7.9,70,0.078,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,1.0,0.0
2026-09-21 02:18:51,mfsweep_shard0,LRT_MMUR,60,4924.0,137,15,274,8,651,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,84,5635.2,0,0.0,0.0,0.0,-1.0,784.59,1724.79,2374.59,498.24,0,784.59,1724.79,2374.59,0,-1.0,-1.0,0,1,0.62,15,9.74,72,0.613,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,1.0,0.0
2026-09-21 02:21:35,mfsweep_shard0,LRT_MMUR,61,5315.78,137,15,274,8,724,0.0,100.0,single,fixed,mf,1.5,900.0,812.4,4.0,0.5,97,6147.6,0,0.0,0.0,0.0,-1.0,818.53,2004.83,2771.07,478.22,0,818.53,2004.83,2771.07,0,-1.0,-1.0,2,0,0.0,8,6.32,93,1.95,holdPrevious,hold,agv8_LRT_MMUR,False,False,0,False,0.0,0.0
