timestamp,rule,seed,makespan,jobs,machines,total_ops,decisions,total_reward,timescale
2026-04-12 15:53:03,LRT_MMUR,42,1169.84,5,5,25,50,-0.4149,100.0000
2026-04-12 15:54:08,LRT_MMUR,42,6469.40,20,15,126,252,-0.4948,100.0000
2026-04-12 15:56:30,LRT_MMUR,42,14182.41,50,15,287,574,-0.4867,100.0000
2026-04-12 16:01:57,LRT_MMUR,42,32673.59,100,20,679,1358,-0.4779,100.0000
2026-04-12 16:03:05,LRT_MMUR,42,6834.92,30,15,158,316,-0.4205,100.0000
2026-04-12 16:06:45,LRT_MMUR,42,1169.79,5,5,25,50,-0.4149,100.0000
2026-04-12 16:07:49,LRT_MMUR,42,6468.71,20,15,126,252,-0.4948,100.0000
2026-04-12 16:10:09,LRT_MMUR,42,13980.66,50,15,287,574,-0.4797,100.0000
2026-04-12 16:15:36,LRT_MMUR,42,32669.44,100,20,679,1358,-0.4779,100.0000
2026-04-12 16:16:44,LRT_MMUR,42,6824.52,30,15,158,316,-0.4199,100.0000
2026-04-12 16:21:16,LRT_MMUR,42,1169.76,5,5,25,50,-0.4149,100.0000
2026-04-12 16:22:20,LRT_MMUR,42,6468.85,20,15,126,252,-0.4948,100.0000
2026-04-12 16:24:42,LRT_MMUR,42,14184.66,50,15,287,574,-0.4868,100.0000
