timestamp,rule,seed,makespan,jobs,machines,total_ops,decisions,total_reward,timescale
2026-04-12 15:53:07,SRT_SMPT,42,1493.55,5,5,25,50,-0.5641,100.0000
2026-04-12 15:53:36,SRT_SMPT,42,2902.95,20,15,126,252,-0.2104,100.0000
2026-04-12 15:54:40,SRT_SMPT,42,6390.22,50,15,287,574,-0.2133,100.0000
2026-04-12 15:56:43,SRT_SMPT,42,12334.14,100,20,679,1358,-0.1775,100.0000
2026-04-12 15:57:22,SRT_SMPT,42,3856.48,30,15,158,316,-0.2333,100.0000
2026-04-12 16:06:48,SRT_SMPT,42,1493.54,5,5,25,50,-0.5641,100.0000
2026-04-12 16:07:17,SRT_SMPT,42,2899.82,20,15,126,252,-0.2101,100.0000
2026-04-12 16:08:19,SRT_SMPT,42,6167.23,50,15,287,574,-0.2055,100.0000
2026-04-12 16:10:22,SRT_SMPT,42,12296.07,100,20,679,1358,-0.1770,100.0000
2026-04-12 16:11:00,SRT_SMPT,42,3852.32,30,15,158,316,-0.2331,100.0000
2026-04-12 16:21:19,SRT_SMPT,42,1493.52,5,5,25,50,-0.5641,100.0000
2026-04-12 16:21:49,SRT_SMPT,42,3022.82,20,15,126,252,-0.2292,100.0000
2026-04-12 16:22:51,SRT_SMPT,42,6168.30,50,15,287,574,-0.2056,100.0000
2026-04-12 16:24:52,SRT_SMPT,42,12089.19,100,20,679,1358,-0.1762,100.0000
2026-04-12 16:25:30,SRT_SMPT,42,3839.55,30,15,158,316,-0.2323,100.0000
