timestamp,rule,seed,makespan,jobs,machines,total_ops,decisions,total_reward,timescale
2026-04-12 15:53:07,SDT_SRWT,42,1493.90,5,5,25,50,-0.5642,100.0000
2026-04-12 15:53:36,SDT_SRWT,42,2932.15,20,15,126,252,-0.2235,100.0000
2026-04-12 15:54:36,SDT_SRWT,42,5972.82,50,15,287,574,-0.1969,100.0000
2026-04-12 15:56:22,SDT_SRWT,42,10636.29,100,20,679,1358,-0.1518,100.0000
2026-04-12 15:56:54,SDT_SRWT,42,3194.42,30,15,158,316,-0.1923,100.0000
2026-04-12 16:06:48,SDT_SRWT,42,1493.53,5,5,25,50,-0.5641,100.0000
2026-04-12 16:07:17,SDT_SRWT,42,2930.53,20,15,126,252,-0.2234,100.0000
2026-04-12 16:08:14,SDT_SRWT,42,5689.67,50,15,287,574,-0.1870,100.0000
2026-04-12 16:10:01,SDT_SRWT,42,10638.45,100,20,679,1358,-0.1518,100.0000
2026-04-12 16:10:29,SDT_SRWT,42,2859.25,30,15,158,316,-0.1751,100.0000
2026-04-12 16:21:19,SDT_SRWT,42,1493.60,5,5,25,50,-0.5641,100.0000
2026-04-12 16:21:53,SDT_SRWT,42,3378.58,20,15,126,252,-0.2589,100.0000
2026-04-12 16:22:51,SDT_SRWT,42,5831.15,50,15,287,574,-0.1919,100.0000
2026-04-12 16:24:38,SDT_SRWT,42,10713.45,100,20,679,1358,-0.1529,100.0000
2026-04-12 16:25:07,SDT_SRWT,42,2895.50,30,15,158,316,-0.1774,100.0000
