timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-13 16:58:47,s_10m_dynamic,LPT_MMUR,42,5397.77,17,10,67,3,134,-2.1086,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.004,250.0,302.1,4531.1
2026-06-13 16:58:47,s_10m_dynamic,LPT_MMUR,42,5397.77,17,10,67,3,134,-2.1086,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.004,250.0,302.1,4531.1
2026-06-13 16:59:41,s_10m_dynamic,LPT_MMUR,43,2766.67,9,10,36,3,72,-1.3682,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.004,250.0,276.2,1933.3
2026-06-13 16:59:41,s_10m_dynamic,LPT_MMUR,43,2766.67,9,10,36,3,72,-1.3682,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.004,250.0,276.2,1933.3
2026-06-13 17:00:22,s_10m_dynamic,LPT_MMUR,44,2100.0,7,10,29,3,58,-0.8642,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.004,250.0,213.3,1066.7
2026-06-13 17:00:22,s_10m_dynamic,LPT_MMUR,44,2100.0,7,10,29,3,58,-0.8642,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.004,250.0,213.3,1066.7
2026-06-13 17:03:23,m_15m_dynamic,LPT_MMUR,42,9166.67,28,15,123,5,246,-1.799,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.004,250.0,308.0,7700.0
2026-06-13 17:03:23,m_15m_dynamic,LPT_MMUR,42,9166.67,28,15,123,5,246,-1.799,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.004,250.0,308.0,7700.0
2026-06-13 17:06:31,m_15m_dynamic,LPT_MMUR,43,9500.0,28,15,122,5,244,-1.8193,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.004,250.0,308.0,7700.0
2026-06-13 17:06:31,m_15m_dynamic,LPT_MMUR,43,9500.0,28,15,122,5,244,-1.8193,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.004,250.0,308.0,7700.0
2026-06-13 17:09:35,m_15m_dynamic,LPT_MMUR,44,9200.0,28,15,130,5,260,-1.3545,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.004,250.0,260.0,6500.0
2026-06-13 17:09:35,m_15m_dynamic,LPT_MMUR,44,9200.0,28,15,130,5,260,-1.3545,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.004,250.0,260.0,6500.0
2026-06-13 17:14:37,l_20m_dynamic,LPT_MMUR,42,14866.67,39,20,210,6,420,-1.602,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35,0.004,250.0,317.1,11100.0
2026-06-13 17:14:37,l_20m_dynamic,LPT_MMUR,42,14866.67,39,20,210,6,420,-1.602,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35,0.004,250.0,317.1,11100.0
2026-06-13 17:19:41,l_20m_dynamic,LPT_MMUR,43,14966.66,39,20,206,6,412,-1.5711,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35,0.004,250.0,301.0,10533.3
2026-06-13 17:19:41,l_20m_dynamic,LPT_MMUR,43,14966.66,39,20,206,6,412,-1.5711,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35,0.004,250.0,301.0,10533.3
2026-06-13 17:25:05,l_20m_dynamic,LPT_MMUR,44,15833.34,39,20,220,6,440,-1.3473,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35,0.004,250.0,282.9,9900.0
2026-06-13 17:25:05,l_20m_dynamic,LPT_MMUR,44,15833.34,39,20,220,6,440,-1.3473,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,35,0.004,250.0,282.9,9900.0
2026-06-13 17:32:46,xl_25m_dynamic,LPT_MMUR,42,22133.33,50,25,312,8,624,-1.2897,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45,0.005,200.0,279.3,12566.7
2026-06-13 17:32:46,xl_25m_dynamic,LPT_MMUR,42,22133.33,50,25,312,8,624,-1.2897,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45,0.005,200.0,279.3,12566.7
2026-06-13 17:40:23,xl_25m_dynamic,LPT_MMUR,43,21766.67,50,25,301,8,602,-1.2932,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45,0.005,200.0,223.7,10066.7
2026-06-13 17:40:23,xl_25m_dynamic,LPT_MMUR,43,21766.67,50,25,301,8,602,-1.2932,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45,0.005,200.0,223.7,10066.7
2026-06-13 17:47:50,xl_25m_dynamic,LPT_MMUR,44,22166.66,50,25,310,8,620,-1.1748,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45,0.005,200.0,223.0,10033.3
2026-06-13 17:47:50,xl_25m_dynamic,LPT_MMUR,44,22166.66,50,25,310,8,620,-1.1748,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,45,0.005,200.0,223.0,10033.3
2026-06-13 16:57:25,s_10m_dynamic,LPT_SMPT,42,1132.41,4,10,13,3,26,-0.9749,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.004,250.0,316.2,632.4
2026-06-13 16:57:25,s_10m_dynamic,LPT_SMPT,42,1132.41,4,10,13,3,26,-0.9749,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.004,250.0,316.2,632.4
2026-06-13 16:58:18,s_10m_dynamic,LPT_SMPT,43,2733.33,9,10,36,3,72,-1.359,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.004,250.0,276.2,1933.3
2026-06-13 16:58:18,s_10m_dynamic,LPT_SMPT,43,2733.33,9,10,36,3,72,-1.359,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.004,250.0,276.2,1933.3
2026-06-13 16:59:01,s_10m_dynamic,LPT_SMPT,44,2200.0,7,10,29,3,58,-0.8987,100.0,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.004,250.0,213.3,1066.7
