instance,time_traveling,time_waiting_route,time_loading,time_unloading,time_idle,transport_share,idle_share,coverage
l008_baseline,14917.177142857143,4445.478624338624,497.92042328042334,504.06031746031744,9653.087407407407,0.49694382888293265,0.32158348654050195,1.0000001181755618
l008_burst,18158.23613756614,8583.130158730159,775.5298412698413,783.4348148148148,1726.829417989418,0.604727888299722,0.05750838272333496,0.9999999627852674
l008_mf_high,12455.9373015873,7184.530793650794,424.2273015873016,427.68063492063493,9537.259841269843,0.4147973241340953,0.3175883886149405,1.0000001954893123
l008_mf_high_burst,11282.594708994708,11817.209735449736,480.9210582010582,484.24719576719576,5285.644021164021,0.3794603152937978,0.18428578177614727,0.999999952406598
l008_mf_low,12831.82947089947,6674.936455026455,434.4744973544973,439.01661375661376,9599.9926984127,0.4280166582305062,0.3203039537686942,0.9999999177914867
