timestamp,instance,rule,seed,makespan,job_id,is_dynamic,arrival_time,op_index,machine_type_required,eligible_machine_count,min_proc_time,max_proc_time,mean_proc_time,proc_time_spread,travel_time,queue_entry_time,proc_start_time,proc_end_time,realized_proc_time,queue_wait_time
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,0,0,0.0,0,Mill,3,15.0,15.0,15.0,0.0,18.7,31.6,31.6,46.6,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,0,0,0.0,1,Weld,3,59.6,59.6,59.6,0.0,24.5,95.4,95.4,155.0,59.6,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,1,0,26.3,0,Mill,3,15.0,15.0,15.0,0.0,19.7,61.0,61.0,76.0,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,1,0,26.3,1,Weld,3,39.3,39.3,39.3,0.0,24.0,118.2,155.0,194.4,39.4,36.8
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,2,0,52.6,0,Mill,3,15.0,15.0,15.0,0.0,16.9,80.7,80.7,95.7,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,2,0,52.6,1,Weld,3,47.6,47.6,47.6,0.0,34.3,150.1,150.1,197.7,47.6,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,3,0,78.8,0,Mill,3,15.0,15.0,15.0,0.0,17.7,110.1,110.1,125.2,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,3,0,78.8,1,Weld,3,45.9,45.9,45.9,0.0,28.1,177.1,197.7,243.6,45.9,20.7
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,4,0,105.1,0,Mill,3,15.0,15.0,15.0,0.0,33.7,151.8,151.8,166.8,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,4,0,105.1,1,Weld,3,62.8,62.8,62.8,0.0,15.8,184.9,184.9,247.7,62.8,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,5,0,131.4,0,Mill,3,15.0,15.0,15.0,0.0,44.8,188.1,188.1,203.1,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,5,0,131.4,1,Weld,3,60.8,60.8,60.8,0.0,23.9,233.2,247.7,308.6,60.9,14.5
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,6,0,157.7,0,Mill,3,15.0,15.0,15.0,0.0,58.1,237.1,237.1,252.1,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,6,0,157.7,1,Weld,3,67.9,67.9,67.9,0.0,18.4,283.2,308.6,376.5,68.0,25.4
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,7,0,183.9,0,Mill,3,15.0,15.0,15.0,0.0,49.0,249.4,252.1,267.2,15.0,2.7
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,7,0,183.9,1,Weld,3,41.4,41.4,41.4,0.0,22.6,294.3,429.0,470.4,41.4,134.7
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,8,0,210.2,0,Mill,3,15.0,15.0,15.0,0.0,25.9,254.7,254.7,269.7,15.0,0.0
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,8,0,210.2,1,Weld,3,52.4,52.4,52.4,0.0,42.5,365.2,376.5,429.0,52.4,11.3
2026-09-20 12:03:08,mfsweep_control_nofail,LRT_MMUR,42,4968.42,9,0,236.5,0,Mill,3,15.0,15.0,15.0,0.0,23.4,280.1,280.1,295.1,15.0,0.0
