timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-26 03:48:56,med_capctl_cap400,LPT_SMPT,44,181366.69,410,15,2669,5,5338,-0.7754,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.3
2026-06-25 21:36:20,med_capctl_cap15,LRT_MMUR,42,12166.61,25,15,170,5,340,-0.7178,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.7,399.9
2026-06-25 21:40:36,med_capctl_cap15,LRT_MMUR,43,12366.67,25,15,168,5,336,-0.7425,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
2026-06-25 21:44:39,med_capctl_cap15,LRT_MMUR,44,11600.0,25,15,163,5,326,-0.7127,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
2026-06-25 21:54:47,med_capctl_cap50,LRT_MMUR,42,28433.34,60,15,394,5,788,-0.754,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:05:15,med_capctl_cap50,LRT_MMUR,43,28866.67,60,15,396,5,792,-0.7631,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
2026-06-25 22:15:15,med_capctl_cap50,LRT_MMUR,44,27900.0,60,15,387,5,774,-0.7474,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:44:45,med_capctl_cap150,LRT_MMUR,42,75233.34,160,15,1034,5,2068,-0.803,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
2026-06-25 23:13:04,med_capctl_cap150,LRT_MMUR,43,74033.33,160,15,1031,5,2062,-0.7845,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
2026-06-25 23:41:44,med_capctl_cap150,LRT_MMUR,44,75166.69,160,15,1041,5,2082,-0.7844,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
