timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-28 12:02:01,med_capctl_cap400,LPT_MMUR,42,46663.75,410,15,2637,5,5274,-0.2946,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10130.4
2026-06-28 12:26:36,med_capctl_cap400,LPT_MMUR,43,47666.67,410,15,2655,5,5310,-0.2854,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-28 12:50:52,med_capctl_cap400,LPT_MMUR,44,46700.01,410,15,2669,5,5338,-0.2757,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.3
2026-06-28 12:02:48,med_capctl_cap400,LPT_SMPT,42,47365.45,410,15,2637,5,5274,-0.2975,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10132.1
2026-06-28 12:27:45,med_capctl_cap400,LPT_SMPT,43,47466.68,410,15,2655,5,5310,-0.2847,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-28 12:52:36,med_capctl_cap400,LPT_SMPT,44,47533.34,410,15,2669,5,5338,-0.2788,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.3
2026-06-28 12:01:40,med_capctl_cap400,LRT_MMUR,42,46232.41,410,15,2637,5,5274,-0.2932,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.2,10099.1
2026-06-28 12:25:52,med_capctl_cap400,LRT_MMUR,43,47366.67,410,15,2655,5,5310,-0.2842,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-28 12:50:19,med_capctl_cap400,LRT_MMUR,44,47066.67,410,15,2669,5,5338,-0.277,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.3
2026-06-28 12:02:00,med_capctl_cap400,SDT_SRWT,42,46163.87,410,15,2637,5,5274,-0.2928,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10130.5
2026-06-28 12:26:31,med_capctl_cap400,SDT_SRWT,43,46933.34,410,15,2655,5,5310,-0.2825,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-28 12:50:44,med_capctl_cap400,SDT_SRWT,44,46166.67,410,15,2669,5,5338,-0.2736,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.3
2026-06-28 12:02:40,med_capctl_cap400,SPT_SMPT,42,47265.44,410,15,2637,5,5274,-0.297,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10132.1
2026-06-28 12:27:34,med_capctl_cap400,SPT_SMPT,43,47466.67,410,15,2655,5,5310,-0.2845,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
