timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_parking_overlap_events,agv_min_centre_distance,reservation_protocol
2026-09-20 19:23:11,mfsweep_shard0,SPT_SRWT,42,6311.44,137,15,274,3,599,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,113,7179.2,0,0.00000,0.0,0.0,-1.0,1519.83,2682.94,2763.99,1440.75,0,1519.83,2682.94,2763.99,0,-1.0,-1.0,0,0,0.00,0,0.00,2,2.735,holdPrevious
2026-09-20 19:29:41,mfsweep_shard0,SPT_SRWT,43,6655.84,137,15,274,3,616,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,117,7833.7,0,0.00000,0.0,0.0,-1.0,1573.73,2826.43,3178.91,1482.93,0,1573.73,2826.43,3178.91,0,-1.0,-1.0,0,0,0.00,0,0.00,5,2.762,holdPrevious
2026-09-20 19:35:37,mfsweep_shard0,SPT_SRWT,44,6455.64,137,15,274,3,610,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,111,6560.3,0,0.00000,0.0,0.0,-1.0,1527.75,2813.17,2949.85,1445.35,0,1527.75,2813.17,2949.85,0,-1.0,-1.0,0,0,0.00,0,0.00,4,2.770,holdPrevious
2026-09-20 19:41:30,mfsweep_shard0,SPT_SRWT,45,6379.60,137,15,274,3,614,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,124,7508.4,0,0.00000,0.0,0.0,-1.0,1538.94,2693.00,2833.89,1456.32,0,1538.94,2693.00,2833.89,0,-1.0,-1.0,0,0,0.00,0,0.00,2,2.770,holdPrevious
2026-09-20 19:47:16,mfsweep_shard0,SPT_SRWT,46,6268.14,137,15,274,3,584,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,112,6910.3,0,0.00000,0.0,0.0,-1.0,1422.67,2575.40,2737.23,1340.23,0,1422.67,2575.40,2737.23,0,-1.0,-1.0,0,0,0.00,0,0.00,2,2.758,holdPrevious
2026-09-20 19:53:13,mfsweep_shard0,SPT_SRWT,47,6436.56,137,15,274,3,606,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,117,7150.5,0,0.00000,0.0,0.0,-1.0,1605.72,2828.55,2910.77,1524.88,0,1605.72,2828.55,2910.77,0,-1.0,-1.0,0,0,0.00,0,0.00,1,2.770,holdPrevious
2026-09-20 19:59:08,mfsweep_shard0,SPT_SRWT,48,6404.54,137,15,274,3,613,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,114,7498.3,0,0.00000,0.0,0.0,-1.0,1517.59,2766.45,2857.09,1433.32,0,1517.59,2766.45,2857.09,0,-1.0,-1.0,0,1,0.70,2,2.00,2,0.370,holdPrevious
2026-09-20 20:05:04,mfsweep_shard0,SPT_SRWT,49,6432.76,137,15,274,3,601,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,104,6931.4,0,0.00000,0.0,0.0,-1.0,1522.55,2782.86,2868.87,1438.33,0,1522.55,2782.86,2868.87,0,-1.0,-1.0,1,0,0.00,0,0.00,1,2.770,holdPrevious
2026-09-20 20:11:05,mfsweep_shard0,SPT_SRWT,50,6516.60,137,15,274,3,617,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,127,7814.6,0,0.00000,0.0,0.0,-1.0,1522.89,2823.32,2969.15,1438.32,0,1522.89,2823.32,2969.15,0,-1.0,-1.0,0,0,0.00,0,0.00,3,2.742,holdPrevious
2026-09-20 20:17:12,mfsweep_shard0,SPT_SRWT,51,6569.72,137,15,274,3,605,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,126,8709.4,0,0.00000,0.0,0.0,-1.0,1628.39,2915.12,3048.55,1547.05,0,1628.39,2915.12,3048.55,0,-1.0,-1.0,0,0,0.00,0,0.00,1,2.770,holdPrevious
2026-09-20 20:23:09,mfsweep_shard0,SPT_SRWT,52,6464.82,137,15,274,3,603,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,117,7862.6,0,0.00000,0.0,0.0,-1.0,1540.76,2821.94,2891.10,1458.37,0,1540.76,2821.94,2891.10,0,-1.0,-1.0,0,0,0.00,0,0.00,2,2.770,holdPrevious
2026-09-20 20:28:58,mfsweep_shard0,SPT_SRWT,53,6283.04,137,15,274,3,631,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,130,8071.4,0,0.00000,0.0,0.0,-1.0,1488.23,2672.75,2753.83,1401.89,0,1488.23,2672.75,2753.83,0,-1.0,-1.0,0,0,0.00,0,0.00,1,2.770,holdPrevious
