timestamp,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale
2026-04-17 16:57:30,Random,42,11523.11,30,15,158,2,316,-0.7209,100.0000
2026-04-17 17:01:47,Random,43,11000.00,30,15,155,2,310,-0.6989,100.0000
2026-04-17 17:06:19,Random,44,11166.67,30,15,157,2,314,-0.6985,100.0000
2026-04-17 17:10:59,Random,42,11266.67,30,15,158,5,316,-0.7046,100.0000
2026-04-17 17:15:35,Random,43,11133.34,30,15,155,5,310,-0.7075,100.0000
2026-04-17 17:20:21,Random,44,11533.34,30,15,157,5,314,-0.7176,100.0000
2026-04-17 17:25:14,Random,42,11700.00,30,15,158,8,316,-0.7321,100.0000
2026-04-17 17:29:48,Random,43,10966.67,30,15,155,8,310,-0.6989,100.0000
2026-04-17 17:34:39,Random,44,11533.34,30,15,157,8,314,-0.7176,100.0000
2026-04-17 17:39:39,Random,42,11700.00,30,15,158,12,316,-0.7321,100.0000
2026-04-17 17:44:19,Random,43,10966.66,30,15,155,12,310,-0.6989,100.0000
2026-04-17 17:49:15,Random,44,11533.33,30,15,157,12,314,-0.7176,100.0000
2026-04-17 17:54:17,Random,42,11700.00,30,15,158,15,316,-0.7321,100.0000
2026-04-17 17:59:01,Random,43,10966.67,30,15,155,15,310,-0.6989,100.0000
2026-04-17 18:03:56,Random,44,11333.33,30,15,157,15,314,-0.7049,100.0000
2026-04-17 18:08:53,Random,42,11266.67,30,15,158,20,316,-0.7046,100.0000
2026-04-17 18:13:42,Random,43,10966.67,30,15,155,20,310,-0.6989,100.0000
2026-04-17 18:18:43,Random,44,11333.33,30,15,157,20,314,-0.7049,100.0000
2026-04-17 18:25:35,Random,42,16533.33,30,5,162,10,324,-1.0062,100.0000
2026-04-17 18:32:44,Random,43,17233.34,30,5,159,10,318,-1.0608,100.0000
2026-04-17 18:39:18,Random,44,15766.67,30,5,166,10,332,-0.9398,100.0000
2026-04-17 18:44:19,Random,42,11800.00,30,10,159,10,318,-0.7191,100.0000
2026-04-17 18:49:18,Random,43,11600.00,30,10,157,10,314,-0.7282,100.0000
2026-04-17 18:54:32,Random,44,12200.03,30,10,160,10,320,-0.7500,100.0000
2026-04-17 18:59:37,Random,42,11700.00,30,15,158,10,316,-0.7321,100.0000
2026-04-17 19:04:22,Random,43,10966.66,30,15,155,10,310,-0.6989,100.0000
2026-04-17 19:09:17,Random,44,11333.34,30,15,157,10,314,-0.7049,100.0000
2026-04-17 19:14:25,Random,42,11733.34,30,20,164,10,328,-0.7012,100.0000
2026-04-17 19:19:16,Random,43,11133.31,30,20,155,10,310,-0.7054,100.0000
2026-04-17 19:24:01,Random,44,10900.00,30,20,155,10,310,-0.6925,100.0000
2026-04-17 19:28:59,Random,42,11233.31,30,25,158,10,316,-0.6983,100.0000
2026-04-17 19:34:01,Random,43,11433.34,30,25,161,10,322,-0.6977,100.0000
2026-04-17 19:38:52,Random,44,10900.00,30,25,157,10,314,-0.6815,100.0000
2026-04-17 19:48:02,Random,42,20966.66,50,15,287,3,574,-0.7259,100.0000
2026-04-17 19:56:34,Random,43,19466.69,50,15,280,3,560,-0.6893,100.0000
2026-04-17 20:05:19,Random,44,19933.34,50,15,277,3,554,-0.7136,100.0000
2026-04-17 20:14:13,Random,42,20200.00,50,15,287,5,574,-0.6992,100.0000
2026-04-17 20:22:51,Random,43,19466.69,50,15,280,5,560,-0.6893,100.0000
2026-04-17 20:31:27,Random,44,19333.34,50,15,277,5,554,-0.6919,100.0000
2026-04-17 20:40:33,Random,42,20199.97,50,15,287,10,574,-0.6992,100.0000
2026-04-17 20:49:26,Random,43,19533.31,50,15,280,10,560,-0.6917,100.0000
2026-04-17 20:58:20,Random,44,19600.00,50,15,277,10,554,-0.6992,100.0000
2026-04-17 21:07:40,Random,42,20200.00,50,15,287,15,574,-0.6992,100.0000
2026-04-17 21:16:45,Random,43,19533.31,50,15,280,15,560,-0.6917,100.0000
2026-04-17 21:25:53,Random,44,19600.00,50,15,277,15,554,-0.6992,100.0000
2026-04-17 21:35:23,Random,42,20200.00,50,15,287,20,574,-0.6992,100.0000
2026-04-17 21:44:38,Random,43,19466.63,50,15,280,20,560,-0.6893,100.0000
2026-04-17 21:53:50,Random,44,19366.63,50,15,277,20,554,-0.6931,100.0000
2026-04-17 22:03:42,Random,42,20166.63,50,15,287,30,574,-0.6980,100.0000
2026-04-17 22:13:32,Random,43,20166.63,50,15,280,30,560,-0.7107,100.0000
2026-04-17 22:23:02,Random,44,19633.31,50,15,277,30,554,-0.7028,100.0000
2026-04-17 22:35:25,Random,42,27900.00,50,5,276,15,552,-1.0048,100.0000
2026-04-17 22:47:34,Random,43,27400.00,50,5,279,15,558,-0.9737,100.0000
2026-04-17 23:00:10,Random,44,28266.69,50,5,278,15,556,-1.0072,100.0000
2026-04-17 23:09:41,Random,42,20800.00,50,10,282,15,564,-0.7317,100.0000
2026-04-17 23:19:10,Random,43,20633.38,50,10,279,15,558,-0.7276,100.0000
2026-04-17 23:28:42,Random,44,20700.00,50,10,277,15,554,-0.7425,100.0000
2026-04-17 23:38:06,Random,42,20200.06,50,15,287,15,574,-0.6992,100.0000
2026-04-17 23:47:17,Random,43,19533.31,50,15,280,15,560,-0.6917,100.0000
2026-04-17 23:56:30,Random,44,19600.00,50,15,277,15,554,-0.6992,100.0000
2026-04-18 00:06:09,Random,42,20500.00,50,20,287,15,574,-0.7038,100.0000
2026-04-18 00:15:21,Random,43,19433.38,50,20,279,15,558,-0.6882,100.0000
2026-04-18 00:24:39,Random,44,19733.31,50,20,277,15,554,-0.7064,100.0000
2026-04-18 00:34:05,Random,42,19700.00,50,25,282,15,564,-0.6927,100.0000
2026-04-18 00:43:04,Random,43,18766.69,50,25,273,15,546,-0.6813,100.0000
2026-04-18 00:52:19,Random,44,19400.00,50,25,274,15,548,-0.7019,100.0000
