timestamp,instance,rule,seed,agv_count,event_id,start_time,duration,agv_a,agv_b,min_centre_distance,zone_a,zone_b,state_a,state_b,a_x,a_z,b_x,b_z
2026-09-20 19:30:38,mfsweep_shard0,SPT_SMPT,43,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 19:37:09,mfsweep_shard0,SPT_SMPT,44,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 19:43:41,mfsweep_shard0,SPT_SMPT,45,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 19:50:18,mfsweep_shard0,SPT_SMPT,46,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 19:57:40,mfsweep_shard0,SPT_SMPT,47,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:04:53,mfsweep_shard0,SPT_SMPT,48,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:11:33,mfsweep_shard0,SPT_SMPT,49,7,0,6645.12,0.68,5,6,0.522,BotSpine_Dock1,BotSpine_Transit0,MovingToPickup,ReturningToParking,-4.46,-14.42,-5.63,-14.00
2026-09-20 20:18:47,mfsweep_shard0,SPT_SMPT,50,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:24:45,mfsweep_shard0,SPT_SMPT,51,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:30:47,mfsweep_shard0,SPT_SMPT,52,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:37:18,mfsweep_shard0,SPT_SMPT,53,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:51:02,mfsweep_shard0,SPT_SMPT,55,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 20:58:11,mfsweep_shard0,SPT_SMPT,56,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
2026-09-20 21:04:26,mfsweep_shard0,SPT_SMPT,57,7,0,133.22,0.58,2,3,0.693,BotSpine_Transit0,BotSpine_Transit0,ReturningToParking,MovingToPickup,-5.63,-14.00,-5.60,-15.17
