timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored
2026-07-25 20:06:15,s10m_lam0p0020,LPT_MMUR,42,833.58,3,10,10,3,20,-0.7718,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.002,500.0,233.6,233.6,633.5,666.91,666.91,310.57,0
2026-07-25 20:07:08,s10m_lam0p0020,LPT_MMUR,43,2666.67,7,10,29,3,58,-1.8241,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.002,500.0,353.3,1766.7,852.38,1166.67,1166.67,390.43,0
2026-07-25 20:07:46,s10m_lam0p0020,LPT_MMUR,44,1900.0,6,10,25,3,50,-0.9345,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.002,500.0,175.0,700.0,1155.56,1766.67,1766.67,383.28,0
2026-07-25 20:09:33,s10m_lam0p0040,LPT_MMUR,42,5233.33,17,10,67,3,134,-2.0086,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.004,250.0,282.2,4233.3,1100.0,2966.67,2966.67,384.27,0
2026-07-25 20:11:40,s10m_lam0p0040,LPT_MMUR,43,6266.67,17,10,68,3,136,-1.9783,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.004,250.0,373.3,5600.0,1072.55,2466.67,2466.67,378.4,0
2026-07-25 20:13:18,s10m_lam0p0040,LPT_MMUR,44,4733.33,17,10,63,3,126,-1.3667,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.004,250.0,220.0,3300.0,1258.82,2033.33,2033.33,347.02,0
2026-07-25 20:14:59,s10m_lam0p0060,LPT_MMUR,42,4933.33,17,10,67,3,134,-1.561,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.006,166.7,188.9,2833.3,1578.43,3400.0,3400.0,386.23,0
2026-07-25 20:16:41,s10m_lam0p0060,LPT_MMUR,43,4933.33,17,10,68,3,136,-1.4293,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.006,166.7,248.9,3733.3,1711.76,4900.0,4900.0,384.28,0
2026-07-25 20:18:13,s10m_lam0p0060,LPT_MMUR,44,4433.34,17,10,63,3,126,-1.1085,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.006,166.7,146.7,2200.0,2184.31,4033.34,4033.34,356.82,0
2026-07-25 20:19:53,s10m_lam0p0100,LPT_MMUR,42,4866.67,17,10,67,3,134,-1.2087,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.01,100.0,113.3,1700.0,2572.55,4000.0,4000.0,384.27,0
2026-07-25 20:21:37,s10m_lam0p0100,LPT_MMUR,43,5033.33,17,10,68,3,136,-1.1388,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.01,100.0,148.9,2233.3,2741.18,4900.0,4900.0,376.43,0
2026-07-25 20:23:08,s10m_lam0p0100,LPT_MMUR,44,4366.67,17,10,63,3,126,-0.923,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.01,100.0,88.9,1333.3,2562.75,4233.34,4233.34,352.91,0
2026-07-25 20:24:47,s10m_lam0p0160,LPT_MMUR,42,4866.67,17,10,67,3,134,-1.0039,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.016,62.5,71.1,1066.7,2884.31,4233.34,4233.34,380.35,0
2026-07-25 20:26:30,s10m_lam0p0160,LPT_MMUR,43,5033.33,17,10,68,3,136,-0.9841,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.016,62.5,93.3,1400.0,3131.37,4900.0,4900.0,378.39,0
2026-07-25 20:28:02,s10m_lam0p0160,LPT_MMUR,44,4500.0,17,10,63,3,126,-0.8393,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.016,62.5,55.6,833.3,2825.49,4500.0,4500.0,347.03,0
2026-07-25 20:29:43,s10m_lam0p0250,LPT_MMUR,42,4933.34,17,10,67,3,134,-0.9022,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.025,40.0,46.7,700.0,3068.63,4466.67,4466.67,384.26,0
2026-07-25 20:31:25,s10m_lam0p0250,LPT_MMUR,43,4966.67,17,10,68,3,136,-0.8594,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.025,40.0,60.0,900.0,3215.69,4833.34,4833.34,384.26,0
