timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released
2026-09-19 17:03:50,mfsweep_shard0,SPT_SRWT,42,3949.24,137,15,274,7,577,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4715.7,0,0.00000,0.0,0.0,-1.0,317.02,431.98,744.75,211.45,0,317.02,431.98,744.75,0,-1.0,-1.0,0
2026-09-19 17:05:31,mfsweep_shard0,SPT_SRWT,43,4261.68,137,15,274,7,599,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,75,5041.9,0,0.00000,0.0,0.0,-1.0,365.67,630.88,825.52,255.43,0,365.67,630.88,825.52,0,-1.0,-1.0,0
2026-09-19 17:06:42,mfsweep_shard0,SPT_SRWT,44,3217.18,137,15,246,7,191,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,52,3101.4,0,0.00000,0.0,0.0,-1.0,0.00,0.00,0.00,0.00,123,3217.18,3217.18,3217.18,1,3217.2,351.8,0
2026-09-19 17:08:17,mfsweep_shard0,SPT_SRWT,45,4115.32,137,15,274,7,607,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,83,5014.8,0,0.00000,0.0,0.0,-1.0,464.75,746.28,1144.37,342.84,0,464.75,746.28,1144.37,0,-1.0,-1.0,0
2026-09-19 17:09:36,mfsweep_shard0,SPT_SRWT,46,3596.68,137,15,274,7,210,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,66,4411.1,0,0.00000,0.0,0.0,-1.0,339.55,491.53,491.53,273.41,135,3549.13,3596.68,3596.68,1,3596.7,415.8,0
2026-09-19 17:11:08,mfsweep_shard0,SPT_SRWT,47,3947.18,137,15,274,7,590,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,74,4682.0,0,0.00000,0.0,0.0,-1.0,362.06,495.04,642.62,265.28,0,362.06,495.04,642.62,0,-1.0,-1.0,0
2026-09-19 17:12:46,mfsweep_shard0,SPT_SRWT,48,4134.40,137,15,274,7,628,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,78,5397.9,0,0.00000,0.0,0.0,-1.0,453.82,694.07,964.05,335.09,0,453.82,694.07,964.05,0,-1.0,-1.0,0
2026-09-19 17:13:52,mfsweep_shard0,SPT_SRWT,49,3073.74,137,15,234,7,247,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,61,3880.0,0,0.00000,0.0,0.0,-1.0,0.00,0.00,0.00,0.00,117,3073.74,3073.74,3073.74,1,3073.7,250.7,0
2026-09-19 17:15:03,mfsweep_shard0,SPT_SRWT,50,3244.82,137,15,248,7,179,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4017.1,0,0.00000,0.0,0.0,-1.0,0.00,0.00,0.00,0.00,124,3244.82,3244.82,3244.82,1,3244.8,365.0,0
2026-09-19 17:17:46,mfsweep_shard0,SPT_SRWT,51,7016.94,137,15,274,7,381,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,133,9250.0,0,0.00000,0.0,0.0,-1.0,1795.60,1795.60,1795.60,1741.18,136,6978.83,7016.94,7016.94,1,7016.9,327.9,0
