timestamp,instance,rule,seed,makespan,sim_time,decision_index,decision_type,subject_id,chosen_id,candidate_count,is_degenerate,candidate_ids,candidate_stat_a,candidate_stat_b,candidate_stat_c,job_candidate_count,is_job_selection_degenerate,job_candidate_ids
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,0.0,1,Routing,0,0,3,0,0|5|10,15|15|15,0|0|0,0|0|0,1,1,0
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,26.3,2,Routing,1,5,3,0,0|5|10,15|15|15,15|0|0,0|0|0,1,1,1
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,30.7,3,Dispatch,0,0,1,1,0,15,74.6,0,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,45.7,4,Routing,0,2,3,0,2|7|12,59.6|59.6|59.6,0|0|0,0|0|0,1,1,0
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,52.6,5,Routing,2,0,3,0,0|5|10,15|15|15,0|15|0,0.2856599|0|0,1,1,2
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,58.4,6,Dispatch,5,1,1,1,1,15,54.33,26.28,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,73.4,7,Routing,1,7,3,0,2|7|12,39.33|39.33|39.33,59.6|0|0,0|0|0,1,1,1
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,78.9,8,Routing,3,5,3,0,0|5|10,15|15|15,15|0|0,0.1904641|0.1904641|0,1,1,3
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,85.0,9,Dispatch,0,2,1,1,2,15,62.58,52.55,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,98.0,10,Dispatch,2,0,1,1,0,59.5999984741211,59.6,0,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,100.0,11,Routing,2,2,3,0,2|7|12,47.58|47.58|47.58,0|39.33|0,0.0204|0|0,1,1,2
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,105.1,12,Routing,4,0,3,0,0|5|10,15|15|15,0|15|0,0.2857143|0.1428571|0,1,1,4
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,112.8,13,Dispatch,5,3,1,1,3,15,60.87,78.83,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,119.3,14,Dispatch,7,1,1,1,1,39.3300018310547,39.33,26.28,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,127.8,15,Routing,3,7,3,0,2|7|12,45.87|45.87|45.87,47.58|0|0,0.2333699|0.06605103|0,1,1,3
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,131.4,16,Routing,5,5,3,0,0|5|10,15|15|15,15|0|0,0.2285801|0.2285801|0,1,1,5
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,139.2,17,Dispatch,0,4,1,1,4,15,77.8,105.11,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,154.2,18,Routing,4,12,3,0,2|7|12,62.8|62.8|62.8,47.58|45.87|0,0.3646387|0.2259696|0,1,1,4
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,157.6,19,Dispatch,2,2,1,1,2,47.5800018310547,47.58,52.55,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,157.7,20,Routing,6,0,3,0,0|5|10,15|15|15,0|15|0,0.2857324|0.1904883|0,1,1,6
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,173.6,21,Dispatch,5,5,1,1,5,15,75.83,131.39,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,180.0,22,Dispatch,7,3,1,1,3,45.8699989318848,45.87,78.83,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,184.0,23,Routing,7,5,3,0,0|5|10,15|15|15,15|0|0,0.2449179|0.2194804|0,1,1,7
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,185.0,24,Dispatch,0,6,1,1,6,15,82.94,157.66,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,188.7,25,Routing,5,2,3,0,2|7|12,60.83|60.83|60.83,0|0|62.8,0.480759|0.2545319|0,1,1,5
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,200.0,26,Routing,6,7,3,0,2|7|12,67.94|67.94|67.94,60.83|0|62.8,0.510151|0.2967297|0,1,1,6
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,210.3,27,Routing,8,0,3,0,0|5|10,15|15|15,0|15|0,0.2857414|0.2143061|0,1,1,8
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,228.1,28,Dispatch,7,6,1,1,6,67.9400024414063,67.94,157.66,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,236.5,29,Routing,9,10,3,0,0|5|10,15|15|15,15|15|0,0.2539951|0.1904963|0,1,1,9
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,236.7,30,Dispatch,5,7,1,1,7,15,56.37,183.94,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,251.7,31,Routing,7,7,3,0,2|7|12,41.37|41.37|41.37,60.83|0|62.8,0.4259156|0.4327481|0,1,1,7
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,262.8,32,Routing,10,5,3,0,0|5|10,15|15|15,15|0|15,0.2286149|0.2286149|0,1,1,10
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,277.4,33,Dispatch,0,8,1,1,8,15,67.42,210.22,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,283.5,34,Dispatch,2,5,1,1,5,60.8300018310547,60.83,131.39,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,284.5,35,Dispatch,12,4,1,1,4,62.7999992370605,62.8,105.11,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,289.1,36,Routing,11,0,3,0,0|5|10,15|15|15,0|15|15,0.2480974|0.2078317|0,1,1,11
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,292.5,37,Routing,8,2,3,0,2|7|12,52.42|52.42|52.42,0|41.37|0,0.3971825|0.5117281|0.0272174,1,1,8
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,308.4,38,Dispatch,7,7,1,1,7,41.3699989318848,41.37,183.94,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,315.4,39,Routing,12,0,3,0,0|5|10,15|15|15,15|15|15,0.2381405|0.1905124|0,1,1,12
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,336.0,40,Dispatch,5,10,1,1,10,15,60.72,262.77,0,0,
2026-09-20 19:21:09,mfsweep_control_nofail,SPT_SRWT,42,3948.96,338.0,41,Dispatch,10,9,1,1,9,15,54.48,236.5,0,0,
