global_step,env,seed,seed_index,return,length,makespan,mean_flow_time,total_flow_time,jobs_exited,deadlock,timed_out
4480,0,10898894,10,-6.488797192461788,100,648.8997192382812,360.5265299479167,5407.89794921875,15.0,False,False
4608,1,3973781,11,-4.863997998125851,88,486.4197998046875,304.0118815104167,4560.17822265625,15.0,False,False
4728,3,11554060,11,-5.5919978760555376,94,559.2197875976562,328.3305338541667,4924.9580078125,15.0,False,False
4760,2,5491851,11,-5.594597973711791,92,559.4797973632812,323.8025390625,4857.0380859375,15.0,False,False
4816,0,15314369,11,-5.790397534258664,84,579.0597534179688,321.5118815104167,4822.67822265625,15.0,False,False
4976,1,4215690,12,-5.774197583086789,92,577.4397583007812,342.00120442708334,5130.01806640625,15.0,False,False
5080,3,2999862,12,-5.4669978760555376,88,546.7197875976562,338.6585286458333,5079.8779296875,15.0,False,False
5160,2,16056391,12,-5.853797802813351,100,585.3997802734375,358.85986328125,5382.89794921875,15.0,False,False
5184,0,8454422,12,-5.14439777839929,92,514.4597778320312,325.3852213541667,4880.7783203125,15.0,False,False
5304,1,13219417,13,-5.300998120196163,82,530.1198120117188,311.01455078125,4665.21826171875,15.0,False,False
5480,2,1994260,13,-5.149397778399288,80,514.9597778320312,311.06920572916664,4666.0380859375,15.0,False,False
5496,3,5380241,13,-5.947997631914913,104,594.8197631835938,346.5411783854167,5198.11767578125,15.0,False,False
5552,0,10181593,13,-4.825398144610226,92,482.559814453125,317.47587890625,4762.13818359375,15.0,False,False
5680,1,4256688,14,-5.9491975830867885,94,594.9397583007812,346.57985026041666,5198.69775390625,15.0,False,False
5816,2,15977340,14,-4.914597973711787,84,491.47979736328125,287.9638997395833,4319.45849609375,15.0,False,False
5824,3,4149010,14,-5.462198071368038,82,546.2398071289062,301.64654947916665,4524.6982421875,15.0,False,False
5896,0,16286654,14,-5.500998120196164,86,550.1198120117188,308.14521484375,4622.17822265625,15.0,False,False
6040,1,15168,15,-6.004197583086788,90,600.4397583007812,341.4425455729167,5121.63818359375,15.0,False,False
6168,2,6328284,15,-4.880598034746944,88,488.0798034667969,322.1438802083333,4832.158203125,15.0,False,False
6176,3,12131058,15,-5.166197705157101,88,516.6397705078125,304.12255859375,4561.83837890625,15.0,False,False
6280,0,12241626,15,-5.489397778399288,96,548.9597778320312,327.16253255208335,4907.43798828125,15.0,False,False
6456,1,659756,16,-6.082797436602413,104,608.2997436523438,347.8398763020833,5217.59814453125,15.0,False,False
6536,2,1100743,16,-5.81879780281335,92,581.8997802734375,335.92119140625,5038.81787109375,15.0,False,False
6536,3,3484185,16,-5.293597607500852,90,529.3797607421875,304.29189453125,4564.37841796875,15.0,False,False
6624,0,10611421,16,-5.295998120196163,86,529.6198120117188,314.42919921875,4716.43798828125,15.0,False,False
6808,1,12178355,17,-5.701597485430538,88,570.1797485351562,318.35852864583336,4775.3779296875,15.0,False,False
6896,3,1084612,17,-5.2779976319149124,90,527.8197631835938,313.84921875,4707.73828125,15.0,False,False
6904,2,8050303,17,-5.965797924883663,92,596.5997924804688,318.24921875,4773.73828125,15.0,False,False
6960,0,9125077,17,-5.150797924883663,84,515.0997924804688,313.6918619791667,4705.3779296875,15.0,False,False
7184,1,16057645,18,-5.981797680743037,94,598.1997680664062,357.49453125,5362.41796875,15.0,False,False
7240,3,14825992,18,-6.0581978272274135,86,605.8397827148438,317.4212239583333,4761.318359375,15.0,False,False
7288,0,9398256,18,-5.7997975586727275,82,579.999755859375,326.19853515625,4892.97802734375,15.0,False,False
7328,2,6508447,18,-5.6859975098446025,106,568.6197509765625,344.3025390625,5164.5380859375,15.0,False,False
7568,1,10384994,19,-5.520797924883664,96,552.0997924804688,325.7132161458333,4885.6982421875,15.0,False,False
7568,3,2773042,19,-4.9049980591610085,82,490.5198059082031,288.887890625,4333.318359375,15.0,False,False
7656,0,15688561,19,-5.163398022539914,92,516.3598022460938,321.30654296875,4819.59814453125,15.0,False,False
7680,2,4392608,19,-5.139397778399289,88,513.9597778320312,305.67320963541664,4585.09814453125,15.0,False,False
7896,1,8312904,20,-4.951397900469601,82,495.1597900390625,297.11188151041665,4456.67822265625,15.0,False,False
7944,3,15612854,20,-5.899797558672726,94,589.999755859375,324.95319010416665,4874.2978515625,15.0,False,False
8016,0,4660337,20,-5.432397656328975,90,543.259765625,329.06920572916664,4936.0380859375,15.0,False,False
8040,2,6609341,20,-5.474997753985226,90,547.519775390625,312.66787109375,4690.01806640625,15.0,False,False
8240,1,77933,21,-5.606997876055539,86,560.7197875976562,335.3798828125,5030.6982421875,15.0,False,False
8288,3,15239053,21,-4.949998059161007,86,495.0198059082031,311.97320963541665,4679.59814453125,15.0,False,False
8328,2,8085849,21,-4.7429982422664745,72,474.31982421875,283.31321614583334,4249.6982421875,15.0,False,False
8400,0,13689592,21,-6.120797314532103,96,612.0997314453125,345.8091796875,5187.1376953125,15.0,False,False
8616,1,16118918,22,-5.452397656328975,94,545.259765625,331.26787109375,4969.01806640625,15.0,False,False
8640,3,1559425,22,-5.868597607500852,88,586.8797607421875,346.56520182291666,5198.47802734375,15.0,False,False
8712,2,5770192,22,-5.520397534258663,96,552.0597534179688,355.678515625,5335.177734375,15.0,False,False
8792,0,11258731,22,-5.712597851641477,98,571.27978515625,369.9865234375,5549.7978515625,15.0,False,False
8952,1,1825979,23,-5.144597973711789,84,514.4797973632812,309.85455729166665,4647.818359375,15.0,False,False
9000,3,9087869,23,-5.343997998125851,90,534.4197998046875,326.5732096354167,4898.59814453125,15.0,False,False
9032,2,14603416,23,-5.392597851641476,80,539.27978515625,323.57721354166665,4853.658203125,15.0,False,False
9160,0,55917,23,-5.898597607500851,92,589.8797607421875,342.0478841145833,5130.71826171875,15.0,False,False
9288,1,889647,24,-5.47879780281335,84,547.8997802734375,287.83056640625,4317.45849609375,15.0,False,False
9368,3,11980454,24,-5.663398022539913,92,566.3598022460938,332.08385416666664,4981.2578125,15.0,False,False
9424,2,11171489,24,-5.782997631914914,98,578.3197631835938,349.755859375,5246.337890625,15.0,False,False
9552,0,6618784,24,-6.0261977051571005,98,602.6397705078125,349.06520182291666,5235.97802734375,15.0,False,False
9624,1,2198200,25,-5.269798169024288,84,526.9998168945312,327.12786458333335,4906.91796875,15.0,False,False
9728,3,10260493,25,-5.314997753985227,90,531.519775390625,310.8158854166667,4662.23828125,15.0,False,False
9776,2,10908167,25,-5.706997876055538,88,570.7197875976562,316.3185546875,4744.7783203125,15.0,False,False
9872,0,14386282,25,-5.351997876055537,80,535.2197875976562,332.2278645833333,4983.41796875,15.0,False,False
9976,1,3791659,26,-5.400398144610227,88,540.059814453125,324.90654296875,4873.59814453125,15.0,False,False
10088,3,2057236,26,-5.108798107989131,90,510.8998107910156,320.98388671875,4814.75830078125,15.0,False,False
10112,2,10137883,26,-5.395797924883664,84,539.5997924804688,305.8385416666667,4587.578125,15.0,False,False
10240,0,9304317,26,-5.797797436602413,92,579.7997436523438,321.1025390625,4816.5380859375,15.0,False,False
10320,1,12781626,27,-5.430998120196162,86,543.1198120117188,315.233203125,4728.498046875,15.0,False,False
10472,3,3647391,27,-5.722997631914915,96,572.3197631835938,338.9238606770833,5083.85791015625,15.0,False,False
10512,2,11297694,27,-5.917997631914912,100,591.8197631835938,335.17320963541664,5027.59814453125,15.0,False,False
10624,0,573136,27,-5.762397656328975,96,576.259765625,354.48118489583334,5317.2177734375,15.0,False,False
10632,1,183151,28,-4.953398022539916,78,495.35980224609375,301.1505533854167,4517.25830078125,15.0,False,False
10824,3,1766765,28,-5.566997876055541,88,556.7197875976562,336.05986328125,5040.89794921875,15.0,False,False
10888,2,5029032,28,-5.472198071368038,94,547.2398071289062,335.66253255208335,5034.93798828125,15.0,False,False
10968,0,12835074,28,-5.3311977051571,86,533.1397705078125,324.8878580729167,4873.31787109375,15.0,False,False
10968,1,16085931,29,-5.705597729571164,84,570.5797729492188,311.2251953125,4668.3779296875,15.0,False,False
11120,3,15006662,29,-5.21379780281335,74,521.3997802734375,286.1972330729167,4292.95849609375,15.0,False,False
11240,2,1239604,29,-5.487798046953979,88,548.7998046875,335.0878580729167,5026.31787109375,15.0,False,False
11352,0,12244290,29,-5.777197461016476,96,577.73974609375,361.5865234375,5423.7978515625,15.0,False,False
11360,1,1303676,30,-5.794197583086789,98,579.4397583007812,359.8878580729167,5398.31787109375,15.0,False,False
11512,3,3381182,30,-5.501997876055537,98,550.2197875976562,342.41318359375,5136.19775390625,15.0,False,False
11584,2,5006213,30,-5.771597485430538,86,577.1797485351562,342.06920572916664,5131.0380859375,15.0,False,False
11696,0,14204709,30,-5.609997753985225,86,561.019775390625,326.32919921875,4894.93798828125,15.0,False,False
11768,1,2148796,31,-6.252797436602413,102,625.2997436523438,365.66253255208335,5484.93798828125,15.0,False,False
11896,3,7586517,31,-5.900597729571163,96,590.0797729492188,329.41321614583336,4941.1982421875,15.0,False,False
11976,2,14669524,31,-5.721197705157103,98,572.1397705078125,343.11852213541664,5146.77783203125,15.0,False,False
12024,0,2955255,31,-5.267997631914914,82,526.8197631835938,290.64921875,4359.73828125,15.0,False,False
12160,1,7777235,32,-5.771997876055541,98,577.2197875976562,356.771875,5351.578125,15.0,False,False
12272,3,11078942,32,-5.930597729571164,94,593.0797729492188,360.3198567708333,5404.7978515625,15.0,False,False
12328,2,12180600,32,-5.660197949297725,88,566.039794921875,316.0638671875,4740.9580078125,15.0,False,False
12400,0,1507090,32,-5.160398144610225,94,516.059814453125,331.7118815104167,4975.67822265625,15.0,False,False
12456,1,9730862,33,-4.971797985918822,74,497.1997985839844,301.63720703125,4524.55810546875,15.0,False,False
12624,3,5049603,33,-5.70399799812585,88,570.4197998046875,332.8052083333333,4992.078125,15.0,False,False
12648,2,14359817,33,-4.588198132403195,80,458.8398132324219,287.20921223958334,4308.13818359375,15.0,False,False
12760,0,14483107,33,-5.0237981079891325,90,502.3998107910156,303.7705403645833,4556.55810546875,15.0,False,False
12840,1,11885779,34,-5.562997631914913,96,556.3197631835938,349.0065104166667,5235.09765625,15.0,False,False
13000,2,9366560,34,-5.5363979004696,88,553.6597900390625,295.43056640625,4431.45849609375,15.0,False,False
13016,3,4739061,34,-6.590997509844602,98,659.1197509765625,365.4251953125,5481.3779296875,15.0,False,False
13104,0,380588,34,-5.504997753985227,86,550.519775390625,328.88251953125,4933.23779296875,15.0,False,False
13240,1,5286281,35,-5.640597729571163,100,564.0797729492188,336.13720703125,5042.05810546875,15.0,False,False
13384,3,5206977,35,-5.220998120196162,92,522.1198120117188,323.79186197916664,4856.8779296875,15.0,False,False
13392,2,6390375,35,-6.095997509844603,98,609.6197509765625,354.1652018229167,5312.47802734375,15.0,False,False
13504,0,9088797,35,-5.771397900469602,100,577.1597900390625,362.95452473958335,5444.31787109375,15.0,False,False
13568,1,6379564,36,-5.3081978272274135,82,530.8397827148438,300.7692057291667,4511.5380859375,15.0,False,False
13712,2,10730497,36,-4.781998181231319,80,478.2198181152344,295.7705403645833,4436.55810546875,15.0,False,False
13720,3,9795927,36,-5.423197827227414,84,542.3397827148438,321.50787760416665,4822.6181640625,15.0,False,False
13792,0,1358078,36,-4.80479816902429,72,480.49981689453125,274.09990234375,4111.49853515625,15.0,False,False
13928,1,570509,37,-5.471797680743038,90,547.1997680664062,307.70387369791666,4615.55810546875,15.0,False,False
14080,2,5925886,37,-5.8037978028133494,92,580.3997802734375,332.2825520833333,4984.23828125,15.0,False,False
14080,3,5434917,37,-5.5725978516414765,90,557.27978515625,330.72386067708334,4960.85791015625,15.0,False,False
14144,0,5035334,37,-5.849197583086788,88,584.9397583007812,321.06520182291666,4815.97802734375,15.0,False,False
14288,1,10667517,38,-5.21719807136804,90,521.7398071289062,311.35589192708335,4670.33837890625,15.0,False,False
14432,2,11505908,38,-5.862597851641476,88,586.27978515625,338.7278645833333,5080.91796875,15.0,False,False
14432,3,6359847,38,-5.137398266680538,88,513.7598266601562,313.26787109375,4699.01806640625,15.0,False,False
14512,0,8076060,38,-5.619797558672724,92,561.999755859375,326.2345377604167,4893.51806640625,15.0,False,False
14624,1,5619442,39,-4.685798230059446,84,468.5998229980469,292.91188151041666,4393.67822265625,15.0,False,False
14776,3,6870310,39,-5.553997998125851,86,555.4197998046875,319.89586588541664,4798.43798828125,15.0,False,False
14792,2,4128547,39,-5.21419819343835,90,521.4398193359375,312.58655598958336,4688.79833984375,15.0,False,False
14840,0,7097287,39,-4.9273979615047585,82,492.7597961425781,315.05719401041665,4725.85791015625,15.0,False,False
14976,1,12562074,40,-4.907598156817256,88,490.7798156738281,306.29986979166665,4594.498046875,15.0,False,False
15136,3,1483035,40,-5.468398022539913,90,546.8598022460938,316.03720703125,4740.55810546875,15.0,False,False
15168,0,6771186,40,-5.0165980957821,82,501.6798095703125,304.333203125,4564.998046875,15.0,False,False
15184,2,8583942,40,-5.601797680743038,98,560.1997680664062,323.4571940104167,4851.85791015625,15.0,False,False
15328,1,4429571,41,-5.496598095782099,88,549.6798095703125,319.1158854166667,4786.73828125,15.0,False,False
15472,3,1998568,41,-5.757597851641476,84,575.77978515625,315.8638671875,4737.9580078125,15.0,False,False
15512,0,484842,41,-4.992198071368039,86,499.23980712890625,305.21588541666665,4578.23828125,15.0,False,False
15568,2,13524404,41,-5.683197827227413,96,568.3397827148438,353.98118489583334,5309.7177734375,15.0,False,False
15696,1,3809666,42,-5.925197949297726,92,592.539794921875,342.01318359375,5130.19775390625,15.0,False,False
15816,3,6945390,42,-5.029797863848506,86,502.9997863769531,305.81988932291665,4587.29833984375,15.0,False,False
15880,0,99748,42,-5.548197827227415,92,554.8397827148438,338.9505208333333,5084.2578125,15.0,False,False
15960,2,14380215,42,-5.791397900469601,98,579.1597900390625,348.6078776041667,5229.1181640625,15.0,False,False
16080,1,11784482,43,-5.578597607500852,96,557.8797607421875,353.6451822916667,5304.677734375,15.0,False,False
16192,3,10986873,43,-5.631797680743036,94,563.1997680664062,333.9345377604167,5009.01806640625,15.0,False,False
16280,0,2093884,43,-6.190397534258665,100,619.0597534179688,366.82786458333334,5502.41796875,15.0,False,False
16328,2,9448529,43,-5.514797558672726,92,551.499755859375,332.18255208333335,4982.73828125,15.0,False,False
16432,1,7973417,44,-5.970997509844601,88,597.1197509765625,318.05188802083336,4770.7783203125,15.0,False,False
16592,3,14421438,44,-5.423797802813351,100,542.3997802734375,333.13720703125,4997.05810546875,15.0,False,False
16656,0,148904,44,-5.534197583086788,94,553.4397583007812,320.55052083333334,4808.2578125,15.0,False,False
16736,2,11819086,44,-5.842397656328975,102,584.259765625,344.3451822916667,5165.177734375,15.0,False,False
16776,1,7285765,45,-5.766397900469601,86,576.6597900390625,327.4918619791667,4912.3779296875,15.0,False,False
16976,3,11416685,45,-5.668197827227414,96,566.8397827148438,343.5798828125,5153.6982421875,15.0,False,False
17016,0,11254504,45,-5.810197949297725,90,581.039794921875,327.47454427083335,4912.1181640625,15.0,False,False
17096,2,4263574,45,-5.6559975098446005,90,565.6197509765625,335.98785807291665,5039.81787109375,15.0,False,False
17160,1,14579272,46,-6.093197827227415,96,609.3397827148438,336.210546875,5043.158203125,15.0,False,False
17336,3,3507700,46,-5.484397778399287,90,548.4597778320312,349.69853515625,5245.47802734375,15.0,False,False
17392,0,8823146,46,-5.714797558672727,94,571.499755859375,349.4078776041667,5241.1181640625,15.0,False,False
17456,2,13117322,46,-5.617798046953975,90,561.7998046875,323.34254557291666,4850.13818359375,15.0,False,False
17536,1,2734099,47,-5.474597973711789,94,547.4797973632812,329.70921223958334,4945.63818359375,15.0,False,False
17672,3,16476093,47,-5.163797802813351,84,516.3997802734375,300.2465494791667,4503.6982421875,15.0,False,False
17736,0,10861566,47,-5.087597851641474,86,508.77978515625,301.89319661458336,4528.39794921875,15.0,False,False
17832,2,601950,47,-5.653997998125851,94,565.4197998046875,342.10654296875,5131.59814453125,15.0,False,False
17872,1,4033464,48,-5.675797924883664,84,567.5997924804688,316.255859375,4743.837890625,15.0,False,False
17976,3,5672745,48,-5.322997631914914,76,532.3197631835938,299.30120442708335,4489.51806640625,15.0,False,False
18144,0,4324201,48,-5.9813979004696005,102,598.1597900390625,360.6652018229167,5409.97802734375,15.0,False,False
18192,2,3283622,48,-5.545197949297725,90,554.539794921875,334.49586588541666,5017.43798828125,15.0,False,False
18264,1,13958258,49,-6.588797192461792,98,658.8997192382812,360.9358723958333,5414.0380859375,15.0,False,False
18392,3,8610834,49,-6.405197338946161,104,640.5397338867188,385.69983723958336,5785.49755859375,15.0,False,False
18480,0,10328295,49,-5.430998120196165,84,543.1198120117188,312.0465494791667,4680.6982421875,15.0,False,False
18512,2,1339665,49,-5.274798169024287,80,527.4998168945312,308.97454427083335,4634.6181640625,15.0,False,False
18640,1,10249712,50,-5.4505977295711645,94,545.0797729492188,323.21722005208335,4848.25830078125,15.0,False,False
18744,3,5461901,50,-5.396397900469601,88,539.6597900390625,307.57587890625,4613.63818359375,15.0,False,False
18840,0,12821073,50,-5.864397778399288,90,586.4597778320312,311.05589192708334,4665.83837890625,15.0,False,False
18872,2,16149736,50,-5.718597607500852,90,571.8797607421875,322.8198567708333,4842.2978515625,15.0,False,False
19000,1,7175754,51,-5.3611977051571005,90,536.1397705078125,299.1185546875,4486.7783203125,15.0,False,False
19088,3,2855020,51,-5.966797680743038,86,596.6997680664062,314.64788411458335,4719.71826171875,15.0,False,False
19184,0,6443204,51,-5.6609975098446,86,566.1197509765625,322.555859375,4838.337890625,15.0,False,False
19256,2,2946278,51,-5.690597729571164,96,569.0797729492188,317.7958658854167,4766.93798828125,15.0,False,False
19336,1,10771603,52,-5.289397778399291,84,528.9597778320312,297.01988932291664,4455.29833984375,15.0,False,False
19416,3,14527747,52,-4.825398144610226,82,482.559814453125,303.3505533854167,4550.25830078125,15.0,False,False
19576,0,7738371,52,-5.802997631914913,98,580.3197631835938,336.96520182291664,5054.47802734375,15.0,False,False
19616,2,6126431,52,-5.496598095782101,90,549.6798095703125,341.18388671875,5117.75830078125,15.0,False,False
19680,1,3890821,53,-5.221397900469601,86,522.1597900390625,317.02386067708335,4755.35791015625,15.0,False,False
19760,3,1951816,53,-4.742398266680539,86,474.25982666015625,285.85589192708335,4287.83837890625,15.0,False,False
19920,0,16730434,53,-5.032997937090696,86,503.3197937011719,320.1318684895833,4801.97802734375,15.0,False,False
19944,2,5577188,53,-5.4703981446102246,82,547.059814453125,309.25055338541665,4638.75830078125,15.0,False,False
20008,1,6581532,54,-5.153797802813351,82,515.3997802734375,285.70654296875,4285.59814453125,15.0,False,False
20088,3,5327792,54,-5.268398022539914,82,526.8598022460938,328.39853515625,4925.97802734375,15.0,False,False
20256,0,13507427,54,-5.012397961504757,84,501.2597961425781,270.60388997395836,4059.058349609375,15.0,False,False
20336,2,4068600,54,-5.7763979004696,98,577.6597900390625,355.5478515625,5333.2177734375,15.0,False,False
20352,1,4285688,55,-5.705197949297726,86,570.539794921875,309.17587890625,4637.63818359375,15.0,False,False
20440,3,2343927,55,-5.321598095782101,88,532.1798095703125,326.2825520833333,4894.23828125,15.0,False,False
20576,0,16455877,55,-5.516797680743038,80,551.6997680664062,298.53053385416666,4477.9580078125,15.0,False,False
20664,1,9957793,56,-4.712198071368037,78,471.23980712890625,288.39723307291666,4325.95849609375,15.0,False,False
20712,2,996639,55,-5.3213979004695995,94,532.1597900390625,321.371875,4820.578125,15.0,False,False
20752,3,9146520,56,-5.028798107989132,78,502.8998107910156,300.7412109375,4511.1181640625,15.0,False,False
20920,0,6373549,56,-5.41199787605554,86,541.2197875976562,345.5052083333333,5182.578125,15.0,False,False
21040,1,5813338,57,-6.004797558672728,94,600.499755859375,334.4145182291667,5016.2177734375,15.0,False,False
21080,3,7951597,57,-5.612397656328974,82,561.259765625,316.04921875,4740.73828125,15.0,False,False
21096,2,11046978,56,-5.862797436602414,96,586.2997436523438,333.4571940104167,5001.85791015625,15.0,False,False
21256,0,11504630,57,-5.625597729571163,84,562.5797729492188,332.97454427083335,4994.6181640625,15.0,False,False
21392,1,13277524,58,-4.843198132403194,88,484.3398132324219,292.43190104166666,4386.478515625,15.0,False,False
21432,2,11838466,57,-5.489997753985227,84,549.019775390625,295.58655598958336,4433.79833984375,15.0,False,False
21472,3,8422531,58,-6.0733974121883545,98,607.3597412109375,350.5545247395833,5258.31787109375,15.0,False,False
21592,0,15940537,58,-4.8205980347469435,84,482.0798034667969,290.25055338541665,4353.75830078125,15.0,False,False
21776,1,10239211,59,-5.719397778399289,96,571.9597778320312,345.4931966145833,5182.39794921875,15.0,False,False
21808,3,7135603,59,-5.272397656328977,84,527.259765625,321.35852864583336,4820.3779296875,15.0,False,False
21824,2,13820037,58,-5.972197461016476,98,597.23974609375,331.92786458333336,4978.91796875,15.0,False,False
21920,0,10916391,59,-4.976397900469601,82,497.6597900390625,302.49853515625,4537.47802734375,15.0,False,False
22112,3,115004,60,-5.841197705157101,76,584.1397705078125,292.6292317708333,4389.4384765625,15.0,False,False
22144,1,14742518,60,-5.809597973711786,92,580.9797973632812,331.46119791666666,4971.91796875,15.0,False,False
22240,2,16146189,59,-5.640397534258662,104,564.0597534179688,355.8811848958333,5338.2177734375,15.0,False,False
22288,0,14099682,60,-5.778997998125848,92,577.9197998046875,355.53587239583334,5333.0380859375,15.0,False,False
22480,3,7695706,61,-5.312798046953977,92,531.2998046875,336.1585286458333,5042.3779296875,15.0,False,False
22504,1,10754305,61,-5.728997998125851,90,572.9197998046875,340.1798828125,5102.6982421875,15.0,False,False
22600,2,2702515,60,-5.833197827227414,90,583.3397827148438,323.38922526041665,4850.83837890625,15.0,False,False
22632,0,11553335,61,-5.542597851641475,86,554.27978515625,322.22386067708334,4833.35791015625,15.0,False,False
22808,3,4495419,62,-5.807997631914912,82,580.8197631835938,316.83720703125,4752.55810546875,15.0,False,False
22848,1,5839120,62,-5.758197827227414,86,575.8397827148438,330.5052083333333,4957.578125,15.0,False,False
22952,2,3009861,61,-5.5459975098446,88,554.6197509765625,321.0478841145833,4815.71826171875,15.0,False,False
22984,0,11814137,62,-5.266997876055538,88,526.7197875976562,332.1412109375,4982.1181640625,15.0,False,False
23168,3,12854721,63,-5.670597729571162,90,567.0797729492188,332.03186848958336,4980.47802734375,15.0,False,False
23240,1,8079603,63,-5.73939777839929,98,573.9597778320312,320.84654947916664,4812.6982421875,15.0,False,False
23312,2,15724063,62,-6.35319721687585,90,635.3397216796875,349.71985677083336,5245.7978515625,15.0,False,False
23368,0,6531129,63,-5.8925978516414785,96,589.27978515625,323.25188802083335,4848.7783203125,15.0,False,False
23512,3,14614323,64,-5.521397900469601,86,552.1597900390625,310.81188151041664,4662.17822265625,15.0,False,False
23616,1,6934345,64,-5.854197583086789,94,585.4397583007812,338.99720052083336,5084.9580078125,15.0,False,False
