timestamp,instance,rule,seed,makespan,agv_id,total_trips,mean_trip_duration,time_idle,time_waiting_route,time_traveling,time_loading,time_unloading,total_path_length,reroute_count,congestion_fraction,stall_recovery_count,path_returning_to_parking,path_departure_from_parking
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,0,53,33.50,842.00,962.22,2022.82,90.78,112.78,5760.58,0,0.2387,0,1100.96,910.28
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,1,46,29.77,861.70,687.62,2302.06,92.54,86.68,6643.14,0,0.1706,0,1888.88,1704.57
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,2,48,31.87,518.82,818.76,2502.48,95.98,94.56,7240.73,0,0.2031,0,1725.08,1722.49
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,3,51,32.32,830.58,777.84,2228.74,95.58,97.86,6407.52,0,0.1930,0,1389.85,971.32
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,4,42,30.30,1023.26,780.54,2061.20,81.00,84.60,5920.25,0,0.1937,0,1674.82,1503.11
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,5,44,33.64,772.04,737.94,2350.02,87.72,82.88,6812.89,0,0.1831,0,1636.81,1797.60
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,6,55,29.76,956.14,815.18,2050.76,96.26,112.26,5862.99,0,0.2022,0,1219.47,1107.96
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,7,32,36.51,1325.68,688.40,1889.46,64.34,62.72,5470.08,0,0.1708,0,1500.10,1485.61
2026-09-21 14:37:10,mfsweep_control_nofail,LRT_MMUR,42,4030.62,8,40,32.00,1057.64,785.76,2032.14,79.62,75.44,5875.80,0,0.1949,0,1525.16,1468.32
