timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals
2026-06-12 20:16:33,30j_20m_agv10,SPT_SMPT,42,11093.86,30,20,157,10,314,-0.6981,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:21:31,30j_20m_agv10,SPT_SMPT,43,10066.67,30,20,148,10,296,-0.6712,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:26:19,30j_20m_agv10,SPT_SMPT,44,9633.33,30,20,142,10,284,-0.6690,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:16:29,30j_20m_agv10,SPT_SRWT,42,10758.98,30,20,157,10,314,-0.6768,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:21:27,30j_20m_agv10,SPT_SRWT,43,10166.67,30,20,148,10,296,-0.6779,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:26:15,30j_20m_agv10,SPT_SRWT,44,9833.33,30,20,142,10,284,-0.6831,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:16:46,30j_20m_agv10,LPT_MMUR,42,10830.71,30,20,157,10,314,-0.6835,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:22:00,30j_20m_agv10,LPT_MMUR,43,10766.67,30,20,148,10,296,-0.7185,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:26:51,30j_20m_agv10,LPT_MMUR,44,9933.33,30,20,142,10,284,-0.6901,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:16:49,30j_20m_agv10,LPT_SMPT,42,10665.06,30,20,157,10,314,-0.6729,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:21:46,30j_20m_agv10,LPT_SMPT,43,9966.67,30,20,148,10,296,-0.6667,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:26:46,30j_20m_agv10,LPT_SMPT,44,10033.33,30,20,142,10,284,-0.6995,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:16:47,30j_20m_agv10,SRT_SRWT,42,10592.93,30,20,157,10,314,-0.6662,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:21:42,30j_20m_agv10,SRT_SRWT,43,10033.33,30,20,148,10,296,-0.6689,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:26:34,30j_20m_agv10,SRT_SRWT,44,9833.33,30,20,142,10,284,-0.6831,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:17:09,30j_20m_agv10,SRT_SMPT,42,10960.97,30,20,157,10,314,-0.6897,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:22:16,30j_20m_agv10,SRT_SMPT,43,10366.67,30,20,148,10,296,-0.6914,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:27:06,30j_20m_agv10,SRT_SMPT,44,9700.00,30,20,142,10,284,-0.6761,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:17:15,30j_20m_agv10,LRT_MMUR,42,10898.44,30,20,157,10,314,-0.6857,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:22:29,30j_20m_agv10,LRT_MMUR,43,10766.67,30,20,148,10,296,-0.7185,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:27:27,30j_20m_agv10,LRT_MMUR,44,10166.67,30,20,142,10,284,-0.7089,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:17:17,30j_20m_agv10,SDT_SRWT,42,10728.19,30,20,157,10,314,-0.6748,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:22:15,30j_20m_agv10,SDT_SRWT,43,10133.33,30,20,148,10,296,-0.6757,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:27:06,30j_20m_agv10,SDT_SRWT,44,9833.33,30,20,142,10,284,-0.6831,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:17:21,30j_20m_agv10,Random,42,10796.82,30,20,157,10,314,-0.6813,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:22:23,30j_20m_agv10,Random,43,10200.00,30,20,148,10,296,-0.6802,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
2026-06-12 20:27:05,30j_20m_agv10,Random,44,9600.00,30,20,142,10,284,-0.6690,100.0000,none,0.00,0.0,0.0,0.000,0.000,0,0.0,0
