timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time,first_stall_sim_time,orphan_predispatch_released,agv_collision_events,agv_collision_pair_seconds,agv_clearance_events,agv_clearance_pair_seconds,agv_static_overlap_events,agv_min_centre_distance,release_previous_zone,split_spines,orphan_reaper
2026-09-20 13:08:02,mfsweep_shard0,SPT_SRWT,42,3896.02,137,15,274,24,472,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4715.7,0,0.00000,0.0,0.0,-1.0,401.08,572.56,572.56,315.39,127,3640.91,3896.02,3896.02,1,3896.0,513.7,0,207,2633.92,374,10684.78,0,0.000,0,1,1
2026-09-20 13:11:08,mfsweep_shard0,SPT_SRWT,43,3927.50,137,15,274,24,477,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4757.1,0,0.00000,0.0,0.0,-1.0,360.12,557.17,557.17,279.35,124,3588.99,3927.50,3927.50,1,3927.5,559.4,0,266,3135.18,454,8203.96,0,0.000,0,1,1
2026-09-20 13:14:00,mfsweep_shard0,SPT_SRWT,44,3717.88,137,15,274,24,613,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,60,3534.8,0,0.00000,0.0,0.0,-1.0,254.46,311.87,311.87,188.35,132,3591.48,3717.88,3717.88,1,3717.9,619.5,1,144,2910.12,238,14306.11,0,0.011,0,1,1
2026-09-20 13:16:48,mfsweep_shard0,SPT_SRWT,45,3638.98,137,15,274,24,553,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,70,4313.3,0,0.00000,0.0,0.0,-1.0,273.48,368.78,368.78,197.31,130,3467.02,3638.98,3638.98,1,3639.0,593.2,1,159,1325.98,277,22380.93,0,0.000,0,1,1
2026-09-20 13:21:03,mfsweep_shard0,SPT_SRWT,46,5301.12,137,15,274,24,809,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,95,6032.7,0,0.00000,0.0,0.0,-1.0,258.60,328.37,328.37,188.97,131,5080.28,5301.12,5301.12,1,5301.1,630.9,2,146,1159.22,240,30151.81,0,0.020,0,1,1
2026-09-20 13:25:33,mfsweep_shard0,SPT_SRWT,47,5327.16,137,15,274,24,695,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,99,6053.0,0,0.00000,0.0,0.0,-1.0,518.66,1512.52,1512.52,395.63,118,4660.29,5327.16,5327.16,1,5327.2,570.1,0,442,3628.50,667,18877.83,0,0.000,0,1,1
2026-09-20 13:29:10,mfsweep_shard0,SPT_SRWT,48,4409.84,137,15,274,24,469,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,82,5652.5,0,0.00000,0.0,0.0,-1.0,415.35,770.44,770.44,328.24,123,4001.64,4409.84,4409.84,1,4409.8,805.5,2,340,3679.14,533,10731.60,0,0.000,0,1,1
2026-09-20 13:32:25,mfsweep_shard0,SPT_SRWT,49,4116.50,137,15,274,24,554,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,72,4861.4,0,0.00000,0.0,0.0,-1.0,406.55,632.83,632.83,326.27,120,3656.14,4116.50,4116.50,1,4116.5,613.3,2,339,4034.46,547,13185.49,0,0.000,0,1,1
2026-09-20 13:36:13,mfsweep_shard0,SPT_SRWT,50,5128.92,137,15,274,24,827,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,95,6044.6,0,0.00000,0.0,0.0,-1.0,540.76,1918.36,1918.36,474.11,131,4927.98,5128.92,5128.92,1,5128.9,612.8,1,129,4965.08,234,17962.79,0,0.000,0,1,1
2026-09-20 13:40:14,mfsweep_shard0,SPT_SRWT,51,6524.32,137,15,274,24,766,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,124,8604.7,0,0.00000,0.0,0.0,-1.0,524.38,807.80,2814.79,448.46,113,5473.23,6524.32,6524.32,1,6524.3,735.3,1,404,6210.18,632,17240.21,0,0.000,0,1,1
