instance,time_traveling,time_waiting_route,time_loading,time_unloading,time_idle,transport_share,idle_share,coverage
med_capctl_cap400,28486.831777777777,12651.323703703703,1305.9303703703704,1322.927851851852,3278.268888888889,0.6054581046354046,0.06965520593095123,1.0000001105629739
