timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time,mean_flow_time,p95_flow_time,max_flow_time,mean_transport_wait,jobs_censored,mean_flow_time_penalized,p95_flow_time_penalized,max_flow_time_penalized,deadlock_detected,deadlock_sim_time
2026-09-18 16:42:21,smoke_machine_failures,SPT_SMPT,42,6472.86,137,15,274,7,684,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,116,7311.9,0,0.00000,0.0,0.0,-1.0,1252.84,4134.94,5462.87,483.13,0,1252.84,4134.94,5462.87,0,-1.0
2026-09-18 16:43:41,smoke_machine_failures,SPT_SRWT,42,3949.24,137,15,274,7,577,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,69,4715.7,0,0.00000,0.0,0.0,-1.0,317.02,431.98,744.75,211.45,0,317.02,431.98,744.75,0,-1.0
2026-09-18 16:45:20,smoke_machine_failures,LPT_MMUR,42,4736.22,137,15,274,7,632,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,84,5597.7,0,0.00000,0.0,0.0,-1.0,591.67,1335.47,2319.83,299.86,0,591.67,1335.47,2319.83,0,-1.0
2026-09-18 16:46:56,smoke_machine_failures,LRT_MMUR,42,4614.58,137,15,274,7,624,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,82,5495.8,0,0.00000,0.0,0.0,-1.0,577.34,1265.57,2198.19,307.35,0,577.34,1265.57,2198.19,0,-1.0
2026-09-18 17:19:12,smoke_machine_failures,SPT_SMPT,43,100000.00,137,15,274,7,3400,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,1716,107181.0,0,0.00000,0.0,0.0,-1.0,3116.17,6680.21,6986.13,2593.57,36,28574.69,100000.00,100000.00,0,-1.0
2026-09-18 17:20:39,smoke_machine_failures,SPT_SRWT,43,4261.68,137,15,274,7,599,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,75,5041.9,0,0.00000,0.0,0.0,-1.0,365.67,630.88,825.52,255.43,0,365.67,630.88,825.52,0,-1.0
2026-09-18 17:22:30,smoke_machine_failures,LPT_MMUR,43,5198.06,137,15,274,7,709,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,92,6334.9,0,0.00000,0.0,0.0,-1.0,910.34,2508.05,2987.88,465.22,0,910.34,2508.05,2987.88,0,-1.0
2026-09-18 17:24:27,smoke_machine_failures,LRT_MMUR,43,5477.68,137,15,274,7,726,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,98,6641.5,0,0.00000,0.0,0.0,-1.0,976.82,2849.94,3639.04,505.92,0,976.82,2849.94,3639.04,0,-1.0
2026-09-18 17:26:44,smoke_machine_failures,SPT_SMPT,44,6634.48,137,15,274,7,848,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,114,6848.0,0,0.00000,0.0,0.0,-1.0,1225.43,4030.10,4844.42,638.44,0,1225.43,4030.10,4844.42,0,-1.0
2026-09-18 18:01:06,smoke_machine_failures,SPT_SRWT,44,100000.00,137,15,274,7,1661,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,1725,105302.3,0,0.00000,0.0,0.0,-1.0,214.68,214.68,214.68,140.02,136,99271.64,100000.00,100000.00,0,-1.0
2026-09-18 18:03:08,smoke_machine_failures,LPT_MMUR,44,5674.98,137,15,274,7,739,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,97,5734.9,0,0.00000,0.0,0.0,-1.0,1355.81,2655.02,3297.15,1019.31,0,1355.81,2655.02,3297.15,0,-1.0
2026-09-18 18:05:19,smoke_machine_failures,LRT_MMUR,44,6163.38,137,15,274,7,763,0.0000,100.0000,single,fixed,mf,1.50,900.0,812.4,4.000,0.500,106,6296.1,0,0.00000,0.0,0.0,-1.0,1352.89,3323.69,4819.41,894.66,0,1352.89,3323.69,4819.41,0,-1.0
